RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl.1,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err
493,Emil Ceide,no NOR,"DL,CC",Sassuolo,it Serie A,19,2001,0.6,1.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0
494,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,24,1997,30.0,64.0,37,43.0,17.0,4.0,36.0,63.0,57.1,27.0,32.0,9.0,23.0,43,107.0,62.0,2.0
495,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,25,1996,17.6,33.0,21,22.0,9.0,2.0,13.0,32.0,40.6,19.0,37.0,8.0,29.0,32,65.0,51.0,0.0
496,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,31,1989,16.1,23.0,12,13.0,10.0,0.0,16.0,27.0,59.3,11.0,21.0,14.0,7.0,25,48.0,54.0,0.0
497,Franco Cervi,ar ARG,CC,Celta Vigo,es La Liga,27,1994,20.0,73.0,41,35.0,22.0,16.0,33.0,77.0,42.9,44.0,38.0,2.0,36.0,21,94.0,19.0,0.0
498,Damir Ceter,co COL,DL,Cagliari,it Serie A,23,1997,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
499,Julian Chabot,de GER,DF,Sampdoria,it Serie A,23,1998,5.4,12.0,10,8.0,4.0,0.0,8.0,10.0,80.0,2.0,7.0,4.0,3.0,9,21.0,28.0,1.0
500,Julian Chabot,de GER,DF,Köln,de Bundesliga,23,1998,2.3,8.0,3,4.0,4.0,0.0,2.0,5.0,40.0,3.0,4.0,2.0,2.0,3,11.0,5.0,1.0
501,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,16,2005,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0
502,Nassim Chadli,fr FRA,"CC,DF",Troyes,fr Ligue 1,20,2001,1.1,5.0,3,3.0,0.0,2.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,0,5.0,0.0,0.0
503,Kayky Chagas,br BRA,DL,Manchester City,eng Premier League,18,2003,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
504,Mehdi Chahiri,ma MAR,DF,Strasbourg,fr Ligue 1,25,1996,0.2,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
505,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,22,1999,16.1,40.0,27,22.0,18.0,0.0,24.0,31.0,77.4,7.0,16.0,6.0,10.0,19,59.0,43.0,2.0
506,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,26,1995,1.9,5.0,3,3.0,1.0,1.0,3.0,4.0,75.0,1.0,6.0,3.0,3.0,0,5.0,10.0,0.0
507,Calum Chambers,eng ENG,DF,Aston Villa,eng Premier League,26,1995,9.2,16.0,8,10.0,6.0,0.0,4.0,6.0,66.7,2.0,14.0,8.0,6.0,5,21.0,42.0,0.0
508,Dylan Chambost,fr FRA,"CC,DL",Troyes,fr Ligue 1,23,1997,8.4,16.0,11,6.0,9.0,1.0,4.0,25.0,16.0,21.0,9.0,2.0,7.0,8,24.0,4.0,0.0
509,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,31,1990,13.5,18.0,12,10.0,8.0,0.0,11.0,24.0,45.8,13.0,10.0,3.0,7.0,19,37.0,28.0,1.0
510,Chapela,es ESP,"CC,DL",Cádiz,es La Liga,22,1999,4.4,4.0,2,1.0,0.0,3.0,2.0,4.0,50.0,2.0,6.0,1.0,5.0,4,8.0,5.0,0.0
511,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,26,1994,29.8,44.0,25,32.0,11.0,1.0,29.0,40.0,72.5,11.0,42.0,29.0,13.0,55,99.0,141.0,0.0
512,Xavier Chavalerin,fr FRA,CC,Troyes,fr Ligue 1,30,1991,30.2,49.0,26,19.0,25.0,5.0,12.0,55.0,21.8,43.0,32.0,5.0,27.0,39,88.0,36.0,0.0
513,Xavier Chavalerin,fr FRA,CC,Reims,fr Ligue 1,30,1991,2.4,4.0,4,2.0,1.0,1.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,5,9.0,2.0,1.0
514,Justin Che,us USA,"DL,DF",Hoffenheim,de Bundesliga,17,2003,0.5,2.0,0,1.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,3.0,0.0,0.0
515,Chema,es ESP,CC,Getafe,es La Liga,29,1992,0.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
516,Rayan Cherki,fr FRA,"DL,CC",Lyon,fr Ligue 1,17,2003,4.9,6.0,2,1.0,3.0,2.0,4.0,9.0,44.4,5.0,2.0,0.0,2.0,1,7.0,0.0,0.0
517,Denis Cheryshev,ru RUS,"CC,DL",Valencia,es La Liga,30,1990,6.3,14.0,5,6.0,1.0,7.0,6.0,15.0,40.0,9.0,9.0,1.0,8.0,9,23.0,9.0,0.0
518,Daniel Chesters,eng ENG,CC,West Ham,eng Premier League,19,2002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
519,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,36,1984,15.0,22.0,13,17.0,4.0,1.0,7.0,13.0,53.8,6.0,24.0,18.0,6.0,22,44.0,59.0,0.0
520,Federico Chiesa,it ITA,"CC,DL",Juventus,it Serie A,23,1997,9.6,26.0,19,9.0,9.0,8.0,12.0,26.0,46.2,14.0,7.0,0.0,7.0,4,30.0,3.0,0.0
521,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,24,1996,6.0,8.0,3,2.0,6.0,0.0,2.0,5.0,40.0,3.0,7.0,0.0,7.0,4,12.0,14.0,1.0
522,Chiquinho,pt POR,"DF,DL",Wolves,eng Premier League,21,2000,2.3,9.0,6,4.0,5.0,0.0,4.0,5.0,80.0,1.0,5.0,0.0,5.0,2,11.0,1.0,0.0
523,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,31,1989,25.6,28.0,15,19.0,9.0,0.0,10.0,21.0,47.6,11.0,34.0,21.0,13.0,41,69.0,71.0,4.0
524,Pedro Chirivella,es ESP,CC,Nantes,fr Ligue 1,24,1997,29.3,49.0,31,14.0,26.0,9.0,25.0,70.0,35.7,45.0,23.0,2.0,21.0,37,86.0,11.0,0.0
525,Joris Chotard,fr FRA,CC,Montpellier,fr Ligue 1,19,2001,32.6,59.0,30,33.0,23.0,3.0,36.0,78.0,46.2,42.0,27.0,15.0,12.0,42,101.0,56.0,0.0
526,Hamza Choudhury,eng ENG,"DF,CC",Leicester City,eng Premier League,23,1997,3.2,9.0,3,4.0,4.0,1.0,3.0,5.0,60.0,2.0,0.0,0.0,0.0,12,21.0,10.0,0.0
527,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,25,1996,16.6,14.0,8,9.0,4.0,1.0,4.0,7.0,57.1,3.0,14.0,6.0,8.0,29,43.0,57.0,1.0
528,Max Christiansen,de GER,CC,Greuther Fürth,de Bundesliga,24,1996,22.8,46.0,25,19.0,22.0,5.0,18.0,43.0,41.9,25.0,52.0,16.0,36.0,68,114.0,56.0,0.0
529,Carney Chukwuemeka,eng ENG,"CC,DL",Aston Villa,eng Premier League,17,2003,3.3,7.0,1,2.0,5.0,0.0,3.0,5.0,60.0,2.0,3.0,0.0,3.0,1,8.0,2.0,1.0
530,Samuel Chukwueze,ng NGA,"CC,DL",Villarreal,es La Liga,22,1999,14.8,13.0,9,6.0,5.0,2.0,3.0,6.0,50.0,3.0,7.0,0.0,7.0,5,18.0,4.0,0.0
531,Víctor Chust,es ESP,DF,Cádiz,es La Liga,21,2000,20.3,19.0,10,14.0,4.0,1.0,11.0,17.0,64.7,6.0,20.0,8.0,12.0,16,35.0,87.0,0.0
532,Riccardo Ciervo,it ITA,"CC,DF",Sampdoria,it Serie A,19,2002,2.5,8.0,3,4.0,3.0,1.0,2.0,6.0,33.3,4.0,1.0,0.0,1.0,2,10.0,2.0,0.0
533,Jasper Cillessen,nl NED,PO,Valencia,es La Liga,32,1989,16.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,6.0,0.0
534,Pathé Ciss,sn SEN,CC,Rayo Vallecano,es La Liga,27,1994,12.2,31.0,15,20.0,8.0,3.0,12.0,26.0,46.2,14.0,16.0,6.0,10.0,30,61.0,27.0,0.0
535,Moustapha Cissé,gn GUI,DL,Atalanta,it Serie A,17,2003,0.4,1.0,0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0
536,Giorgio Cittadini,it ITA,DF,Atalanta,it Serie A,19,2002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0
537,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,31,1989,11.3,13.0,10,4.0,7.0,2.0,9.0,14.0,64.3,5.0,14.0,11.0,3.0,13,26.0,43.0,1.0
538,Alexis Claude-Maurice,fr FRA,CC,Nice,fr Ligue 1,23,1998,2.3,2.0,0,1.0,0.0,1.0,1.0,4.0,25.0,3.0,7.0,0.0,7.0,3,5.0,1.0,0.0
539,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,28,1992,33.8,63.0,34,33.0,20.0,10.0,22.0,55.0,40.0,33.0,43.0,1.0,42.0,73,136.0,51.0,0.0
540,Carlos Clerc,es ESP,DF,Levante,es La Liga,29,1992,16.8,35.0,17,21.0,10.0,4.0,7.0,19.0,36.8,12.0,8.0,3.0,5.0,26,61.0,32.0,1.0
541,Tom Cleverley,eng ENG,CC,Watford,eng Premier League,31,1989,18.0,37.0,20,19.0,17.0,1.0,18.0,33.0,54.5,15.0,23.0,6.0,17.0,18,55.0,19.0,3.0
542,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,30,1991,15.0,21.0,10,11.0,9.0,1.0,10.0,20.0,50.0,10.0,7.0,2.0,5.0,15,36.0,32.0,0.0
543,Conor Coady,eng ENG,DF,Wolves,eng Premier League,28,1993,37.3,31.0,14,23.0,7.0,1.0,16.0,28.0,57.1,12.0,46.0,40.0,6.0,28,59.0,140.0,0.0
544,Marcus Coco,fr FRA,"CC,DL",Nantes,fr Ligue 1,25,1996,10.3,34.0,14,17.0,11.0,6.0,8.0,18.0,44.4,10.0,11.0,1.0,10.0,10,44.0,15.0,0.0
545,Coke,es ESP,DF,Levante,es La Liga,34,1987,1.3,3.0,2,1.0,1.0,1.0,3.0,4.0,75.0,1.0,1.0,0.0,1.0,2,5.0,7.0,0.0
546,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,32,1988,29.5,61.0,36,35.0,16.0,10.0,33.0,51.0,64.7,18.0,30.0,11.0,19.0,32,93.0,80.0,2.0
547,Álex Collado,es ESP,"CC,DL",Granada,es La Liga,22,1999,11.3,27.0,12,6.0,16.0,5.0,12.0,31.0,38.7,19.0,28.0,2.0,26.0,6,33.0,11.0,0.0
548,Ebrima Colley,gm GAM,"DL,CC",Spezia,it Serie A,21,2000,4.4,6.0,1,3.0,2.0,1.0,1.0,7.0,14.3,6.0,8.0,0.0,8.0,3,9.0,2.0,0.0
549,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,28,1992,30.5,47.0,36,32.0,14.0,1.0,22.0,32.0,68.8,10.0,31.0,19.0,12.0,80,127.0,135.0,2.0
550,Nathan Collins,ie IRL,DF,Burnley,eng Premier League,20,2001,18.6,37.0,15,27.0,8.0,2.0,17.0,27.0,63.0,10.0,38.0,25.0,13.0,24,61.0,83.0,2.0
551,Kingsley Coman,fr FRA,"DL,DF",Bayern Munich,de Bundesliga,25,1996,15.1,14.0,8,1.0,9.0,4.0,5.0,16.0,31.3,11.0,14.0,0.0,14.0,8,22.0,5.0,0.0
552,Eray Cömert,ch SUI,DF,Valencia,es La Liga,23,1998,4.5,5.0,3,4.0,1.0,0.0,3.0,6.0,50.0,3.0,3.0,2.0,1.0,2,7.0,6.0,0.0
553,Santi Comesaña,es ESP,CC,Rayo Vallecano,es La Liga,24,1996,29.8,87.0,56,45.0,33.0,9.0,40.0,104.0,38.5,64.0,46.0,6.0,40.0,33,120.0,30.0,0.0
554,Diego Conde,es ESP,PO,Getafe,es La Liga,22,1998,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
555,Aaron Connolly,ie IRL,"DL,CC",Brighton,eng Premier League,21,2000,1.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0,0.0,0.0,0.0
556,Andrea Consigli,it ITA,PO,Sassuolo,it Serie A,34,1987,36.9,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,23.0,3.0
557,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,23,1998,15.0,22.0,12,16.0,5.0,1.0,12.0,24.0,50.0,12.0,12.0,2.0,10.0,4,26.0,10.0,0.0
558,Andrea Conti,it ITA,"DF,CC",Sampdoria,it Serie A,27,1994,2.6,4.0,2,2.0,1.0,1.0,3.0,6.0,50.0,3.0,4.0,0.0,4.0,7,11.0,4.0,0.0
559,Andrea Conti,it ITA,DF,Milan,it Serie A,27,1994,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
560,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,29,1991,20.2,41.0,23,27.0,13.0,1.0,23.0,33.0,69.7,10.0,29.0,18.0,11.0,43,84.0,72.0,2.0
561,Lucas Copado,de GER,DL,Bayern Munich,de Bundesliga,17,2004,0.2,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
562,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,17,2003,2.8,8.0,4,4.0,4.0,0.0,3.0,3.0,100.0,0.0,5.0,1.0,4.0,4,12.0,5.0,0.0
563,Francis Coquelin,fr FRA,CC,Villarreal,es La Liga,30,1991,9.2,26.0,17,9.0,11.0,6.0,11.0,20.0,55.0,9.0,15.0,5.0,10.0,19,45.0,11.0,0.0
564,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,30,1990,14.7,33.0,20,17.0,11.0,5.0,24.0,42.0,57.1,18.0,24.0,3.0,21.0,13,46.0,36.0,0.0
565,Sergio Córdova,ve VEN,"DL,CC",Augsburg,de Bundesliga,23,1997,3.6,4.0,3,2.0,2.0,0.0,1.0,2.0,50.0,1.0,4.0,0.0,4.0,0,4.0,4.0,0.0
566,Jack Cork,eng ENG,CC,Burnley,eng Premier League,32,1989,18.6,20.0,6,6.0,11.0,3.0,7.0,20.0,35.0,13.0,17.0,4.0,13.0,17,37.0,29.0,1.0
567,Maxwel Cornet,ci CIV,"DL,CC",Burnley,eng Premier League,24,1996,19.6,16.0,9,7.0,5.0,4.0,7.0,15.0,46.7,8.0,13.0,4.0,9.0,10,26.0,14.0,0.0
568,Maxwel Cornet,ci CIV,DF,Lyon,fr Ligue 1,24,1996,0.7,3.0,1,1.0,0.0,2.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,1,4.0,1.0,0.0
569,Jesús Corona,mx MEX,"DL,DF",Sevilla,es La Liga,28,1993,12.9,12.0,7,7.0,5.0,0.0,3.0,6.0,50.0,3.0,4.0,0.0,4.0,8,20.0,6.0,0.0
570,Ángel Correa,ar ARG,"DL,CC",Atlético Madrid,es La Liga,26,1995,20.6,16.0,8,5.0,10.0,1.0,7.0,29.0,24.1,22.0,25.0,2.0,23.0,10,26.0,4.0,0.0
571,Joaquín Correa,ar ARG,DL,Inter,it Serie A,26,1994,11.4,11.0,5,2.0,6.0,3.0,1.0,13.0,7.7,12.0,8.0,1.0,7.0,3,14.0,2.0,0.0
572,Thierry Correia,pt POR,DF,Valencia,es La Liga,22,1999,15.7,35.0,23,26.0,6.0,3.0,14.0,29.0,48.3,15.0,20.0,5.0,15.0,19,54.0,27.0,0.0
573,Danny da Costa,de GER,"DF,CC",Eint Frankfurt,de Bundesliga,28,1993,8.1,15.0,4,6.0,7.0,2.0,6.0,18.0,33.3,12.0,14.0,1.0,13.0,11,26.0,18.0,1.0
574,David Pereira da Costa,pt POR,"CC,DL",Lens,fr Ligue 1,20,2001,16.3,22.0,12,9.0,6.0,7.0,11.0,26.0,42.3,15.0,12.0,0.0,12.0,13,35.0,5.0,0.0
575,Hélder Costa,ao ANG,CC,Leeds United,eng Premier League,27,1994,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0
576,Hélder Costa,ao ANG,"CC,DL",Valencia,es La Liga,27,1994,12.4,27.0,16,11.0,9.0,7.0,14.0,41.0,34.1,27.0,12.0,1.0,11.0,3,30.0,9.0,0.0
577,Jaume Costa,es ESP,DF,Mallorca,es La Liga,33,1988,20.3,35.0,26,23.0,7.0,5.0,23.0,31.0,74.2,8.0,22.0,7.0,15.0,23,58.0,55.0,0.0
578,Benoît Costil,fr FRA,PO,Bordeaux,fr Ligue 1,34,1987,25.0,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,6.0,3.0
579,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,28,1992,24.5,45.0,25,24.0,14.0,7.0,18.0,36.0,50.0,18.0,31.0,9.0,22.0,22,67.0,64.0,1.0
580,Kalifa Coulibaly,ml MLI,DL,Nantes,fr Ligue 1,29,1991,9.4,5.0,1,1.0,1.0,3.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,0,5.0,11.0,0.0
581,Lassana Coulibaly,ml MLI,CC,Salernitana,it Serie A,25,1996,25.9,58.0,32,29.0,26.0,3.0,24.0,62.0,38.7,38.0,40.0,13.0,27.0,22,80.0,27.0,0.0
582,Mamadou Coulibaly,sn SEN,CC,Salernitana,it Serie A,22,1999,9.0,15.0,12,8.0,5.0,2.0,7.0,20.0,35.0,13.0,9.0,0.0,9.0,11,26.0,9.0,0.0
583,Tanguy Coulibaly,fr FRA,"DL,CC",Stuttgart,de Bundesliga,20,2001,12.0,27.0,15,14.0,11.0,2.0,9.0,19.0,47.4,10.0,14.0,2.0,12.0,4,31.0,10.0,0.0
584,Thibaut Courtois,be BEL,PO,Real Madrid,es La Liga,29,1992,36.0,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,9.0,1.0
585,Philippe Coutinho,br BRA,"CC,DL",Aston Villa,eng Premier League,29,1992,14.8,17.0,12,4.0,11.0,2.0,6.0,21.0,28.6,15.0,11.0,1.0,10.0,7,24.0,4.0,0.0
586,Philippe Coutinho,br BRA,"CC,DL",Barcelona,es La Liga,29,1992,5.6,6.0,3,3.0,3.0,0.0,3.0,11.0,27.3,8.0,3.0,0.0,3.0,4,10.0,3.0,0.0
587,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,22,1999,30.8,80.0,47,50.0,23.0,7.0,35.0,65.0,53.8,30.0,35.0,19.0,16.0,38,118.0,82.0,1.0
588,Alessio Cragno,it ITA,PO,Cagliari,it Serie A,27,1994,35.0,3.0,3,2.0,1.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,1,4.0,14.0,1.0
589,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,31,1989,30.3,28.0,18,18.0,6.0,4.0,13.0,25.0,52.0,12.0,31.0,18.0,13.0,35,63.0,66.0,0.0
590,Charlie Cresswell,eng ENG,DF,Leeds United,eng Premier League,18,2002,1.6,5.0,2,1.0,4.0,0.0,3.0,3.0,100.0,0.0,1.0,1.0,0.0,2,7.0,6.0,0.0
591,Domenico Criscito,it ITA,DF,Genoa,it Serie A,34,1986,18.0,37.0,21,19.0,14.0,4.0,16.0,25.0,64.0,9.0,22.0,12.0,10.0,39,76.0,57.0,0.0
592,Bryan Cristante,it ITA,CC,Roma,it Serie A,26,1995,29.8,79.0,39,31.0,39.0,9.0,37.0,69.0,53.6,32.0,31.0,5.0,26.0,40,119.0,45.0,0.0
593,Cristo,es ESP,DF,Real Sociedad,es La Liga,21,2000,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
594,Enzo Crivelli,fr FRA,"DL,CC",Saint-Étienne,fr Ligue 1,26,1995,1.1,1.0,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0
595,Domen Črnigoj,si SVN,CC,Venezia,it Serie A,25,1995,20.9,21.0,13,7.0,11.0,3.0,11.0,29.0,37.9,18.0,27.0,8.0,19.0,24,45.0,42.0,0.0
596,Giovanni Crociata,it ITA,DL,Empoli,it Serie A,23,1997,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
597,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,29,1992,21.5,28.0,21,15.0,12.0,1.0,8.0,16.0,50.0,8.0,15.0,12.0,3.0,16,44.0,58.0,1.0
598,Juan Cuadrado,co COL,"DF,CC",Juventus,it Serie A,33,1988,27.6,48.0,23,30.0,13.0,5.0,30.0,55.0,54.5,25.0,23.0,5.0,18.0,29,77.0,34.0,0.0
599,Cucho,co COL,"DL,CC",Watford,eng Premier League,22,1999,12.7,13.0,5,5.0,5.0,3.0,5.0,27.0,18.5,22.0,13.0,1.0,12.0,5,18.0,9.0,0.0
600,Marc Cucurella,es ESP,DF,Brighton,eng Premier League,23,1998,34.3,93.0,62,43.0,32.0,18.0,44.0,71.0,62.0,27.0,42.0,14.0,28.0,30,123.0,74.0,0.0
601,Marc Cucurella,es ESP,"CC,DF",Getafe,es La Liga,23,1998,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
602,Jorge Cuenca,es ESP,DF,Getafe,es La Liga,21,1999,29.8,46.0,32,30.0,15.0,1.0,21.0,28.0,75.0,7.0,29.0,14.0,15.0,39,85.0,155.0,0.0
603,Mickaël Cuisance,fr FRA,CC,Venezia,it Serie A,21,1999,10.2,23.0,9,7.0,12.0,4.0,10.0,28.0,35.7,18.0,14.0,0.0,14.0,12,35.0,5.0,0.0
604,Mickaël Cuisance,fr FRA,CC,Bayern Munich,de Bundesliga,21,1999,0.1,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
605,Luke Cundle,eng ENG,CC,Wolves,eng Premier League,19,2002,2.0,4.0,3,0.0,4.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,5.0,1.0,0.0
606,Matheus Cunha,br BRA,DL,Atlético Madrid,es La Liga,22,1999,11.8,19.0,12,3.0,11.0,5.0,5.0,20.0,25.0,15.0,18.0,2.0,16.0,6,25.0,9.0,0.0
607,Matheus Cunha,br BRA,DL,Hertha BSC,de Bundesliga,22,1999,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
608,Patrick Cutrone,it ITA,DL,Empoli,it Serie A,23,1998,15.6,5.0,2,0.0,3.0,2.0,1.0,9.0,11.1,8.0,11.0,1.0,10.0,5,10.0,1.0,0.0
609,Wylan Cyprien,fr FRA,CC,Nantes,fr Ligue 1,26,1995,16.6,33.0,17,12.0,18.0,3.0,13.0,32.0,40.6,19.0,16.0,6.0,10.0,10,43.0,14.0,2.0
610,Rafael Czichos,de GER,DF,Köln,de Bundesliga,31,1990,15.6,29.0,18,18.0,9.0,2.0,14.0,28.0,50.0,14.0,23.0,13.0,10.0,19,48.0,53.0,2.0
611,Lennart-Marten Czyborra,de GER,DF,Arminia,de Bundesliga,22,1999,1.5,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3,3.0,3.0,1.0
612,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,32,1988,11.1,30.0,15,21.0,8.0,1.0,11.0,22.0,50.0,11.0,21.0,10.0,11.0,8,38.0,20.0,0.0
613,Lucas Da Cunha,fr FRA,CC,Nice,fr Ligue 1,20,2001,4.4,13.0,7,2.0,7.0,4.0,6.0,11.0,54.5,5.0,2.0,0.0,2.0,1,14.0,2.0,0.0
614,Lucas Da Cunha,fr FRA,"DL,CC",Clermont Foot,fr Ligue 1,20,2001,9.3,17.0,11,5.0,8.0,4.0,9.0,18.0,50.0,9.0,13.0,0.0,13.0,1,18.0,3.0,0.0
615,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,33,1988,12.5,13.0,9,7.0,5.0,1.0,5.0,9.0,55.6,4.0,15.0,10.0,5.0,22,35.0,53.0,1.0
616,Moanes Dabbur,il ISR,"DL,CC",Hoffenheim,de Bundesliga,29,1992,14.6,18.0,10,3.0,5.0,10.0,4.0,17.0,23.5,13.0,10.0,0.0,10.0,5,23.0,4.0,0.0
617,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,22,1998,1.8,4.0,2,2.0,2.0,0.0,3.0,6.0,50.0,3.0,4.0,2.0,2.0,2,6.0,1.0,0.0
618,Finn Dahmen,de GER,PO,Mainz 05,de Bundesliga,23,1998,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0
619,Mahmoud Dahoud,de GER,CC,Dortmund,de Bundesliga,25,1996,18.4,42.0,19,10.0,24.0,8.0,20.0,46.0,43.5,26.0,18.0,3.0,15.0,17,59.0,16.0,0.0
620,Patson Daka,zm ZAM,DL,Leicester City,eng Premier League,22,1998,12.9,15.0,10,2.0,8.0,5.0,2.0,19.0,10.5,17.0,7.0,0.0,7.0,2,17.0,8.0,0.0
621,Stuart Dallas,nir NIR,"DF,CC",Leeds United,eng Premier League,30,1991,32.4,93.0,55,58.0,31.0,4.0,56.0,105.0,53.3,49.0,45.0,14.0,31.0,57,150.0,63.0,2.0
622,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,22,1999,20.0,55.0,41,35.0,12.0,8.0,31.0,57.0,54.4,26.0,24.0,13.0,11.0,29,84.0,59.0,0.0
623,Mikkel Damsgaard,dk DEN,"CC,DL",Sampdoria,it Serie A,21,2000,6.4,27.0,13,12.0,11.0,4.0,20.0,36.0,55.6,16.0,16.0,1.0,15.0,7,34.0,7.0,0.0
624,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,20,2001,14.4,46.0,31,26.0,17.0,3.0,34.0,43.0,79.1,9.0,13.0,7.0,6.0,14,60.0,34.0,1.0
625,Danilo,br BRA,"DF,CC",Juventus,it Serie A,30,1991,21.0,37.0,26,20.0,13.0,4.0,18.0,28.0,64.3,10.0,21.0,12.0,9.0,32,69.0,53.0,1.0
626,Arnaut Danjuma,nl NED,DL,Villarreal,es La Liga,24,1997,16.4,7.0,6,3.0,0.0,4.0,2.0,4.0,50.0,2.0,5.0,0.0,5.0,2,9.0,3.0,0.0
627,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,22,1998,31.0,41.0,29,29.0,12.0,0.0,23.0,34.0,67.6,11.0,38.0,25.0,13.0,40,81.0,111.0,0.0
