RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados
410,Jovane Cabral,cv CPV,DL,Lazio,it Serie A,23,1998,2.1,0,0,0,5,3,0,2,1,1,0.0,0.0,0,6.0,1.0,4.0,20.0
411,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,30,1991,37.0,7,0,0,32,21,2,13,44,24,0.0,2.0,1,147.0,82.0,48.0,63.1
412,Liberato Cacace,nz NZL,DF,Empoli,it Serie A,20,2000,5.2,1,0,0,9,6,0,11,8,6,0.0,0.0,0,29.0,2.0,6.0,25.0
413,Martín Cáceres,uy URU,DF,Cagliari,it Serie A,34,1987,9.2,3,1,0,7,9,0,12,14,7,0.0,0.0,0,55.0,5.0,5.0,50.0
414,Martín Cáceres,uy URU,DF,Levante,es La Liga,34,1987,7.4,2,0,0,8,8,0,4,11,2,0.0,0.0,0,43.0,7.0,12.0,36.8
415,Anthony Caci,fr FRA,DF,Strasbourg,fr Ligue 1,24,1997,26.6,4,0,0,35,23,2,97,33,34,0.0,0.0,0,161.0,38.0,24.0,61.3
416,Mathieu Cafaro,fr FRA,"CC,DL",Reims,fr Ligue 1,24,1997,2.1,2,0,0,6,3,0,19,3,2,0.0,0.0,0,9.0,3.0,4.0,42.9
417,Yannick Cahuzac,fr FRA,CC,Lens,fr Ligue 1,36,1985,6.9,1,1,0,6,1,1,2,9,2,0.0,0.0,0,27.0,6.0,5.0,54.5
418,Felipe Caicedo,ec ECU,DL,Genoa,it Serie A,32,1988,3.2,1,0,0,6,2,4,0,0,3,1.0,0.0,0,10.0,15.0,17.0,46.9
419,Felipe Caicedo,ec ECU,"DL,DF",Inter,it Serie A,32,1988,0.3,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
420,Moisés Caicedo,ec ECU,CC,Brighton,eng Premier League,19,2001,7.3,2,0,0,7,11,1,0,10,10,0.0,0.0,0,56.0,9.0,4.0,69.2
421,Marc-Aurèle Caillard,fr FRA,PO,Metz,fr Ligue 1,27,1994,17.1,1,0,0,0,4,0,0,2,0,0.0,0.0,0,7.0,2.0,0.0,100.0
422,Jens Cajuste,se SWE,"CC,DL",Reims,fr Ligue 1,21,1999,4.0,0,0,0,5,8,0,1,5,6,0.0,0.0,0,16.0,3.0,5.0,37.5
423,Cala,es ESP,DF,Cádiz,es La Liga,31,1989,10.5,8,1,1,11,7,1,0,12,4,0.0,2.0,0,44.0,15.0,15.0,50.0
424,Davide Calabria,it ITA,DF,Milan,it Serie A,24,1996,23.5,2,0,0,15,28,1,53,23,37,0.0,0.0,0,140.0,10.0,27.0,27.0
425,Riccardo Calafiori,it ITA,DF,Genoa,it Serie A,19,2002,0.9,1,0,0,3,0,0,0,2,0,0.0,0.0,0,2.0,1.0,0.0,100.0
426,Riccardo Calafiori,it ITA,DF,Roma,it Serie A,19,2002,1.9,2,0,0,4,0,0,3,3,4,0.0,0.0,0,8.0,1.0,2.0,33.3
427,Mattia Caldara,it ITA,DF,Venezia,it Serie A,27,1994,30.0,9,0,0,28,22,3,2,62,28,1.0,1.0,0,170.0,49.0,51.0,49.0
428,Calderón,es ESP,DF,Betis,es La Liga,21,2000,0.7,0,0,0,1,1,0,4,0,0,0.0,0.0,0,6.0,0.0,2.0,0.0
429,Fernando Calero,es ESP,DF,Espanyol,es La Liga,25,1995,12.1,3,0,0,10,6,0,0,16,10,0.0,1.0,0,46.0,21.0,22.0,48.8
430,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,24,1996,22.9,6,0,0,11,6,1,1,24,8,1.0,0.0,0,99.0,35.0,11.0,76.1
431,Hakan Çalhanoğlu,tr TUR,CC,Inter,it Serie A,27,1994,27.6,11,0,0,36,26,0,196,25,23,1.0,0.0,0,187.0,10.0,21.0,32.3
432,Daniel Caligiuri,it ITA,"DF,CC",Augsburg,de Bundesliga,33,1988,22.3,4,0,0,32,43,0,109,18,30,1.0,0.0,0,173.0,30.0,26.0,53.6
433,José Callejón,es ESP,DL,Fiorentina,it Serie A,34,1987,14.4,0,0,0,3,17,3,62,3,6,0.0,1.0,0,72.0,8.0,18.0,30.8
434,Lucas Calodat,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,2002,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
435,Dominic Calvert-Lewin,eng ENG,DL,Everton,eng Premier League,24,1997,14.3,2,0,0,17,16,4,2,3,8,1.0,0.0,0,34.0,94.0,93.0,50.3
436,Mahdi Camara,fr FRA,"CC,DF",Saint-Étienne,fr Ligue 1,23,1998,34.1,8,0,0,45,44,1,33,57,57,2.0,0.0,0,177.0,30.0,42.0,41.7
437,Mamadou Camara,fr FRA,DL,Troyes,fr Ligue 1,20,2001,0.4,0,0,0,1,0,0,0,0,1,0.0,0.0,0,1.0,2.0,3.0,40.0
438,Víctor Camarasa,es ESP,"CC,DL",Betis,es La Liga,27,1994,1.2,0,0,0,2,3,0,0,2,1,0.0,0.0,0,6.0,2.0,1.0,66.7
439,Eduardo Camavinga,fr FRA,CC,Real Madrid,es La Liga,18,2002,13.7,8,0,0,35,29,1,3,17,35,0.0,0.0,0,85.0,28.0,13.0,68.3
440,Eduardo Camavinga,fr FRA,CC,Rennes,fr Ligue 1,18,2002,1.6,0,0,0,2,6,0,0,1,1,0.0,0.0,0,8.0,2.0,0.0,100.0
441,Andrea Cambiaso,it ITA,DF,Genoa,it Serie A,21,2000,19.9,5,1,1,22,16,1,66,23,20,0.0,0.0,0,144.0,7.0,17.0,29.2
442,José Campaña,es ESP,CC,Levante,es La Liga,28,1993,15.8,6,1,0,17,22,1,56,21,16,0.0,0.0,0,109.0,17.0,18.0,48.6
443,Chem Campbell,wls WAL,CC,Wolves,eng Premier League,18,2002,0.1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,1.0,0.0
444,Emre Can,de GER,"DF,CC",Dortmund,de Bundesliga,27,1994,18.8,5,0,0,32,21,1,7,36,22,0.0,0.0,0,166.0,31.0,15.0,67.4
445,Sergio Canales,es ESP,"DL,CC",Betis,es La Liga,30,1991,31.0,6,0,0,19,39,11,67,10,14,0.0,0.0,0,179.0,11.0,26.0,29.7
446,Matteo Cancellieri,it ITA,"CC,DF",Hellas Verona,it Serie A,19,2002,2.5,1,0,0,9,4,1,8,1,4,0.0,0.0,0,13.0,4.0,13.0,23.5
447,João Cancelo,pt POR,DF,Manchester City,eng Premier League,27,1994,35.9,7,0,0,34,26,2,124,59,54,0.0,0.0,0,217.0,57.0,51.0,52.8
448,Fali Candé,gw GNB,DF,Metz,fr Ligue 1,23,1998,10.8,2,0,0,11,11,0,45,6,18,0.0,0.0,0,60.0,18.0,12.0,60.0
449,Antonio Candreva,it ITA,"CC,DL",Sampdoria,it Serie A,34,1987,34.7,6,1,0,19,48,14,343,33,16,0.0,0.0,0,193.0,2.0,7.0,22.2
450,Sergi Canós,es ESP,"DF,DL",Brentford,eng Premier League,24,1997,23.1,8,1,1,28,15,5,87,22,25,0.0,0.0,1,183.0,9.0,27.0,25.0
451,Álex Cantero,es ESP,"DL,CC",Levante,es La Liga,21,2000,6.8,1,0,0,13,4,0,6,1,4,0.0,0.0,0,17.0,3.0,13.0,18.8
452,Todd Cantwell,eng ENG,"DL,CC",Norwich City,eng Premier League,23,1998,4.9,2,0,0,4,12,2,3,3,13,0.0,0.0,0,22.0,3.0,4.0,42.9
453,Ander Capa,es ESP,DF,Athletic Club,es La Liga,29,1992,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
454,Pierrick Capelle,fr FRA,"CC,DF",Angers,fr Ligue 1,34,1987,13.3,1,0,0,22,5,0,17,16,24,1.0,1.0,0,98.0,19.0,31.0,38.0
455,Leonardo Capezzi,it ITA,CC,Salernitana,it Serie A,26,1995,1.9,0,0,0,3,1,0,0,0,1,0.0,0.0,0,8.0,1.0,4.0,20.0
456,Étienne Capoue,fr FRA,CC,Villarreal,es La Liga,33,1988,25.4,9,0,0,44,44,0,5,35,26,0.0,0.0,0,135.0,52.0,24.0,68.4
457,Gianluca Caprari,it ITA,"CC,DL",Hellas Verona,it Serie A,28,1993,30.4,4,0,0,42,74,14,108,4,25,1.0,0.0,0,164.0,8.0,27.0,22.9
458,Francesco Caputo,it ITA,DL,Sampdoria,it Serie A,33,1987,31.0,0,0,0,23,38,36,12,2,2,3.0,0.0,0,61.0,24.0,33.0,42.1
459,Francesco Caputo,it ITA,DL,Sassuolo,it Serie A,33,1987,1.7,1,0,0,0,3,0,0,0,0,0.0,0.0,0,2.0,2.0,1.0,66.7
460,Maxence Caqueret,fr FRA,CC,Lyon,fr Ligue 1,21,2000,25.9,5,0,0,43,28,0,20,43,40,0.0,0.0,0,204.0,12.0,13.0,48.0
461,Andrea Carboni,it ITA,DF,Cagliari,it Serie A,20,2001,24.6,6,0,0,18,9,0,25,27,24,0.0,0.0,1,110.0,41.0,38.0,51.9
462,Isaac Carcelen,es ESP,"DF,CC",Cádiz,es La Liga,28,1993,17.2,2,0,0,23,25,1,49,34,29,0.0,0.0,0,114.0,15.0,18.0,45.5
463,Cárdenas,es ESP,PO,Levante,es La Liga,24,1997,24.0,3,0,0,0,3,0,0,1,1,0.0,0.0,0,33.0,2.0,1.0,66.7
464,Irvin Cardona,fr FRA,"DL,CC",Brest,fr Ligue 1,23,1997,14.8,2,0,0,16,14,10,21,5,7,0.0,0.0,0,55.0,13.0,19.0,40.6
465,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,24,1996,17.5,3,0,0,25,23,1,68,25,16,0.0,0.0,0,88.0,10.0,10.0,50.0
466,Carlo,es ESP,CC,Villarreal,es La Liga,20,2001,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
467,Diego Carlos,br BRA,DF,Sevilla,es La Liga,28,1993,32.9,4,1,1,33,19,1,3,24,24,0.0,2.0,0,190.0,80.0,42.0,65.6
468,Carmona,es ESP,DF,Sevilla,es La Liga,19,2002,0.3,0,0,0,0,1,0,0,1,0,0.0,0.0,0,1.0,0.0,1.0,0.0
469,Yannick Carrasco,be BEL,"DL,CC",Atlético Madrid,es La Liga,27,1993,28.7,5,0,0,30,39,13,133,19,19,0.0,0.0,0,159.0,8.0,12.0,40.0
470,Guido Carrillo,ar ARG,DL,Elche,es La Liga,30,1991,13.0,3,0,0,33,25,6,1,1,4,0.0,0.0,0,38.0,80.0,60.0,57.1
471,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,29,1992,17.2,1,0,0,19,11,0,40,20,28,0.0,1.0,0,97.0,14.0,14.0,50.0
472,William Carvalho,pt POR,CC,Betis,es La Liga,29,1992,20.1,6,0,0,31,28,0,4,16,33,0.0,0.0,0,128.0,34.0,25.0,57.6
473,Nicolò Casale,it ITA,DF,Hellas Verona,it Serie A,23,1998,28.7,10,0,0,44,24,0,15,49,30,0.0,0.0,0,197.0,69.0,61.0,53.1
474,Casemiro,br BRA,CC,Real Madrid,es La Liga,29,1992,28.5,11,0,0,54,38,4,17,38,51,1.0,0.0,0,230.0,101.0,50.0,66.9
475,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,23,1997,37.5,8,0,0,38,38,2,98,49,50,0.0,1.0,0,190.0,42.0,45.0,48.3
476,Kiko Casilla,es ESP,PO,Elche,es La Liga,34,1986,14.0,3,0,0,0,1,0,0,1,0,0.0,0.0,0,21.0,3.0,0.0,100.0
477,Moreto Cassamã,gw GNB,CC,Reims,fr Ligue 1,23,1998,8.9,1,0,0,11,22,0,19,9,6,0.0,0.0,0,61.0,3.0,6.0,33.3
478,Francesco Cassata,it ITA,CC,Genoa,it Serie A,24,1997,0.1,0,0,0,0,1,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,
479,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,25,1995,23.6,1,0,0,15,7,1,40,29,31,0.0,0.0,0,102.0,39.0,38.0,50.6
480,Koen Casteels,be BEL,PO,Wolfsburg,de Bundesliga,29,1992,28.0,1,0,0,0,2,0,0,0,0,0.0,0.0,0,41.0,9.0,0.0,100.0
481,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,26,1995,27.9,8,0,0,42,11,1,8,30,24,0.0,0.0,0,150.0,56.0,31.0,64.4
482,Samu Castillejo,es ESP,"DL,CC",Milan,it Serie A,26,1995,1.4,1,0,0,2,2,0,8,2,2,1.0,0.0,0,5.0,2.0,2.0,50.0
483,Gonzalo Castro,de GER,"CC,DL",Arminia,de Bundesliga,34,1987,4.8,0,0,0,7,4,2,21,3,3,0.0,0.0,0,26.0,3.0,2.0,60.0
484,Jonny Castro,es ESP,DF,Wolves,eng Premier League,27,1994,11.4,1,0,0,10,16,0,14,13,15,0.0,0.0,0,49.0,11.0,7.0,61.1
485,Gaetano Castrovilli,it ITA,CC,Fiorentina,it Serie A,24,1997,15.5,4,0,0,21,36,1,40,11,17,0.0,0.0,0,85.0,8.0,12.0,40.0
486,Danilo Cataldi,it ITA,CC,Lazio,it Serie A,26,1994,19.0,8,0,0,18,19,0,66,17,17,0.0,1.0,0,165.0,6.0,7.0,46.2
487,Catena,es ESP,DF,Rayo Vallecano,es La Liga,26,1994,36.0,8,0,0,26,14,3,2,30,23,0.0,1.0,0,190.0,117.0,40.0,74.5
488,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,32,1989,26.6,3,0,0,13,4,0,4,28,15,0.0,0.0,0,127.0,48.0,34.0,58.5
489,Edinson Cavani,uy URU,DL,Manchester Utd,eng Premier League,34,1987,8.5,0,0,0,7,5,6,2,2,1,0.0,0.0,0,22.0,7.0,17.0,29.2
490,Dani Ceballos,es ESP,CC,Real Madrid,es La Liga,24,1996,3.1,1,0,0,3,7,0,1,4,5,0.0,0.0,0,25.0,0.0,0.0,
491,Pietro Ceccaroni,it ITA,DF,Venezia,it Serie A,25,1995,34.7,7,1,0,26,26,0,12,30,31,0.0,3.0,0,194.0,38.0,31.0,55.1
492,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,29,1992,26.2,12,1,1,56,25,3,5,50,16,0.0,0.0,0,175.0,62.0,49.0,55.9
493,Emil Ceide,no NOR,"DL,CC",Sassuolo,it Serie A,19,2001,0.6,0,0,0,0,0,0,0,0,1,0.0,0.0,0,2.0,2.0,1.0,66.7
494,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,24,1997,30.0,10,0,0,39,16,3,66,43,37,1.0,1.0,0,160.0,40.0,22.0,64.5
495,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,25,1996,17.6,3,0,0,16,30,0,48,32,21,0.0,0.0,0,101.0,10.0,17.0,37.0
496,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,31,1989,16.1,3,0,0,18,12,1,7,25,12,0.0,0.0,0,87.0,40.0,22.0,64.5
497,Franco Cervi,ar ARG,CC,Celta Vigo,es La Liga,27,1994,20.0,5,0,0,22,40,2,78,21,41,1.0,0.0,0,146.0,17.0,31.0,35.4
498,Damir Ceter,co COL,DL,Cagliari,it Serie A,23,1997,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
499,Julian Chabot,de GER,DF,Sampdoria,it Serie A,23,1998,5.4,5,0,0,10,11,0,1,9,10,0.0,0.0,0,32.0,20.0,11.0,64.5
500,Julian Chabot,de GER,DF,Köln,de Bundesliga,23,1998,2.3,1,0,0,5,7,0,0,3,3,0.0,0.0,0,14.0,9.0,10.0,47.4
501,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,16,2005,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0
502,Nassim Chadli,fr FRA,"CC,DF",Troyes,fr Ligue 1,20,2001,1.1,1,0,0,3,3,0,5,0,3,0.0,0.0,0,5.0,1.0,1.0,50.0
503,Kayky Chagas,br BRA,DL,Manchester City,eng Premier League,18,2003,0.1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
504,Mehdi Chahiri,ma MAR,DF,Strasbourg,fr Ligue 1,25,1996,0.2,0,0,0,0,0,0,0,0,1,0.0,0.0,0,2.0,1.0,0.0,100.0
505,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,22,1999,16.1,2,0,0,19,14,0,4,19,27,0.0,1.0,0,74.0,32.0,28.0,53.3
506,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,26,1995,1.9,0,0,0,2,1,0,3,0,3,0.0,0.0,0,14.0,2.0,1.0,66.7
507,Calum Chambers,eng ENG,DF,Aston Villa,eng Premier League,26,1995,9.2,1,0,0,12,2,0,2,5,8,0.0,0.0,0,49.0,26.0,25.0,51.0
508,Dylan Chambost,fr FRA,"CC,DL",Troyes,fr Ligue 1,23,1997,8.4,0,0,0,7,5,1,21,8,11,0.0,0.0,0,47.0,13.0,13.0,50.0
509,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,31,1990,13.5,4,0,0,17,7,4,30,19,12,0.0,0.0,0,56.0,14.0,22.0,38.9
510,Chapela,es ESP,"CC,DL",Cádiz,es La Liga,22,1999,4.4,0,0,0,4,9,1,12,4,2,0.0,0.0,0,22.0,4.0,6.0,40.0
511,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,26,1994,29.8,6,1,0,26,24,0,3,55,25,0.0,0.0,0,144.0,70.0,44.0,61.4
512,Xavier Chavalerin,fr FRA,CC,Troyes,fr Ligue 1,30,1991,30.2,4,0,0,31,12,6,79,39,26,0.0,0.0,0,95.0,12.0,23.0,34.3
513,Xavier Chavalerin,fr FRA,CC,Reims,fr Ligue 1,30,1991,2.4,0,0,0,3,0,0,4,5,4,0.0,0.0,0,16.0,2.0,4.0,33.3
514,Justin Che,us USA,"DL,DF",Hoffenheim,de Bundesliga,17,2003,0.5,0,0,0,0,0,0,2,1,0,0.0,0.0,0,1.0,0.0,1.0,0.0
515,Chema,es ESP,CC,Getafe,es La Liga,29,1992,0.5,1,1,0,2,0,0,0,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0
516,Rayan Cherki,fr FRA,"DL,CC",Lyon,fr Ligue 1,17,2003,4.9,1,0,0,4,8,3,27,1,2,0.0,0.0,0,18.0,1.0,4.0,20.0
517,Denis Cheryshev,ru RUS,"CC,DL",Valencia,es La Liga,30,1990,6.3,1,0,0,15,7,4,27,9,5,1.0,0.0,0,35.0,5.0,13.0,27.8
518,Daniel Chesters,eng ENG,CC,West Ham,eng Premier League,19,2002,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
519,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,36,1984,15.0,2,0,0,15,22,2,1,22,13,0.0,0.0,0,78.0,37.0,21.0,63.8
520,Federico Chiesa,it ITA,"CC,DL",Juventus,it Serie A,23,1997,9.6,0,0,0,9,16,1,32,4,19,1.0,0.0,0,47.0,0.0,8.0,0.0
521,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,24,1996,6.0,0,0,0,10,15,2,32,4,3,0.0,1.0,0,32.0,7.0,10.0,41.2
522,Chiquinho,pt POR,"DF,DL",Wolves,eng Premier League,21,2000,2.3,0,0,0,9,8,0,25,2,6,0.0,0.0,0,17.0,4.0,5.0,44.4
523,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,31,1989,25.6,4,0,0,28,13,1,0,41,15,0.0,3.0,0,165.0,34.0,53.0,39.1
524,Pedro Chirivella,es ESP,CC,Nantes,fr Ligue 1,24,1997,29.3,6,0,0,22,25,0,8,37,31,0.0,0.0,0,168.0,9.0,12.0,42.9
525,Joris Chotard,fr FRA,CC,Montpellier,fr Ligue 1,19,2001,32.6,5,0,0,29,11,0,20,42,30,0.0,0.0,0,206.0,20.0,29.0,40.8
526,Hamza Choudhury,eng ENG,"DF,CC",Leicester City,eng Premier League,23,1997,3.2,1,0,0,4,5,0,0,12,3,0.0,0.0,0,15.0,10.0,2.0,83.3
527,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,25,1996,16.6,2,0,0,11,7,0,1,29,8,0.0,0.0,0,110.0,48.0,38.0,55.8
528,Max Christiansen,de GER,CC,Greuther Fürth,de Bundesliga,24,1996,22.8,5,0,0,20,19,1,3,68,25,0.0,0.0,0,179.0,41.0,39.0,51.3
529,Carney Chukwuemeka,eng ENG,"CC,DL",Aston Villa,eng Premier League,17,2003,3.3,0,0,0,3,9,0,0,1,1,0.0,0.0,0,16.0,7.0,9.0,43.8
530,Samuel Chukwueze,ng NGA,"CC,DL",Villarreal,es La Liga,22,1999,14.8,4,0,0,11,16,12,16,5,9,0.0,0.0,0,57.0,7.0,18.0,28.0
531,Víctor Chust,es ESP,DF,Cádiz,es La Liga,21,2000,20.3,2,0,0,14,8,0,2,16,10,0.0,2.0,0,124.0,30.0,36.0,45.5
532,Riccardo Ciervo,it ITA,"CC,DF",Sampdoria,it Serie A,19,2002,2.5,0,0,0,3,1,0,9,2,3,0.0,0.0,0,17.0,0.0,3.0,0.0
533,Jasper Cillessen,nl NED,PO,Valencia,es La Liga,32,1989,16.2,1,0,0,0,1,0,0,1,0,0.0,0.0,0,20.0,1.0,0.0,100.0
534,Pathé Ciss,sn SEN,CC,Rayo Vallecano,es La Liga,27,1994,12.2,5,0,0,19,9,1,0,30,15,0.0,1.0,1,103.0,34.0,22.0,60.7
535,Moustapha Cissé,gn GUI,DL,Atalanta,it Serie A,17,2003,0.4,0,0,0,2,1,2,0,0,0,0.0,0.0,0,1.0,4.0,2.0,66.7
536,Giorgio Cittadini,it ITA,DF,Atalanta,it Serie A,19,2002,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,2.0,0.0,0.0,
537,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,31,1989,11.3,2,1,0,6,5,1,1,13,10,0.0,1.0,0,49.0,26.0,15.0,63.4
538,Alexis Claude-Maurice,fr FRA,CC,Nice,fr Ligue 1,23,1998,2.3,1,0,0,4,5,0,9,3,0,0.0,0.0,0,11.0,1.0,3.0,25.0
539,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,28,1992,33.8,3,0,0,38,14,4,348,73,34,0.0,0.0,0,203.0,16.0,10.0,61.5
540,Carlos Clerc,es ESP,DF,Levante,es La Liga,29,1992,16.8,6,0,0,23,18,0,47,26,17,0.0,0.0,0,99.0,13.0,17.0,43.3
541,Tom Cleverley,eng ENG,CC,Watford,eng Premier League,31,1989,18.0,2,0,0,28,19,2,54,18,20,0.0,0.0,0,81.0,14.0,29.0,32.6
542,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,30,1991,15.0,1,0,0,3,5,0,17,15,10,0.0,0.0,0,73.0,10.0,7.0,58.8
543,Conor Coady,eng ENG,DF,Wolves,eng Premier League,28,1993,37.3,4,0,0,20,1,2,2,28,14,0.0,0.0,0,162.0,32.0,24.0,57.1
544,Marcus Coco,fr FRA,"CC,DL",Nantes,fr Ligue 1,25,1996,10.3,3,1,1,21,31,4,24,10,14,0.0,0.0,0,67.0,31.0,32.0,49.2
545,Coke,es ESP,DF,Levante,es La Liga,34,1987,1.3,1,0,0,4,1,0,0,2,2,0.0,0.0,0,8.0,4.0,3.0,57.1
546,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,32,1988,29.5,4,0,0,14,17,2,41,32,36,1.0,0.0,1,188.0,25.0,23.0,52.1
547,Álex Collado,es ESP,"CC,DL",Granada,es La Liga,22,1999,11.3,1,0,0,15,16,0,42,6,12,0.0,0.0,0,59.0,6.0,17.0,26.1
548,Ebrima Colley,gm GAM,"DL,CC",Spezia,it Serie A,21,2000,4.4,1,0,0,10,12,2,18,3,1,0.0,0.0,0,15.0,2.0,5.0,28.6
549,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,28,1992,30.5,6,1,0,25,31,1,1,80,36,0.0,1.0,0,182.0,56.0,38.0,59.6
550,Nathan Collins,ie IRL,DF,Burnley,eng Premier League,20,2001,18.6,2,1,0,20,12,4,3,24,15,0.0,2.0,0,128.0,57.0,31.0,64.8
551,Kingsley Coman,fr FRA,"DL,DF",Bayern Munich,de Bundesliga,25,1996,15.1,1,1,0,9,22,5,79,8,8,0.0,0.0,0,78.0,9.0,14.0,39.1
552,Eray Cömert,ch SUI,DF,Valencia,es La Liga,23,1998,4.5,2,0,0,3,0,0,0,2,3,0.0,1.0,0,24.0,2.0,7.0,22.2
553,Santi Comesaña,es ESP,CC,Rayo Vallecano,es La Liga,24,1996,29.8,12,1,1,60,56,1,10,33,56,0.0,0.0,0,213.0,56.0,63.0,47.1
554,Diego Conde,es ESP,PO,Getafe,es La Liga,22,1998,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
555,Aaron Connolly,ie IRL,"DL,CC",Brighton,eng Premier League,21,2000,1.7,0,0,0,0,6,0,0,0,0,0.0,0.0,0,7.0,2.0,5.0,28.6
556,Andrea Consigli,it ITA,PO,Sassuolo,it Serie A,34,1987,36.9,2,0,0,2,7,0,0,0,0,0.0,2.0,0,40.0,7.0,1.0,87.5
557,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,23,1998,15.0,2,0,0,14,14,2,41,4,12,0.0,0.0,0,68.0,9.0,11.0,45.0
558,Andrea Conti,it ITA,"DF,CC",Sampdoria,it Serie A,27,1994,2.6,1,0,0,5,4,0,0,7,2,0.0,0.0,0,5.0,0.0,3.0,0.0
559,Andrea Conti,it ITA,DF,Milan,it Serie A,27,1994,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
560,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,29,1991,20.2,5,0,0,19,9,2,1,43,23,0.0,1.0,0,118.0,82.0,44.0,65.1
561,Lucas Copado,de GER,DL,Bayern Munich,de Bundesliga,17,2004,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,
562,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,17,2003,2.8,0,0,0,2,1,0,0,4,4,0.0,0.0,0,18.0,11.0,4.0,73.3
563,Francis Coquelin,fr FRA,CC,Villarreal,es La Liga,30,1991,9.2,3,0,0,23,13,0,1,19,17,0.0,0.0,0,57.0,15.0,10.0,60.0
564,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,30,1990,14.7,0,1,0,22,25,0,79,13,20,0.0,0.0,0,49.0,18.0,8.0,69.2
565,Sergio Córdova,ve VEN,"DL,CC",Augsburg,de Bundesliga,23,1997,3.6,2,0,0,5,11,5,3,0,3,0.0,0.0,0,11.0,14.0,22.0,38.9
566,Jack Cork,eng ENG,CC,Burnley,eng Premier League,32,1989,18.6,4,0,0,31,10,1,8,17,6,0.0,0.0,0,96.0,26.0,21.0,55.3
567,Maxwel Cornet,ci CIV,"DL,CC",Burnley,eng Premier League,24,1996,19.6,2,0,0,20,20,26,55,10,9,2.0,0.0,0,81.0,24.0,45.0,34.8
568,Maxwel Cornet,ci CIV,DF,Lyon,fr Ligue 1,24,1996,0.7,2,1,1,2,1,0,3,1,1,0.0,0.0,0,4.0,0.0,1.0,0.0
569,Jesús Corona,mx MEX,"DL,DF",Sevilla,es La Liga,28,1993,12.9,2,0,0,11,27,7,52,8,7,0.0,0.0,0,64.0,7.0,13.0,35.0
570,Ángel Correa,ar ARG,"DL,CC",Atlético Madrid,es La Liga,26,1995,20.6,3,1,0,24,27,10,34,10,8,0.0,0.0,0,78.0,5.0,16.0,23.8
