Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,ACT,ACT,Tipos de SCA,Tipos de SCA,Tipos de SCA,Tipos de SCA,Tipos de SCA,Tipos de SCA,ACG,ACG,Tipos de GCA,Tipos de GCA,Tipos de GCA,Tipos de GCA,Tipos de GCA,Tipos de GCA,Unnamed: 25_level_0
90,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,31,1986,20.3,6,0.30,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Partidos
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,28,1989,23.0,38,1.65,31,3,2,0,2,0,4,0.17,3,0,0,0,1,0,Partidos
92,Miguel Ángel Guerrero,es ESP,DL,Leganés,es La Liga,27,1990,16.0,30,1.87,22,0,2,2,3,1,6,0.37,3,0,0,2,1,0,Partidos
93,José Ángel,es ESP,DF,Eibar,es La Liga,27,1989,27.0,76,2.82,36,30,6,2,2,0,11,0.41,5,4,1,1,0,0,Partidos
94,Miguel Ángel Moyá,es ESP,PO,Real Sociedad,es La Liga,33,1984,8.5,1,0.12,1,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Partidos
95,Miguel Ángel Rubio,es ESP,DF,Getafe,es La Liga,19,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
96,Gabriele Angella,it ITA,DF,Udinese,it Serie A,28,1989,9.9,11,1.11,9,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Partidos
97,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,30,1986,20.8,51,2.45,31,2,10,3,3,2,8,0.39,5,0,1,1,1,0,Partidos
98,Luca Antei,it ITA,DF,Benevento,it Serie A,25,1992,6.6,5,0.76,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Partidos
99,Mirco Antenucci,it ITA,DL,SPAL,it Serie A,32,1984,28.6,81,2.83,56,1,6,8,7,3,10,0.35,6,0,0,3,1,0,Partidos
100,Waldemar Anton,de GER,"DF,CC",Hannover 96,de Bundesliga,21,1996,25.3,14,0.55,13,0,0,1,0,0,2,0.08,2,0,0,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
101,Luca Antonelli,it ITA,"DF,DL",Milan,it Serie A,30,1987,1.6,2,1.26,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
102,Michail Antonio,jm JAM,"DL,CC",West Ham,eng Premier League,27,1990,15.0,38,2.53,24,1,6,1,6,0,5,0.33,1,0,2,1,1,0,Partidos
103,Mirko Antonucci,it ITA,DL,Roma,it Serie A,18,1999,0.3,2,6.00,2,0,0,0,0,0,1,3.00,1,0,0,0,0,0,Partidos
104,Vitorino Antunes,pt POR,DF,Getafe,es La Liga,30,1987,31.1,59,1.90,31,20,3,1,1,3,5,0.16,3,1,1,0,0,0,Partidos
105,Dennis Aogo,de GER,"CC,DF",Stuttgart,de Bundesliga,30,1987,21.7,43,1.98,28,14,0,1,0,0,8,0.37,3,4,0,1,0,0,Partidos
106,Houssem Aouar,dz ALG,"CC,DL",Lyon,fr Ligue 1,19,1998,27.0,97,3.59,71,0,9,5,8,4,15,0.55,12,0,1,1,0,1,Partidos
107,Alberto Aquilani,it ITA,CC,Las Palmas,es La Liga,33,1984,14.4,28,1.94,26,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Partidos
108,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,21,1995,23.6,25,1.06,18,0,1,2,2,2,2,0.08,1,0,0,1,0,0,Partidos
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,20,1997,2.1,2,0.93,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
110,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,28,1989,25.6,71,2.78,59,4,0,3,2,3,6,0.23,4,1,0,0,0,1,Partidos
111,Luiz Araújo,br BRA,"DL,CC",Lille,fr Ligue 1,21,1996,22.4,55,2.45,37,2,9,5,2,0,8,0.36,6,0,1,0,1,0,Partidos
112,Sergio Araujo,ar ARG,"CC,DL",Las Palmas,es La Liga,25,1992,0.4,2,4.62,0,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,30,1987,26.8,39,1.45,29,3,1,4,1,1,5,0.19,4,0,0,1,0,0,Partidos
114,Alphonse Areola,fr FRA,PO,Paris S-G,fr Ligue 1,24,1993,34.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
115,Scott Arfield,ca CAN,"CC,DL",Burnley,eng Premier League,28,1988,14.8,22,1.49,14,0,3,3,2,0,3,0.20,1,0,1,0,1,0,Partidos
116,Samuel Armenteros,se SWE,DL,Benevento,it Serie A,27,1990,4.8,4,0.84,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
117,Yoël Armougom,fr FRA,"DF,CC",Caen,fr Ligue 1,19,1998,1.5,1,0.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
118,José Arnaiz,es ESP,CC,Barcelona,es La Liga,22,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
119,Marko Arnautović,at AUT,"DL,CC",West Ham,eng Premier League,28,1989,25.7,80,3.11,51,2,15,7,4,1,16,0.62,10,0,3,2,0,1,Partidos
120,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,23,1994,27.3,83,3.05,55,22,0,1,4,1,3,0.11,2,1,0,0,0,0,Partidos
121,Jann-Fiete Arp,de GER,"DL,CC",Hamburger SV,de Bundesliga,17,2000,9.4,18,1.91,9,0,4,1,3,1,2,0.21,1,0,1,0,0,0,Partidos
122,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,28,1989,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
123,Kepa Arrizabalaga,es ESP,PO,Athletic Club,es La Liga,22,1994,30.0,7,0.23,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
124,Harry Arter,ie IRL,CC,Bournemouth,eng Premier League,27,1989,10.7,23,2.16,19,2,0,0,0,2,1,0.09,0,0,0,0,0,1,Partidos
125,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,31,1986,2.0,2,0.98,2,0,0,0,0,0,1,0.49,1,0,0,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
126,Kwadwo Asamoah,gh GHA,DF,Juventus,it Serie A,28,1988,17.4,38,2.18,32,1,2,1,2,0,4,0.23,3,0,1,0,0,0,Partidos
127,Takuma Asano,jp JPN,"DL,CC",Stuttgart,de Bundesliga,22,1994,8.0,21,2.61,19,0,1,1,0,0,1,0.12,1,0,0,0,0,0,Partidos
128,Santiago Ascacíbar,ar ARG,CC,Stuttgart,de Bundesliga,20,1997,26.5,32,1.21,21,0,1,2,5,3,2,0.08,1,0,0,1,0,0,Partidos
129,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,28,1989,23.0,2,0.09,1,1,0,0,0,0,1,0.04,1,0,0,0,0,0,Partidos
130,Marco Asensio,es ESP,"DL,CC",Real Madrid,es La Liga,21,1996,20.5,107,5.22,87,10,4,3,2,1,11,0.54,11,0,0,0,0,0,Partidos
131,Iago Aspas,es ESP,DL,Celta Vigo,es La Liga,29,1987,32.6,136,4.17,100,7,14,4,9,2,19,0.58,12,0,6,1,0,0,Partidos
132,Benoît Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,33,1984,11.7,14,1.20,9,3,1,0,0,1,0,0.00,0,0,0,0,0,0,Partidos
133,Simon Asta,de GER,CC,Augsburg,de Bundesliga,16,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
134,Davide Astori,it ITA,DF,Fiorentina,it Serie A,30,1987,25.0,30,1.20,28,0,1,1,0,0,1,0.04,1,0,0,0,0,0,Partidos
135,Christian Atsu,gh GHA,"DL,CC",Newcastle Utd,eng Premier League,25,1992,19.8,54,2.72,38,1,8,1,5,1,6,0.30,3,0,1,1,1,0,Partidos
136,Pierre-Emerick Aubameyang,ga GAB,DL,Arsenal,eng Premier League,28,1989,11.7,30,2.55,21,0,4,4,1,0,8,0.68,5,0,1,1,1,0,Partidos
137,Pierre-Emerick Aubameyang,ga GAB,DL,Dortmund,de Bundesliga,28,1989,15.7,37,2.35,26,0,3,6,1,1,10,0.64,4,0,2,3,1,0,Partidos
138,Jean-Kévin Augustin,fr FRA,DL,RB Leipzig,de Bundesliga,20,1997,14.1,39,2.77,22,0,7,5,5,0,9,0.64,7,0,0,1,1,0,Partidos
139,Ludwig Augustinsson,se SWE,"DF,DL",Werder Bremen,de Bundesliga,23,1994,28.1,64,2.27,46,11,0,6,1,0,3,0.11,2,0,0,1,0,0,Partidos
140,Yann Aurel Bisseck,de GER,"DF,CC",Köln,de Bundesliga,16,2000,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
141,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,24,1992,15.9,38,2.39,29,1,2,5,1,0,4,0.25,1,0,1,1,1,0,Partidos
142,Charlie Austin,eng ENG,DL,Southampton,eng Premier League,28,1989,11.5,23,1.99,15,0,2,5,1,0,1,0.09,0,0,0,1,0,0,Partidos
143,Danilo Avelar,br BRA,DF,Amiens,fr Ligue 1,28,1989,19.2,33,1.72,27,3,0,0,2,1,3,0.16,3,0,0,0,0,0,Partidos
144,Felipe Avenatti,uy URU,DL,Bologna,it Serie A,24,1993,5.2,7,1.34,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
145,Durel Avounou,cg CGO,"DF,CC",Caen,fr Ligue 1,19,1997,7.2,5,0.69,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Partidos
146,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,20,1997,16.8,13,0.77,10,0,1,1,1,0,1,0.06,1,0,0,0,0,0,Partidos
147,André Ayew,gh GHA,"CC,DL",West Ham,eng Premier League,27,1989,9.9,13,1.31,8,0,3,0,2,0,4,0.40,3,0,1,0,0,0,Partidos
148,André Ayew,gh GHA,"CC,DL",Swansea City,eng Premier League,27,1989,10.6,20,1.89,15,1,1,2,1,0,4,0.38,2,0,0,1,1,0,Partidos
149,Jordan Ayew,gh GHA,"DL,CC",Swansea City,eng Premier League,25,1991,31.7,83,2.62,38,1,15,12,12,5,4,0.13,1,0,1,2,0,0,Partidos
150,Karim Azamoum,fr FRA,CC,Troyes,fr Ligue 1,27,1990,25.0,44,1.76,36,5,0,3,0,0,1,0.04,1,0,0,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
151,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,27,1989,37.0,61,1.65,58,0,1,1,0,1,8,0.22,8,0,0,0,0,0,Partidos
152,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,31,1986,12.9,21,1.63,18,1,1,0,0,1,2,0.16,2,0,0,0,0,0,Partidos
