Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Titular,Titular,Titular,Sup.,Sup.,Sup.,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo (xG),Logros del equipo (xG),Logros del equipo (xG),Logros del equipo (xG),Logros del equipo (xG),Unnamed: 30_level_0
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
434,Onur Bulut,tr TUR,DL,Freiburg,de Bundesliga,23,1994,1,39,39,1.3,0.4,0,,0,1,,0,0.00,0,3,-3,-6.92,-6.30,0.1,1.0,-0.9,-2.01,-1.84,Partidos
435,Niko Bungert,de GER,DF,Mainz 05,de Bundesliga,30,1986,0,,,,,0,,0,0,,4,,,,,,,,,,,,Partidos
436,Alessandro Buongiorno,it ITA,DF,Torino,it Serie A,18,1999,1,9,9,0.3,0.1,0,,0,1,,2,3.00,0,0,0,0.00,-0.21,0.0,0.0,0.0,-0.46,-0.44,Partidos
437,Nicolás Burdisso,ar ARG,DF,Torino,it Serie A,36,1981,24,2069,86,60.5,23.0,23,,22,1,,11,1.46,31,21,+10,+0.43,+0.57,28.4,27.0,+1.5,+0.06,+0.23,Partidos
438,Guido Burgstaller,at AUT,DL,Schalke 04,de Bundesliga,28,1989,32,2324,73,75.9,25.8,24,,14,8,,0,1.78,41,33,+8,+0.31,-0.67,35.3,33.5,+1.8,+0.07,-0.52,Partidos
439,Burgui,es ESP,"CC,DL",Alavés,es La Liga,23,1993,23,1034,45,30.2,11.5,12,65,1,11,24,4,0.83,15,12,+3,+0.26,+0.75,15.0,16.5,-1.4,-0.13,+0.48,Partidos
440,Oliver Burke,sct SCO,"DL,CC",West Brom,eng Premier League,20,1997,15,367,24,10.7,4.1,2,,0,13,,10,0.20,6,12,-6,-1.47,-0.91,4.8,5.6,-0.8,-0.20,+0.11,Partidos
441,Reece Burke,eng ENG,DF,West Ham,eng Premier League,20,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,,Partidos
442,Roman Bürki,ch SUI,PO,Dortmund,de Bundesliga,26,1990,33,2969,90,97.0,33.0,33,,32,0,,0,1.64,60,43,+17,+0.52,+0.52,63.6,41.1,+22.5,+0.68,-0.62,Partidos
443,Patrick Burner,mq MTQ,DF,Nice,fr Ligue 1,21,1996,13,897,69,26.2,10.0,10,88,9,3,5,18,1.69,11,11,0,0.00,-0.04,10.4,12.9,-2.5,-0.25,-0.33,Partidos
444,Dženis Burnić,de GER,CC,Stuttgart,de Bundesliga,19,1998,6,305,51,10.0,3.4,3,,1,3,,11,0.50,4,3,+1,+0.30,+0.33,4.2,4.0,+0.2,+0.06,+0.17,Partidos
445,Oriol Busquets,es ESP,CC,Barcelona,es La Liga,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
446,Sergio Busquets,es ESP,CC,Barcelona,es La Liga,29,1988,31,2593,84,75.8,28.8,30,86,22,1,24,2,2.45,72,23,+49,+1.70,-0.58,60.2,31.2,+29.1,+1.01,-0.35,Partidos
447,Gaëtan Bussmann,fr FRA,DF,Mainz 05,de Bundesliga,26,1991,0,,,,,0,,0,0,,2,,,,,,,,,,,,Partidos
448,Unai Bustinza,es ESP,DF,Leganés,es La Liga,25,1992,20,1637,82,47.9,18.2,18,90,17,2,11,10,1.15,18,30,-12,-0.66,-0.41,20.0,21.6,-1.6,-0.09,+0.22,Partidos
449,Matt Butcher,eng ENG,CC,Bournemouth,eng Premier League,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
450,Ludovic Butelle,fr FRA,PO,Angers,fr Ligue 1,34,1983,19,1652,87,48.3,18.4,19,87,18,0,,0,1.21,21,22,-1,-0.05,+0.40,24.8,20.2,+4.6,+0.25,+0.39,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
451,Karlo Butić,hr CRO,DL,Torino,it Serie A,18,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,,Partidos
452,Jack Butland,eng ENG,PO,Stoke City,eng Premier League,24,1993,35,3150,90,92.1,35.0,35,,35,0,,0,0.91,32,61,-29,-0.83,+0.50,33.8,57.7,-23.9,-0.68,+0.02,Partidos
453,Sam Byram,eng ENG,"DF,CC",West Ham,eng Premier League,23,1993,5,248,50,7.3,2.8,2,,1,3,,7,1.00,4,7,-3,-1.09,-0.61,2.4,4.1,-1.7,-0.62,-0.15,Partidos
454,Jakub Błaszczykowski,pl POL,"DL,CC",Wolfsburg,de Bundesliga,31,1985,9,520,58,17.0,5.8,6,,2,3,,2,1.00,8,10,-2,-0.35,+0.01,6.1,10.5,-4.4,-0.76,-0.29,Partidos
455,Erick Cabaco,uy URU,DF,Levante,es La Liga,22,1995,14,1040,74,30.4,11.6,12,86,10,2,7,6,1.43,11,17,-6,-0.52,-0.22,11.8,19.0,-7.2,-0.62,-0.18,Partidos
456,Willy Caballero,ar ARG,PO,Chelsea,eng Premier League,35,1981,3,270,90,7.9,3.0,3,,3,0,,35,1.33,6,4,+2,+0.67,+0.04,4.2,2.9,+1.3,+0.43,-0.12,Partidos
457,Yohan Cabaye,fr FRA,CC,Crystal Palace,eng Premier League,31,1986,31,2376,77,69.5,26.4,28,,13,3,,2,1.29,32,36,-4,-0.15,+0.37,39.2,30.3,+8.8,+0.33,+0.64,Partidos
458,Rémy Cabella,fr FRA,"DL,CC",Marseille,fr Ligue 1,27,1990,3,64,21,1.9,0.7,0,,0,3,21,1,1.33,2,2,0,0.00,-0.88,2.9,2.3,+0.7,+0.97,+0.01,Partidos
459,Rémy Cabella,fr FRA,"CC,DL",Saint-Étienne,fr Ligue 1,27,1990,26,2259,87,66.1,25.1,25,89,22,1,22,0,1.54,31,28,+3,+0.12,+0.58,34.3,38.4,-4.1,-0.16,-0.23,Partidos
460,Gustavo Cabral,ar ARG,DF,Celta Vigo,es La Liga,31,1985,26,1891,73,55.3,21.0,20,87,15,6,27,11,1.27,32,30,+2,+0.10,+0.27,28.8,36.0,-7.1,-0.34,-0.74,Partidos
461,Rafael Cabral,br BRA,PO,Napoli,it Serie A,27,1990,0,,,,,0,,0,0,,38,,,,,,,,,,,,Partidos
462,Nicolò Cabras,it ITA,PO,Cagliari,it Serie A,16,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
463,Leandro Cabrera,uy URU,DF,Crotone,it Serie A,26,1991,5,365,73,10.7,4.1,4,,3,1,,14,0.20,1,10,-9,-2.22,-1.72,2.3,5.4,-3.1,-0.77,-0.15,Partidos
464,Leandro Cabrera,uy URU,DF,Getafe,es La Liga,26,1991,9,720,80,21.1,8.0,8,90,7,1,3,5,1.78,9,6,+3,+0.37,+0.17,8.4,5.9,+2.5,+0.31,+0.11,Partidos
465,Fabrizio Cacciatore,it ITA,DF,Chievo,it Serie A,30,1986,33,2871,87,83.9,31.9,32,,30,1,,1,1.03,31,51,-20,-0.63,-0.14,30.3,44.7,-14.4,-0.45,+0.65,Partidos
466,Martín Cáceres,uy URU,DF,Hellas Verona,it Serie A,30,1987,14,1165,83,34.1,12.9,14,,11,0,,3,0.86,15,27,-12,-0.93,+0.51,13.5,25.2,-11.8,-0.91,+0.11,Partidos
467,Martín Cáceres,uy URU,DF,Lazio,it Serie A,30,1987,6,441,74,12.9,4.9,4,,4,2,,11,1.83,12,7,+5,+1.02,-0.04,8.2,6.4,+1.8,+0.36,-0.19,Partidos
468,Anthony Caci,fr FRA,"DF,CC",Strasbourg,fr Ligue 1,20,1997,0,,,,,0,,0,0,,6,,,,,,,,,,,,Partidos
469,Cafú,pt POR,CC,Metz,fr Ligue 1,24,1993,10,680,68,19.9,7.6,8,79,5,2,26,3,0.40,2,12,-10,-1.32,-0.27,7.6,14.5,-6.9,-0.91,-0.12,Partidos
470,Jonathan Cafu,br BRA,"DL,CC",Bordeaux,fr Ligue 1,26,1991,19,633,33,18.5,7.0,5,69,1,14,21,1,1.16,14,10,+4,+0.57,+0.54,11.4,8.6,+2.8,+0.40,+0.24,Partidos
471,Gary Cahill,eng ENG,DF,Chelsea,eng Premier League,31,1985,27,2086,77,61.0,23.2,24,,22,3,,7,1.85,35,24,+11,+0.47,-0.40,33.5,22.5,+11.0,+0.47,-0.17,Partidos
472,Yannick Cahuzac,fr FRA,CC,Toulouse,fr Ligue 1,32,1985,20,1518,76,44.4,16.9,18,80,13,2,40,12,1.20,14,21,-7,-0.42,+0.01,19.2,22.6,-3.4,-0.20,-0.05,Partidos
473,Aldo Caiazza,it ITA,DF,Udinese,it Serie A,18,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Partidos
474,Felipe Caicedo,ec ECU,"DL,CC",Lazio,it Serie A,28,1988,22,717,33,21.0,8.0,4,,3,18,,12,1.91,20,15,+5,+0.63,-0.54,16.4,11.2,+5.2,+0.66,+0.17,Partidos
475,Marc-Aurèle Caillard,fr FRA,PO,Guingamp,fr Ligue 1,23,1994,0,,,,,0,,0,0,,32,,,,,,,,,,,,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
476,Caiuby,br BRA,DL,Augsburg,de Bundesliga,29,1988,33,2855,87,93.3,31.7,32,,28,1,,0,1.24,42,44,-2,-0.06,+0.38,43.2,38.3,+5.0,+0.16,+0.89,Partidos
477,Cala,es ESP,DF,Getafe,es La Liga,27,1989,20,1800,90,52.6,20.0,20,90,20,0,,2,1.25,25,21,+4,+0.20,-0.08,26.6,23.2,+3.3,+0.17,-0.12,Partidos
478,Davide Calabria,it ITA,DF,Milan,it Serie A,20,1996,21,1564,74,45.7,17.4,18,,15,3,,11,1.95,26,18,+8,+0.46,+0.17,24.9,16.8,+8.1,+0.47,+0.17,Partidos
479,Mattia Caldara,it ITA,DF,Atalanta,it Serie A,23,1994,24,2160,90,63.2,24.0,24,,24,0,,8,1.75,39,24,+15,+0.62,+0.41,38.7,24.4,+14.3,+0.59,-0.35,Partidos
480,Carlos Calderón,es ESP,CC,Getafe,es La Liga,22,1995,1,4,4,0.1,0.0,0,,0,1,4,1,1.00,0,0,0,0.00,-0.24,0.0,0.1,-0.1,-1.75,-1.98,Partidos
481,Luca Caldirola,it ITA,DF,Werder Bremen,de Bundesliga,26,1991,1,90,90,2.9,1.0,1,,1,0,,15,1.00,1,1,0,0.00,+0.09,0.9,1.0,0.0,-0.05,+0.14,Partidos
482,Hakan Çalhanoğlu,tr TUR,"DL,CC",Milan,it Serie A,23,1994,31,2172,70,63.5,24.1,25,,15,6,,2,1.90,43,20,+23,+0.95,+1.60,36.2,19.9,+16.3,+0.68,+0.82,Partidos
483,Fabrizio Caligara,it ITA,CC,Cagliari,it Serie A,17,2000,1,18,18,0.5,0.2,0,,0,1,,12,1.50,1,1,0,0.00,+0.74,0.0,0.3,-0.3,-1.43,-0.92,Partidos
484,Fabrizio Caligara,it ITA,CC,Juventus,it Serie A,17,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Partidos
485,Daniel Caligiuri,it ITA,"DF,CC",Schalke 04,de Bundesliga,29,1988,33,2917,88,95.3,32.4,32,,31,1,,0,1.88,51,35,+16,+0.49,+0.49,45.0,38.8,+6.2,+0.19,-0.06,Partidos
486,Lorenzo Callegari,fr FRA,CC,Paris S-G,fr Ligue 1,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
487,José Callejón,es ESP,DL,Napoli,it Serie A,30,1987,38,3238,85,94.7,36.0,38,,22,0,,0,2.39,73,26,+47,+1.31,+0.81,63.8,23.6,+40.2,+1.12,+1.19,Partidos
488,Jonathan Calleri,ar ARG,DL,Las Palmas,es La Liga,23,1993,37,3109,84,90.9,34.5,34,89,29,3,33,0,0.59,21,67,-46,-1.33,-0.17,35.4,63.3,-27.9,-0.81,+0.39,Partidos
489,Jan-Ingwer Callsen-Bracker,de GER,DF,Augsburg,de Bundesliga,32,1984,0,,,,,0,,0,0,,5,,,,,,,,,,,,Partidos
490,Simone Calvano,it ITA,CC,Hellas Verona,it Serie A,24,1993,15,644,43,18.8,7.2,7,,2,8,,6,0.67,3,20,-17,-2.38,-1.37,3.6,16.2,-12.5,-1.75,-0.95,Partidos
491,Dominic Calvert-Lewin,eng ENG,DL,Everton,eng Premier League,20,1997,32,1882,59,55.0,20.9,18,,13,14,,1,1.25,26,29,-3,-0.14,+0.50,23.9,29.0,-5.1,-0.24,+0.15,Partidos
492,Ignacio Camacho,es ESP,"CC,DF",Wolfsburg,de Bundesliga,27,1990,11,951,86,31.1,10.6,11,,9,0,,0,1.18,10,12,-2,-0.19,+0.24,9.7,13.8,-4.0,-0.38,+0.21,Partidos
493,Rafael Camacho,pt POR,"DL,CC",Liverpool,eng Premier League,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
494,Abdoul Camara,gn GUI,"DL,CC",Guingamp,fr Ligue 1,27,1990,14,888,63,26.0,9.9,12,73,3,2,8,2,1.07,6,19,-13,-1.32,-1.39,8.7,11.5,-2.8,-0.28,-0.25,Partidos
495,Mahdi Camara,fr FRA,CC,Saint-Étienne,fr Ligue 1,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
496,Souleymane Camara,sn SEN,DL,Montpellier,fr Ligue 1,34,1982,24,934,39,27.3,10.4,8,77,2,16,20,11,1.08,11,9,+2,+0.19,+0.16,10.7,10.9,-0.3,-0.03,-0.17,Partidos
497,Víctor Camarasa,es ESP,CC,Betis,es La Liga,23,1994,24,1252,52,36.6,13.9,14,70,2,10,27,9,1.38,17,27,-10,-0.72,-1.09,16.3,19.8,-3.5,-0.25,-0.27,Partidos
498,Geoff Cameron,us USA,"DF,CC",Stoke City,eng Premier League,32,1985,20,1525,76,44.6,16.9,17,,14,3,,8,0.90,15,31,-16,-0.94,-0.14,16.9,28.2,-11.4,-0.67,+0.02,Partidos
499,José Campaña,es ESP,CC,Levante,es La Liga,24,1993,35,2734,78,79.9,30.4,33,82,22,2,13,1,1.29,36,46,-10,-0.33,+0.20,33.4,50.7,-17.2,-0.56,-0.35,Partidos
500,Joel Campbell,cr CRC,"CC,DL",Betis,es La Liga,25,1992,8,214,27,6.3,2.4,2,76,1,6,11,6,1.63,8,5,+3,+1.26,+1.37,4.3,2.5,+1.9,+0.79,+0.93,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
501,Tyrese Campbell,eng ENG,DL,Stoke City,eng Premier League,17,1999,4,79,20,2.3,0.9,0,,0,4,,4,0.50,0,2,-2,-2.28,-1.44,0.9,2.2,-1.3,-1.50,-0.84,Partidos
502,Michele Camporese,it ITA,DF,Benevento,it Serie A,25,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Partidos
503,Emre Can,de GER,CC,Liverpool,eng Premier League,23,1994,26,2091,80,61.1,23.2,24,,19,2,,3,2.08,56,29,+27,+1.16,-0.12,46.5,23.7,+22.8,+0.98,-0.13,Partidos
504,Sergio Canales,es ESP,"CC,DL",Real Sociedad,es La Liga,26,1991,36,1928,54,56.4,21.4,20,78,10,16,22,1,1.33,36,32,+4,+0.19,+0.01,29.5,29.2,+0.3,+0.01,-0.15,Partidos
505,João Cancelo,pt POR,DF,Inter,it Serie A,23,1994,26,1851,71,54.1,20.6,20,,18,6,,6,1.73,33,16,+17,+0.83,-0.26,30.5,18.2,+12.4,+0.60,+0.19,Partidos
506,João Cancelo,pt POR,CC,Valencia,es La Liga,23,1994,1,90,90,2.6,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,+0.30,1.4,0.2,+1.2,+1.20,+1.02,Partidos
507,Thomas Candeloro,ch SUI,PO,Benevento,it Serie A,17,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Partidos
508,Antonio Candreva,it ITA,DL,Inter,it Serie A,30,1987,36,2537,70,74.2,28.2,33,,9,3,,2,1.89,49,26,+23,+0.82,-0.51,39.3,29.7,+9.6,+0.34,-0.68,Partidos
509,Paolo Cannavaro,it ITA,DF,Sassuolo,it Serie A,36,1981,19,1443,76,42.2,16.0,16,,16,3,,0,1.11,9,28,-19,-1.19,-0.68,20.3,23.9,-3.6,-0.22,-0.27,Partidos
510,Ander Cantero,es ESP,PO,Villarreal,es La Liga,22,1995,0,,,,,0,,0,0,,10,,,,,,,,,,,,Partidos
511,Ander Capa,es ESP,DF,Eibar,es La Liga,25,1992,33,2249,68,65.8,25.0,25,85,20,8,15,3,1.36,28,36,-8,-0.32,-0.47,27.1,29.6,-2.5,-0.10,-0.02,Partidos
512,Pierrick Capelle,fr FRA,CC,Angers,fr Ligue 1,30,1987,28,1884,67,55.1,20.9,23,77,7,5,24,0,1.18,24,27,-3,-0.14,+0.27,27.7,22.6,+5.0,+0.24,+0.43,Partidos
513,Leonardo Capezzi,it ITA,CC,Sampdoria,it Serie A,22,1995,6,214,36,6.3,2.4,2,,1,4,,30,2.00,4,5,-1,-0.42,-0.34,3.3,3.7,-0.4,-0.16,+0.01,Partidos
514,Étienne Capoue,fr FRA,CC,Watford,eng Premier League,29,1988,23,1542,67,45.1,17.1,18,,13,5,,13,1.13,15,29,-14,-0.82,-0.53,18.5,23.3,-4.8,-0.28,-0.18,Partidos
515,Elio Capradossi,it ITA,DF,Roma,it Serie A,21,1996,2,83,42,2.4,0.9,1,,0,1,,14,3.00,1,0,+1,+1.08,+0.22,1.2,0.5,+0.6,+0.68,-0.01,Partidos
516,Gianluca Caprari,it ITA,"DL,CC",Sampdoria,it Serie A,24,1993,34,1809,53,52.9,20.1,19,,5,15,,3,1.38,25,28,-3,-0.15,-0.09,28.8,30.4,-1.5,-0.08,+0.22,Partidos
517,Marco Capuano,it ITA,DF,Crotone,it Serie A,25,1991,16,1407,88,41.1,15.6,16,,15,0,,0,1.25,26,22,+4,+0.26,+1.60,17.6,19.7,-2.1,-0.13,+0.85,Partidos
518,Marco Capuano,it ITA,DF,Cagliari,it Serie A,25,1991,9,690,77,20.2,7.7,7,,7,2,,10,1.11,6,12,-6,-0.78,-0.06,7.7,12.9,-5.1,-0.67,-0.20,Partidos
519,Antonio Caracciolo,it ITA,DF,Hellas Verona,it Serie A,27,1990,33,2857,87,83.5,31.7,32,,31,1,,4,0.73,27,64,-37,-1.17,+0.59,28.4,58.1,-29.8,-0.94,+0.24,Partidos
520,Yoan Cardinale,fr FRA,PO,Nice,fr Ligue 1,23,1994,10,900,90,26.3,10.0,10,90,10,0,,26,1.00,13,16,-3,-0.30,-0.44,15.5,11.5,+4.0,+0.40,+0.55,Partidos
521,Diego Carlos,br BRA,DF,Nantes,fr Ligue 1,24,1993,28,2291,82,67.0,25.5,27,85,23,1,7,0,1.21,23,31,-8,-0.31,-0.55,27.9,26.5,+1.5,+0.06,-0.12,Partidos
522,José Carlos,es ESP,CC,Málaga,es La Liga,18,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
523,Lionel Carole,fr FRA,DF,Sevilla,es La Liga,26,1991,6,540,90,15.8,6.0,6,90,6,0,,4,1.00,4,11,-7,-1.17,-1.10,7.0,10.1,-3.1,-0.52,-0.78,Partidos
524,Yannick Carrasco,be BEL,"CC,DL",Atlético Madrid,es La Liga,23,1993,17,901,53,26.3,10.0,8,75,3,9,33,4,2.29,21,5,+16,+1.60,+0.88,14.9,9.4,+5.5,+0.55,+0.23,Partidos
525,Michael Carrick,eng ENG,CC,Manchester Utd,eng Premier League,36,1981,2,109,55,3.2,1.2,1,,0,1,,7,1.50,1,0,+1,+0.83,-0.23,1.3,0.7,+0.6,+0.53,+0.14,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
526,Daniel Carriço,pt POR,DF,Sevilla,es La Liga,28,1988,6,460,77,13.5,5.1,5,90,5,1,10,4,1.67,5,8,-3,-0.59,-0.40,8.7,8.3,+0.4,+0.08,-0.06,Partidos
527,André Carrillo,pe PER,"DL,CC",Watford,eng Premier League,26,1991,28,1540,55,45.0,17.1,16,,8,12,,3,1.14,20,31,-11,-0.64,-0.21,20.8,26.4,-5.7,-0.33,-0.28,Partidos
528,Guido Carrillo,ar ARG,DL,Southampton,eng Premier League,26,1991,7,450,64,13.2,5.0,5,,2,2,,1,0.86,5,8,-3,-0.60,-0.12,4.5,6.0,-1.5,-0.30,-0.18,Partidos
529,Guido Carrillo,ar ARG,DL,Monaco,fr Ligue 1,26,1991,15,424,28,12.4,4.7,2,75,1,13,21,3,2.27,14,6,+8,+1.70,+0.74,9.7,5.1,+4.5,+0.96,+0.68,Partidos
530,Thomas Carrique,fr FRA,DF,Bordeaux,fr Ligue 1,18,1999,1,90,90,2.6,1.0,1,90,1,0,,4,0.00,0,3,-3,-3.00,-3.22,0.8,1.9,-1.2,-1.18,-1.41,Partidos
531,Andy Carroll,eng ENG,DL,West Ham,eng Premier League,28,1989,16,751,47,22.0,8.3,7,,3,9,,5,1.19,14,12,+2,+0.24,+0.98,11.2,9.9,+1.4,+0.16,+0.83,Partidos
532,Tom Carroll,eng ENG,CC,Swansea City,eng Premier League,25,1992,37,2570,69,75.1,28.6,28,,20,9,,1,0.89,18,39,-21,-0.74,+0.01,24.4,44.3,-20.0,-0.70,+0.05,Partidos
533,Federico Cartabia,ar ARG,"DL,CC",La Coruña,es La Liga,24,1993,20,1324,66,38.7,14.7,16,79,3,4,17,1,0.65,17,24,-7,-0.48,+0.86,19.9,19.8,+0.1,+0.01,+0.32,Partidos
534,Cameron Carter-Vickers,us USA,DF,Tottenham,eng Premier League,19,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
535,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,25,1992,25,2222,89,65.0,24.7,25,89,24,0,,1,2.00,61,30,+31,+1.26,-0.17,57.4,27.8,+29.7,+1.20,+0.26,Partidos
536,Eduardo Carvalho,pt POR,PO,Chelsea,eng Premier League,34,1982,0,,,,,0,,0,0,,3,,,,,,,,,,,,Partidos
537,Casemiro,br BRA,CC,Real Madrid,es La Liga,25,1992,30,2595,87,75.9,28.8,30,87,24,0,,5,2.03,70,33,+37,+1.28,-0.13,60.5,33.4,+27.0,+0.94,-0.72,Partidos
538,Kiko Casilla,es ESP,PO,Real Madrid,es La Liga,30,1986,10,900,90,26.3,10.0,10,90,10,0,,28,2.00,20,11,+9,+0.90,-0.56,20.7,11.3,+9.4,+0.94,-0.23,Partidos
539,Francesco Cassata,it ITA,CC,Sassuolo,it Serie A,20,1997,10,458,46,13.4,5.1,5,,3,5,,25,1.40,7,10,-3,-0.59,+0.23,4.3,8.0,-3.6,-0.72,-0.75,Partidos
540,Timothy Castagne,be BEL,DF,Atalanta,it Serie A,21,1995,20,1500,75,43.9,16.7,17,,12,3,,17,1.80,24,14,+10,+0.60,+0.23,28.4,14.5,+13.9,+0.84,+0.20,Partidos
541,Leandro Castán,br BRA,DF,Cagliari,it Serie A,30,1986,14,1141,82,33.4,12.7,13,,11,1,,2,0.93,8,25,-17,-1.34,-0.91,10.2,19.2,-9.0,-0.71,-0.30,Partidos
542,Leandro Castán,br BRA,DF,Roma,it Serie A,30,1986,0,,,,,0,,0,0,,15,,,,,,,,,,,,Partidos
543,Koen Casteels,be BEL,PO,Wolfsburg,de Bundesliga,25,1992,34,3060,90,100.0,34.0,34,,34,0,,0,0.97,36,48,-12,-0.35,,34.2,52.0,-17.8,-0.52,,Partidos
544,Dani Castellano,es ESP,DF,Las Palmas,es La Liga,29,1987,24,2025,84,59.2,22.5,23,88,20,1,5,5,0.79,19,40,-21,-0.93,+0.94,27.0,38.0,-11.0,-0.49,+0.87,Partidos
545,Javi Castellano,es ESP,CC,Las Palmas,es La Liga,29,1987,23,1566,68,45.8,17.4,17,85,12,6,21,9,0.65,10,34,-24,-1.38,-0.12,18.7,33.4,-14.6,-0.84,+0.01,Partidos
546,Samu Castillejo,es ESP,"CC,DL",Villarreal,es La Liga,22,1995,30,2074,69,60.6,23.0,25,78,10,5,22,1,1.87,43,27,+16,+0.69,+1.30,36.4,31.8,+4.7,+0.20,+0.52,Partidos
547,Aritz Castro,es ESP,PO,Alavés,es La Liga,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
548,Chory Castro,uy URU,"CC,DL",Málaga,es La Liga,32,1984,26,2061,79,60.3,22.9,26,79,10,0,,2,0.73,18,29,-11,-0.48,+1.24,21.9,30.0,-8.1,-0.35,+0.50,Partidos
549,Gonzalo Castro,de GER,CC,Dortmund,de Bundesliga,30,1987,19,1206,63,39.4,13.4,16,,9,3,,9,1.74,27,17,+10,+0.75,+0.41,25.0,17.2,+7.9,+0.59,-0.19,Partidos
550,Jonny Castro,es ESP,DF,Celta Vigo,es La Liga,23,1994,36,3202,89,93.6,35.6,36,89,34,0,,0,1.31,55,56,-1,-0.03,-0.03,51.2,49.2,+2.0,+0.06,+1.02,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
551,Lucas Castro,ar ARG,CC,Chievo,it Serie A,28,1989,25,1985,79,58.0,22.1,23,,16,2,,3,1.24,26,34,-8,-0.36,+0.58,21.5,28.0,-6.6,-0.30,+0.62,Partidos
552,Joel Castro Pereira,pt POR,PO,Manchester Utd,eng Premier League,21,1996,0,,,,,0,,0,0,,9,,,,,,,,,,,,Partidos
553,Rubén Castro,es ESP,DL,Betis,es La Liga,36,1981,10,359,36,10.5,4.0,3,72,1,7,21,7,1.30,8,8,0,0.00,+0.03,7.2,5.0,+2.1,+0.53,+0.68,Partidos
554,Danilo Cataldi,it ITA,CC,Benevento,it Serie A,22,1994,29,2282,79,66.7,25.4,25,,20,4,,4,0.31,15,57,-42,-1.66,-0.94,21.4,50.0,-28.6,-1.13,-0.64,Partidos
555,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,28,1989,7,523,75,15.3,5.8,5,,5,2,,2,0.86,2,6,-4,-0.69,-0.19,5.3,4.3,+1.0,+0.18,+0.42,Partidos
556,Romain Caumet,fr FRA,CC,Montpellier,fr Ligue 1,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
