RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG
509,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,33,1985,36.6,2,15,5,33.3,0.41,0.14,0.13,0.4,11.3,0,0,0,2.3,2.3,0.16,-0.3,-0.3
510,Andrea Consigli,it ITA,PO,Sassuolo,it Serie A,31,1987,35.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
511,Andrea Conti,it ITA,DF,Milan,it Serie A,24,1994,5.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
512,Lewis Cook,eng ENG,CC,Bournemouth,eng Premier League,21,1997,8.0,0,4,0,0.0,0.5,0.0,0.0,,25.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
513,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,27,1991,31.0,1,21,9,42.9,0.68,0.29,0.05,0.11,16.5,0,0,0,1.3,1.3,0.06,-0.3,-0.3
514,Duje Čop,hr CRO,DL,Valladolid,es La Liga,28,1990,7.6,0,16,5,31.3,2.1,0.66,0.0,0.0,12.4,0,0,0,2.2,2.2,0.14,-2.2,-2.2
515,Francis Coquelin,fr FRA,CC,Valencia,es La Liga,27,1991,19.6,0,9,3,33.3,0.46,0.15,0.0,0.0,20.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4
516,Gabriele Corbo,it ITA,DF,Bologna,it Serie A,18,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
517,Iñigo Córdoba,es ESP,"DL,CC",Athletic Club,es La Liga,21,1997,14.7,0,22,7,31.8,1.5,0.48,0.0,0.0,20.5,0,0,0,1.3,1.3,0.06,-1.3,-1.3
518,Sergio Córdova,ve VEN,DL,Augsburg,de Bundesliga,20,1997,5.9,3,13,4,30.8,2.2,0.68,0.23,0.75,15.5,0,0,0,1.0,1.0,0.08,2.0,2.0
519,Benjamin Corgnet,fr FRA,"CC,DL",Strasbourg,fr Ligue 1,31,1987,7.5,1,19,8,42.1,2.55,1.07,0.05,0.13,17.5,0,0,0,1.6,1.6,0.09,-0.6,-0.6
520,Ante Ćorić,hr CRO,CC,Roma,it Serie A,21,1997,0.3,0,1,0,0.0,3.75,0.0,0.0,,34.8,0,0,0,0.0,0.0,0.02,0.0,0.0
521,Jack Cork,eng ENG,CC,Burnley,eng Premier League,29,1989,36.8,1,17,2,11.8,0.46,0.05,0.06,0.5,16.6,0,0,0,1.4,1.4,0.08,-0.4,-0.4
522,Andreas Cornelius,dk DEN,DL,Bordeaux,fr Ligue 1,25,1993,8.8,3,22,9,40.9,2.5,1.02,0.14,0.33,14.2,0,0,0,2.3,2.3,0.11,0.7,0.7
523,Maxwel Cornet,ci CIV,DL,Lyon,fr Ligue 1,21,1996,14.2,7,47,22,46.8,3.3,1.55,0.15,0.32,15.5,2,0,0,7.4,7.4,0.16,-0.4,-0.4
524,Quentin Cornette,fr FRA,"DL,CC",Amiens,fr Ligue 1,24,1994,2.3,0,5,1,20.0,2.15,0.43,0.0,0.0,18.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
525,Ángel Correa,ar ARG,"CC,DL",Atlético Madrid,es La Liga,23,1995,21.3,3,32,11,34.4,1.5,0.52,0.09,0.27,21.4,0,0,0,2.2,2.2,0.07,0.8,0.8
526,Joaquín Correa,ar ARG,"DL,CC",Lazio,it Serie A,23,1994,21.4,5,70,30,42.9,3.27,1.4,0.07,0.17,17.6,1,0,0,8.0,8.0,0.11,-3.0,-3.0
527,Danny da Costa,de GER,"DF,DL",Eint Frankfurt,de Bundesliga,25,1993,33.7,2,20,6,30.0,0.59,0.18,0.1,0.33,14.2,0,0,0,3.6,3.6,0.18,-1.6,-1.6
528,Diego Costa,es ESP,DL,Atlético Madrid,es La Liga,29,1988,12.4,2,16,10,62.5,1.29,0.81,0.13,0.2,14.6,0,0,0,1.7,1.7,0.11,0.3,0.3
529,Douglas Costa,br BRA,"DL,CC",Juventus,it Serie A,27,1990,6.9,1,20,7,35.0,2.9,1.01,0.05,0.14,21.9,0,0,0,0.7,0.7,0.04,0.3,0.3
530,Filippo Costa,it ITA,"DF,DL",SPAL,it Serie A,23,1995,6.3,0,6,0,0.0,0.96,0.0,0.0,,22.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3
531,Hélder Costa,ao ANG,"DL,CC",Wolves,eng Premier League,24,1994,14.9,1,25,7,28.0,1.68,0.47,0.04,0.14,18.9,0,0,0,2.4,2.4,0.1,-1.4,-1.4
532,Jaume Costa,es ESP,DF,Villarreal,es La Liga,30,1988,16.6,1,13,2,15.4,0.78,0.12,0.08,0.5,21.3,0,0,0,0.5,0.5,0.04,0.5,0.5
533,Nuno da Costa,cv CPV,DL,Strasbourg,fr Ligue 1,27,1991,22.8,8,45,17,37.8,1.97,0.75,0.16,0.41,17.1,0,1,1,5.4,4.7,0.1,2.6,2.3
534,David Costas,es ESP,DF,Celta Vigo,es La Liga,23,1995,13.0,0,2,1,50.0,0.15,0.08,0.0,0.0,9.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2
535,Benoît Costil,fr FRA,PO,Bordeaux,fr Ligue 1,31,1987,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
536,Kalifa Coulibaly,ml MLI,DL,Nantes,fr Ligue 1,26,1991,19.5,8,55,17,30.9,2.83,0.87,0.13,0.41,13.3,0,1,1,9.5,8.7,0.16,-1.5,-1.7
537,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,23,1994,4.6,1,2,1,50.0,0.44,0.22,0.5,1.0,10.7,0,0,0,0.2,0.2,0.11,0.8,0.8
538,Thibaut Courtois,be BEL,PO,Real Madrid,es La Liga,26,1992,27.0,0,1,0,0.0,0.04,0.0,0.0,,11.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
539,Philippe Coutinho,br BRA,"DL,CC",Barcelona,es La Liga,26,1992,22.4,5,68,31,45.6,3.03,1.38,0.07,0.16,20.0,3,0,0,7.4,7.4,0.11,-2.4,-2.4
540,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,19,1999,10.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
541,Alessio Cragno,it ITA,PO,Cagliari,it Serie A,24,1994,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
542,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,28,1989,17.7,0,11,0,0.0,0.62,0.0,0.0,,22.6,2,0,0,0.5,0.5,0.04,-0.5,-0.5
543,Domenico Criscito,it ITA,DF,Genoa,it Serie A,31,1986,34.1,2,30,5,16.7,0.88,0.15,0.03,0.2,28.3,5,1,1,1.8,1.1,0.04,0.2,-0.1
544,Lorenzo Crisetig,it ITA,CC,Frosinone,it Serie A,25,1993,5.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
545,Bryan Cristante,it ITA,CC,Roma,it Serie A,23,1995,26.9,4,43,10,23.3,1.6,0.37,0.09,0.4,17.3,0,0,0,3.8,3.8,0.09,0.2,0.2
546,Sebastián Cristóforo,uy URU,CC,Getafe,es La Liga,24,1993,5.0,0,1,1,100.0,0.2,0.2,0.0,0.0,18.7,0,0,0,0.0,0.0,0.03,0.0,0.0
547,Enzo Crivelli,fr FRA,DL,Caen,fr Ligue 1,23,1995,25.1,6,21,10,47.6,0.84,0.4,0.29,0.6,11.3,0,0,0,5.1,5.1,0.24,0.9,0.9
548,Peter Crouch,eng ENG,DL,Burnley,eng Premier League,37,1981,1.0,0,5,1,20.0,4.89,0.98,0.0,0.0,10.6,0,0,0,0.6,0.6,0.12,-0.6,-0.6
549,Alessio da Cruz,,"DL,CC",Parma,it Serie A,21,1997,1.6,0,1,0,0.0,0.62,0.0,0.0,,13.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
550,Juan Cuadrado,co COL,"CC,DF",Juventus,it Serie A,30,1988,13.6,1,17,3,17.6,1.25,0.22,0.06,0.33,21.4,0,0,0,1.6,1.6,0.09,-0.6,-0.6
551,Cucho,co COL,DL,Huesca,es La Liga,19,1999,23.9,4,78,22,28.2,3.27,0.92,0.03,0.09,17.0,4,2,2,10.8,9.2,0.12,-6.8,-7.2
552,Marc Cucurella,es ESP,"CC,DL",Eibar,es La Liga,20,1998,26.2,1,22,2,9.1,0.84,0.08,0.05,0.5,15.9,0,0,0,2.0,2.0,0.09,-1.0,-1.0
553,Iván Cuéllar,es ESP,PO,Leganés,es La Liga,34,1984,33.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
554,Mickaël Cuisance,fr FRA,CC,M'Gladbach,de Bundesliga,18,1999,3.1,0,8,1,12.5,2.58,0.32,0.0,0.0,22.0,1,0,0,0.4,0.4,0.06,-0.4,-0.4
555,Matheus Cunha,br BRA,"DL,CC",RB Leipzig,de Bundesliga,19,1999,9.5,2,34,10,29.4,3.59,1.06,0.06,0.2,17.4,0,0,0,4.2,4.2,0.12,-2.2,-2.2
556,Greg Cunningham,ie IRL,DF,Cardiff City,eng Premier League,27,1991,7.0,0,2,1,50.0,0.29,0.14,0.0,0.0,18.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
557,Patrick Cutrone,it ITA,DL,Milan,it Serie A,20,1998,16.2,3,34,14,41.2,2.1,0.86,0.09,0.21,15.7,0,0,0,3.0,3.0,0.09,0.0,0.0
558,Wylan Cyprien,fr FRA,CC,Nice,fr Ligue 1,23,1995,26.2,4,51,19,37.3,1.94,0.72,0.06,0.16,27.7,17,1,2,5.2,3.6,0.07,-1.2,-0.6
559,Marco D'Alessandro,it ITA,DF,Udinese,it Serie A,27,1991,16.6,0,11,2,18.2,0.66,0.12,0.0,0.0,19.1,0,0,0,1.1,1.0,0.09,-1.1,-1.0
560,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,29,1988,28.7,2,16,5,31.3,0.56,0.17,0.13,0.4,10.4,0,0,0,2.6,2.6,0.16,-0.6,-0.6
561,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,30,1988,31.9,2,14,3,21.4,0.44,0.09,0.14,0.67,9.7,0,0,0,2.1,2.1,0.15,-0.1,-0.1
562,Kouadio-Yves Dabila,ci CIV,DF,Lille,fr Ligue 1,21,1997,8.7,0,2,0,0.0,0.23,0.0,0.0,,12.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
563,Abdoulaye Dabo,fr FRA,DL,Nantes,fr Ligue 1,17,2001,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
564,Bryan Dabo,bf BFA,"CC,DF",Fiorentina,it Serie A,26,1992,9.2,1,9,4,44.4,0.97,0.43,0.11,0.25,19.7,0,0,0,1.0,1.0,0.11,0.0,0.0
565,Christoph Daferner,de GER,DL,Freiburg,de Bundesliga,20,1998,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
566,Colin Dagba,fr FRA,"DF,CC",Paris S-G,fr Ligue 1,19,1998,10.2,0,3,2,66.7,0.29,0.2,0.0,0.0,23.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
567,Mahmoud Dahoud,de GER,CC,Dortmund,de Bundesliga,22,1996,7.7,1,11,2,18.2,1.42,0.26,0.09,0.5,23.7,0,0,0,1.2,1.2,0.11,-0.2,-0.2
568,Leon Dajaku,de GER,"DF,CC",Stuttgart,de Bundesliga,17,2001,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
569,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,34,1984,26.2,3,14,8,57.1,0.53,0.3,0.21,0.38,8.9,0,0,0,2.6,2.6,0.19,0.4,0.4
570,Nicola Dalmonte,it ITA,"DL,CC",Genoa,it Serie A,20,1997,0.5,0,3,0,0.0,6.14,0.0,0.0,,14.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
571,Diogo Dalot,pt POR,"DF,DL",Manchester Utd,eng Premier League,19,1999,11.3,0,15,0,0.0,1.33,0.0,0.0,,24.3,0,0,0,0.7,0.7,0.05,-0.7,-0.7
572,Matty Daly,eng ENG,CC,Huddersfield,eng Premier League,17,2001,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
573,Vitalie Damașcan,md MDA,CC,Torino,it Serie A,19,1999,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
574,Loïc Damour,fr FRA,CC,Cardiff City,eng Premier League,27,1991,0.3,0,1,0,0.0,3.91,0.0,0.0,,27.4,0,0,0,0.0,0.0,0.03,0.0,0.0
575,Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,31,1986,17.6,1,12,3,25.0,0.68,0.17,0.08,0.33,20.0,0,0,0,0.4,0.4,0.04,0.6,0.6
576,Danilo,br BRA,DF,Manchester City,eng Premier League,27,1991,9.0,1,14,3,21.4,1.56,0.33,0.07,0.33,25.3,0,0,0,0.4,0.4,0.03,0.6,0.6
577,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,31,1987,7.4,0,6,1,16.7,0.81,0.14,0.0,0.0,12.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
578,Kevin Danso,at AUT,DF,Augsburg,de Bundesliga,19,1998,13.9,1,10,5,50.0,0.72,0.36,0.1,0.2,13.1,0,0,0,0.5,0.5,0.05,0.5,0.5
579,Dante,br BRA,DF,Nice,fr Ligue 1,34,1983,35.8,1,21,3,14.3,0.59,0.08,0.05,0.33,11.1,0,0,0,1.8,1.8,0.08,-0.8,-0.8
580,Palkó Dárdai,hu HUN,"DL,CC",Hertha BSC,de Bundesliga,19,1999,1.3,0,1,0,0.0,0.8,0.0,0.0,,13.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
581,Sergi Darder,es ESP,CC,Espanyol,es La Liga,24,1993,30.1,4,55,16,29.1,1.83,0.53,0.07,0.25,23.5,1,0,0,2.9,2.9,0.05,1.1,1.1
582,Vladimír Darida,cz CZE,CC,Hertha BSC,de Bundesliga,27,1990,4.2,0,9,4,44.4,2.15,0.96,0.0,0.0,18.4,0,0,0,1.0,1.0,0.11,-1.0,-1.0
583,Matteo Darmian,it ITA,DF,Manchester Utd,eng Premier League,28,1989,4.9,0,1,1,100.0,0.2,0.2,0.0,0.0,25.1,0,0,0,0.0,0.0,0.03,0.0,0.0
584,Alphonso Davies,ca CAN,"CC,DL",Bayern Munich,de Bundesliga,17,2000,0.9,1,2,1,50.0,2.25,1.13,0.5,1.0,19.0,0,0,0,0.1,0.1,0.06,0.9,0.9
585,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,25,1993,20.5,0,14,1,7.1,0.68,0.05,0.0,0.0,20.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5
586,Tom Davies,eng ENG,CC,Everton,eng Premier League,20,1998,10.9,0,7,2,28.6,0.64,0.18,0.0,0.0,18.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
587,Steven Davis,nir NIR,CC,Southampton,eng Premier League,33,1985,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
588,Kevin De Bruyne,be BEL,CC,Manchester City,eng Premier League,27,1991,10.8,2,31,12,38.7,2.86,1.11,0.06,0.17,23.9,3,0,0,1.4,1.4,0.04,0.6,0.6
589,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,31,1987,13.0,1,12,2,16.7,0.92,0.15,0.08,0.5,16.3,0,0,0,0.9,0.9,0.07,0.1,0.1
590,Sebastien De Maio,fr FRA,DF,Bologna,it Serie A,31,1987,5.5,0,2,0,0.0,0.37,0.0,0.0,,10.1,0,0,0,0.2,0.2,0.12,-0.2,-0.2
591,Rodrigo De Paul,ar ARG,"CC,DL",Udinese,it Serie A,24,1994,35.4,9,82,26,31.7,2.31,0.73,0.07,0.23,26.0,7,3,6,9.7,5.0,0.06,-0.7,1.0
592,Daniele De Rossi,it ITA,CC,Roma,it Serie A,35,1983,14.1,1,5,1,20.0,0.35,0.07,0.2,1.0,19.2,0,0,0,1.5,1.5,0.3,-0.5,-0.5
593,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,25,1992,19.4,0,7,0,0.0,0.36,0.0,0.0,,25.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
594,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,30,1988,26.8,2,29,9,31.0,1.08,0.34,0.07,0.22,13.7,0,0,0,2.8,2.8,0.1,-0.8,-0.8
595,Lucas Deaux,fr FRA,CC,Guingamp,fr Ligue 1,29,1988,13.2,3,18,7,38.9,1.36,0.53,0.17,0.43,19.8,0,0,0,1.9,1.9,0.11,1.1,1.1
596,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,33,1985,21.6,4,14,9,64.3,0.65,0.42,0.29,0.44,10.0,0,0,0,2.3,2.3,0.16,1.7,1.7
597,Troy Deeney,eng ENG,DL,Watford,eng Premier League,30,1988,28.3,9,63,29,46.0,2.23,1.03,0.13,0.28,14.8,0,1,1,9.5,8.7,0.14,-0.5,-0.7
598,Jermain Defoe,eng ENG,DL,Bournemouth,eng Premier League,35,1982,0.3,0,1,1,100.0,3.6,3.6,0.0,0.0,8.8,0,0,0,0.1,0.1,0.12,-0.1,-0.1
599,Steven Defour,be BEL,CC,Burnley,eng Premier League,30,1988,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
600,Grégoire Defrel,mq MTQ,"DL,CC",Sampdoria,it Serie A,27,1991,26.0,11,47,23,48.9,1.81,0.88,0.23,0.48,15.7,0,0,0,8.1,8.1,0.17,2.9,2.9
601,Alessandro Deiola,it ITA,CC,Cagliari,it Serie A,22,1995,5.0,0,8,2,25.0,1.6,0.4,0.0,0.0,20.6,0,0,0,0.8,0.8,0.1,-0.8,-0.8
602,Alessandro Deiola,it ITA,"CC,DL",Parma,it Serie A,22,1995,6.1,0,7,1,14.3,1.16,0.17,0.0,0.0,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
603,Romain Del Castillo,fr FRA,"CC,DL",Rennes,fr Ligue 1,22,1996,14.9,0,20,6,30.0,1.34,0.4,0.0,0.0,21.5,0,0,0,0.8,0.8,0.04,-0.8,-0.8
604,Thomas Delaney,dk DEN,CC,Dortmund,de Bundesliga,26,1991,25.4,3,33,10,30.3,1.3,0.39,0.09,0.3,17.0,1,0,0,2.4,2.4,0.07,0.6,0.6
605,Moisés Delgado,es ESP,DF,Valladolid,es La Liga,24,1994,3.0,0,2,0,0.0,0.67,0.0,0.0,,32.5,0,0,0,0.0,0.0,0.02,0.0,0.0
606,Cristian Dell'Orco,it ITA,DF,Empoli,it Serie A,24,1994,11.5,1,4,1,25.0,0.35,0.09,0.25,1.0,11.0,0,0,0,0.8,0.8,0.19,0.2,0.2
607,Cristian Dell'Orco,it ITA,DF,Sassuolo,it Serie A,24,1994,1.2,0,1,0,0.0,0.82,0.0,0.0,,11.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
608,Andy Delort,dz ALG,DL,Montpellier,fr Ligue 1,26,1991,34.6,14,116,33,28.4,3.35,0.95,0.09,0.33,20.2,5,3,3,15.2,12.8,0.11,-1.2,-1.8
609,Fabian Delph,eng ENG,DF,Manchester City,eng Premier League,28,1989,8.1,0,4,3,75.0,0.5,0.37,0.0,0.0,27.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
610,Mousa Dembélé,be BEL,CC,Tottenham,eng Premier League,31,1987,5.7,0,1,0,0.0,0.17,0.0,0.0,,27.5,0,0,0,0.0,0.0,0.03,0.0,0.0
611,Moussa Dembélé,fr FRA,DL,Lyon,fr Ligue 1,22,1996,22.4,15,88,37,42.0,3.93,1.65,0.16,0.38,12.9,1,1,2,17.1,15.5,0.18,-2.1,-1.5
612,Ousmane Dembélé,fr FRA,"DL,CC",Barcelona,es La Liga,21,1997,18.5,8,39,17,43.6,2.11,0.92,0.21,0.47,16.5,0,0,0,3.8,3.8,0.1,4.2,4.2
613,Jessy Deminguet,fr FRA,CC,Caen,fr Ligue 1,20,1998,14.1,0,7,1,14.3,0.5,0.07,0.0,0.0,25.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2
614,Merih Demiral,tr TUR,DF,Sassuolo,it Serie A,20,1998,14.0,2,7,3,42.9,0.5,0.21,0.29,0.67,9.3,0,0,0,0.8,0.8,0.11,1.2,1.2
615,Kerem Demirbay,de GER,CC,Hoffenheim,de Bundesliga,25,1993,22.4,4,59,16,27.1,2.63,0.71,0.07,0.25,23.2,4,0,0,4.5,4.5,0.08,-0.5,-0.5
616,Diego Demme,de GER,CC,RB Leipzig,de Bundesliga,26,1991,22.8,0,10,3,30.0,0.44,0.13,0.0,0.0,21.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4
617,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,23,1995,30.6,2,15,6,40.0,0.49,0.2,0.13,0.33,11.6,0,0,0,1.7,1.7,0.11,0.3,0.3
618,Leander Dendoncker,be BEL,CC,Wolves,eng Premier League,23,1995,16.3,2,17,10,58.8,1.04,0.61,0.12,0.2,14.1,0,0,0,3.4,3.4,0.21,-1.4,-1.4
619,Fabio Depaoli,it ITA,DF,Chievo,it Serie A,21,1997,27.4,0,12,3,25.0,0.44,0.11,0.0,0.0,16.1,0,0,0,1.5,1.5,0.13,-1.5,-1.5
620,Laurent Depoitre,be BEL,DL,Huddersfield,eng Premier League,29,1988,11.9,0,30,6,20.0,2.53,0.51,0.0,0.0,12.9,0,0,0,2.5,2.5,0.08,-2.5,-2.5
621,Clément Depres,fr FRA,DL,Nîmes,fr Ligue 1,23,1994,4.9,4,28,9,32.1,5.71,1.84,0.14,0.44,14.0,0,0,0,2.3,2.3,0.08,1.7,1.7
622,Kiril Despodov,bg BUL,"DL,CC",Cagliari,it Serie A,21,1996,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
623,Daniele Dessena,it ITA,CC,Cagliari,it Serie A,31,1987,3.9,0,5,2,40.0,1.28,0.51,0.0,0.0,14.3,0,0,0,0.5,0.5,0.09,-0.5,-0.5
624,Mattia Destro,it ITA,DL,Bologna,it Serie A,27,1991,5.5,4,12,7,58.3,2.19,1.28,0.33,0.57,11.3,0,0,0,2.4,2.4,0.2,1.6,1.6
625,Gerard Deulofeu,es ESP,"DL,CC",Watford,eng Premier League,24,1994,23.0,10,60,22,36.7,2.61,0.96,0.17,0.45,16.9,6,0,0,8.0,8.0,0.13,2.0,2.0
626,Jacopo Dezi,it ITA,CC,Parma,it Serie A,26,1992,1.0,0,2,1,50.0,2.0,1.0,0.0,0.0,20.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
627,Federico Di Francesco,it ITA,"DL,CC",Sassuolo,it Serie A,24,1994,11.9,2,25,11,44.0,2.09,0.92,0.08,0.18,15.7,0,0,0,3.2,3.2,0.13,-1.2,-1.2
628,Antonio Di Gaudio,it ITA,DL,Parma,it Serie A,28,1989,7.8,0,13,2,15.4,1.67,0.26,0.0,0.0,16.6,0,0,0,1.4,1.4,0.11,-1.4,-1.4
629,Giovanni Di Lorenzo,it ITA,"DF,DL",Empoli,it Serie A,24,1993,37.0,5,21,9,42.9,0.57,0.24,0.24,0.56,13.2,0,0,0,3.6,3.3,0.16,1.4,1.7
630,Ángel Di María,ar ARG,"DL,CC",Paris S-G,fr Ligue 1,30,1988,25.8,12,97,30,30.9,3.76,1.16,0.12,0.4,19.6,9,0,0,8.7,8.7,0.09,3.3,3.3
631,Franco Di Santo,ar ARG,DL,Rayo Vallecano,es La Liga,29,1989,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
632,Franco Di Santo,ar ARG,"CC,DL",Schalke 04,de Bundesliga,29,1989,2.7,0,3,1,33.3,1.1,0.37,0.0,0.0,15.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2
633,Boulaye Dia,sn SEN,DL,Reims,fr Ligue 1,21,1996,8.3,3,20,9,45.0,2.41,1.08,0.15,0.33,14.3,0,0,0,3.7,3.7,0.18,-0.7,-0.7
634,Fousseni Diabaté,ml MLI,DL,Leicester City,eng Premier League,22,1995,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
635,Moussa Diaby,fr FRA,"CC,DF",Paris S-G,fr Ligue 1,19,1999,12.7,2,23,7,30.4,1.81,0.55,0.09,0.29,17.7,0,0,0,2.2,2.2,0.1,-0.2,-0.2
636,Adama Diakhaby,fr FRA,"DL,CC",Huddersfield,eng Premier League,22,1996,6.1,0,7,3,42.9,1.14,0.49,0.0,0.0,19.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6
637,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,21,1996,17.6,2,11,4,36.4,0.63,0.23,0.18,0.5,8.7,0,0,0,1.3,1.3,0.12,0.7,0.7
638,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,17,2001,7.0,1,1,1,100.0,0.14,0.14,1.0,1.0,16.6,0,0,0,0.1,0.1,0.06,0.9,0.9
639,Abdou Diallo,sn SEN,DF,Dortmund,de Bundesliga,22,1996,26.4,1,10,4,40.0,0.38,0.15,0.1,0.25,8.1,0,0,0,1.6,1.6,0.26,-0.6,-0.6
640,Abdoulaye Diallo,sn SEN,PO,Rennes,fr Ligue 1,26,1992,5.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
641,Mustapha Diallo,sn SEN,CC,Nîmes,fr Ligue 1,32,1986,5.1,0,6,0,0.0,1.19,0.0,0.0,,18.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4
642,Mohamed Diamé,sn SEN,CC,Newcastle Utd,eng Premier League,31,1987,24.1,0,20,3,15.0,0.83,0.12,0.0,0.0,23.5,0,0,0,1.0,1.0,0.05,-1.0,-1.0
643,Grady Diangana,cd COD,"CC,DL",West Ham,eng Premier League,20,1998,6.8,0,10,3,30.0,1.48,0.44,0.0,0.0,16.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5
644,Lassana Diarra,fr FRA,CC,Paris S-G,fr Ligue 1,33,1985,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
645,Amadou Diawara,gn GUI,CC,Napoli,it Serie A,21,1997,7.3,0,10,1,10.0,1.36,0.14,0.0,0.0,24.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
646,Brahim Díaz,es ESP,DL,Real Madrid,es La Liga,18,1999,4.2,1,7,5,71.4,1.68,1.2,0.14,0.2,12.5,0,0,0,1.2,1.2,0.17,-0.2,-0.2
647,Javier Díaz,es ESP,PO,Sevilla,es La Liga,21,1997,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
648,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,28,1989,32.7,1,11,2,18.2,0.34,0.06,0.09,0.5,17.3,0,0,0,1.3,1.3,0.12,-0.3,-0.3
649,Lorenzo Dickmann,it ITA,"DF,CC",SPAL,it Serie A,21,1996,1.9,0,1,0,0.0,0.51,0.0,0.0,,3.3,0,0,0,0.1,0.1,0.12,-0.1,-0.1
650,Daniel Didavi,de GER,"CC,DL",Stuttgart,de Bundesliga,28,1990,10.6,2,24,9,37.5,2.26,0.85,0.08,0.22,20.6,2,0,0,1.9,1.9,0.08,0.1,0.1
