RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG
1482,Mike Maignan,fr FRA,PO,Lille,fr Ligue 1,23,1995,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1483,Linton Maina,de GER,"DL,CC",Hannover 96,de Bundesliga,19,1999,15.7,1,22,2,9.1,1.4,0.13,0.05,0.5,19.0,0,0,0,1.6,1.6,0.07,-0.6,-0.6
1484,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,20,1997,11.0,1,5,3,60.0,0.46,0.27,0.2,0.33,15.4,0,0,0,0.9,0.9,0.18,0.1,0.1
1485,Josh Maja,ng NGA,DL,Bordeaux,fr Ligue 1,19,1998,2.2,1,5,2,40.0,2.27,0.91,0.2,0.5,15.3,0,0,0,0.8,0.8,0.15,0.2,0.2
1486,Abdul Majeed Waris,gh GHA,"DL,CC",Nantes,fr Ligue 1,26,1991,25.0,5,39,13,33.3,1.56,0.52,0.1,0.31,18.4,0,1,1,5.7,4.9,0.13,-0.7,-0.9
1487,Jean-Victor Makengo,fr FRA,"CC,DL",Nice,fr Ligue 1,20,1998,11.4,1,13,5,38.5,1.14,0.44,0.08,0.2,17.4,0,0,0,1.4,1.4,0.11,-0.4,-0.4
1488,Nemanja Maksimović,rs SRB,CC,Getafe,es La Liga,23,1995,35.7,1,33,7,21.2,0.93,0.2,0.03,0.14,18.2,0,0,0,2.6,2.6,0.08,-1.6,-1.6
1489,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,26,1991,15.3,0,2,1,50.0,0.13,0.07,0.0,0.0,11.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
1490,Malcom,br BRA,"DL,CC",Barcelona,es La Liga,21,1997,6.8,1,11,6,54.5,1.61,0.88,0.09,0.17,13.7,0,0,0,1.4,1.4,0.12,-0.4,-0.4
1491,Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,27,1991,20.1,0,12,3,25.0,0.6,0.15,0.0,0.0,22.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4
1492,Yunus Mallı,tr TUR,"CC,DL",Wolfsburg,de Bundesliga,26,1992,7.8,1,7,3,42.9,0.9,0.39,0.0,0.0,20.4,0,1,1,1.9,1.1,0.15,-0.9,-1.1
1493,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,27,1991,34.4,1,24,8,33.3,0.7,0.23,0.04,0.13,19.8,0,0,0,1.8,1.8,0.07,-0.8,-0.8
1494,Antonio Mance,hr CRO,DL,Nantes,fr Ligue 1,22,1995,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1495,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,29,1989,31.0,1,16,1,6.3,0.52,0.03,0.06,1.0,24.4,0,0,0,0.8,0.8,0.05,0.2,0.2
1496,Gianluca Mancini,it ITA,DF,Atalanta,it Serie A,22,1996,25.0,5,40,13,32.5,1.6,0.52,0.13,0.38,10.5,0,0,0,5.3,5.3,0.13,-0.3,-0.3
1497,Steve Mandanda,fr FRA,PO,Marseille,fr Ligue 1,33,1985,30.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1498,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,24,1994,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1499,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,26,1991,34.0,1,6,3,50.0,0.18,0.09,0.17,0.33,13.4,0,0,0,0.6,0.6,0.11,0.4,0.4
1500,Rolando Mandragora,it ITA,CC,Udinese,it Serie A,21,1997,32.4,3,46,11,23.9,1.42,0.34,0.07,0.27,24.7,3,0,0,1.7,1.7,0.04,1.3,1.3
1501,Mario Mandžukić,hr CRO,DL,Juventus,it Serie A,32,1986,22.4,9,31,17,54.8,1.39,0.76,0.29,0.53,10.0,0,0,0,6.4,6.4,0.21,2.6,2.6
1502,Sadio Mané,sn SEN,DL,Liverpool,eng Premier League,26,1992,34.2,22,87,42,48.3,2.54,1.23,0.25,0.52,13.0,0,0,0,15.1,15.1,0.17,6.9,6.9
1503,Thomas Mangani,fr FRA,CC,Angers,fr Ligue 1,31,1987,17.8,3,16,5,31.3,0.9,0.28,0.0,0.0,29.9,5,3,4,3.9,0.8,0.05,-0.9,-0.8
1504,Kostas Manolas,gr GRE,DF,Roma,it Serie A,27,1991,25.8,1,14,1,7.1,0.54,0.04,0.07,1.0,10.0,0,0,0,1.8,1.8,0.13,-0.8,-0.8
1505,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,24,1994,12.2,0,2,1,50.0,0.16,0.08,0.0,0.0,19.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1506,Martín Mantovani,ar ARG,DF,Huesca,es La Liga,34,1984,7.8,2,5,3,60.0,0.64,0.39,0.4,0.67,9.9,0,0,0,0.5,0.5,0.1,1.5,1.5
1507,Juan Manuel Valencia,co COL,DL,Bologna,it Serie A,20,1998,0.3,0,1,0,0.0,3.21,0.0,0.0,,21.8,0,0,0,0.0,0.0,0.02,0.0,0.0
1508,Harrison Manzala,cd COD,"CC,DL",Angers,fr Ligue 1,24,1994,0.8,0,2,0,0.0,2.43,0.0,0.0,,12.9,0,0,0,0.6,0.6,0.32,-0.6,-0.6
1509,Fran Manzanara,es ESP,"DF,CC",Levante,es La Liga,21,1996,1.7,0,1,0,0.0,0.57,0.0,0.0,,3.0,0,0,0,0.6,0.6,0.63,-0.6,-0.6
1510,Myziane Maolida,km COM,DL,Nice,fr Ligue 1,19,1999,10.6,0,18,7,38.9,1.7,0.66,0.0,0.0,15.1,0,0,0,2.5,2.5,0.14,-2.5,-2.5
1511,Faitout Maouassa,fr FRA,DF,Nîmes,fr Ligue 1,20,1998,23.7,0,8,3,37.5,0.34,0.13,0.0,0.0,21.7,0,0,0,0.7,0.7,0.09,-0.7,-0.7
1512,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,29,1989,9.8,0,5,1,20.0,0.51,0.1,0.0,0.0,26.0,1,0,0,0.2,0.2,0.03,-0.2,-0.2
1513,Iván Marcano,es ESP,DF,Roma,it Serie A,31,1987,9.0,0,3,1,33.3,0.33,0.11,0.0,0.0,11.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1514,Marcelo,br BRA,DF,Real Madrid,es La Liga,30,1988,20.6,2,35,12,34.3,1.7,0.58,0.06,0.17,21.5,0,0,0,1.9,1.9,0.06,0.1,0.1
1515,Marcelo,br BRA,DF,Lyon,fr Ligue 1,31,1987,32.0,0,25,4,16.0,0.78,0.13,0.0,0.0,10.3,0,0,0,2.3,2.3,0.09,-2.3,-2.3
1516,Solly March,eng ENG,"DL,CC",Brighton,eng Premier League,24,1994,27.4,1,43,9,20.9,1.57,0.33,0.02,0.11,21.4,3,0,0,2.5,2.5,0.06,-1.5,-1.5
1517,Federico Marchetti,it ITA,PO,Genoa,it Serie A,35,1983,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1518,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,26,1992,31.0,4,23,8,34.8,0.74,0.26,0.17,0.5,11.1,0,0,0,2.2,2.2,0.1,1.8,1.8
1519,Óscar de Marcos,es ESP,"DF,DL",Athletic Club,es La Liga,29,1989,26.9,1,9,2,22.2,0.33,0.07,0.11,0.5,11.8,0,0,0,1.3,1.3,0.14,-0.3,-0.3
1520,Georg Margreitter,at AUT,DF,Nürnberg,de Bundesliga,29,1988,22.9,2,16,4,25.0,0.7,0.17,0.13,0.5,12.2,0,0,0,1.2,1.2,0.07,0.8,0.8
1521,Miguel Marí,es ESP,CC,Eibar,es La Liga,21,1997,0.8,0,1,0,0.0,1.3,0.0,0.0,,28.5,0,0,0,0.0,0.0,0.02,0.0,0.0
1522,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,23,1995,19.7,0,15,3,20.0,0.76,0.15,0.0,0.0,13.0,0,0,0,1.2,1.2,0.08,-1.2,-1.2
1523,Mariano,do DOM,DL,Real Madrid,es La Liga,24,1993,5.0,3,23,8,34.8,4.63,1.61,0.13,0.38,14.2,1,0,0,2.6,2.6,0.11,0.4,0.4
1524,Mariano,do DOM,DL,Lyon,fr Ligue 1,24,1993,1.6,0,3,0,0.0,1.89,0.0,0.0,,14.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2
1525,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,31,1986,21.4,0,7,1,14.3,0.33,0.05,0.0,0.0,9.9,0,0,0,0.7,0.7,0.1,-0.7,-0.7
1526,Jordan Marié,fr FRA,CC,Dijon,fr Ligue 1,26,1991,20.0,1,15,7,46.7,0.75,0.35,0.07,0.14,24.3,0,0,0,1.1,1.1,0.07,-0.1,-0.1
1527,Adrián Marín,es ESP,"DF,CC",Alavés,es La Liga,21,1997,3.2,0,2,0,0.0,0.62,0.0,0.0,,10.1,0,0,0,0.3,0.3,0.13,-0.3,-0.3
1528,João Mário,pt POR,"CC,DL",Inter,it Serie A,25,1993,12.0,1,16,3,18.8,1.33,0.25,0.06,0.33,21.5,0,0,0,1.0,1.0,0.06,0.0,0.0
1529,Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,24,1994,22.3,2,15,4,26.7,0.67,0.18,0.13,0.5,9.7,0,0,0,2.5,2.5,0.17,-0.5,-0.5
1530,Lazar Marković,rs SRB,CC,Fulham,eng Premier League,24,1994,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1531,Marlon,br BRA,DF,Sassuolo,it Serie A,22,1995,16.8,1,6,2,33.3,0.36,0.12,0.17,0.5,16.8,0,0,0,0.4,0.4,0.06,0.6,0.6
1532,Marquinhos,br BRA,"DF,CC",Paris S-G,fr Ligue 1,24,1994,29.9,3,11,3,27.3,0.37,0.1,0.27,1.0,10.1,0,0,0,2.0,2.0,0.19,1.0,1.0
1533,Roger Martí,es ESP,DL,Levante,es La Liga,27,1991,21.0,13,69,28,40.6,3.29,1.34,0.16,0.39,16.0,0,2,2,12.8,11.3,0.16,0.2,-0.3
1534,Anthony Martial,fr FRA,DL,Manchester Utd,eng Premier League,22,1995,18.0,10,38,22,57.9,2.11,1.22,0.24,0.41,16.1,0,1,1,6.2,5.4,0.16,3.8,3.6
1535,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,21,1997,32.0,0,18,5,27.8,0.56,0.16,0.0,0.0,23.6,2,0,0,0.8,0.8,0.04,-0.8,-0.8
1536,Jonas Martin,fr FRA,CC,Strasbourg,fr Ligue 1,28,1990,22.9,3,17,8,47.1,0.74,0.35,0.06,0.13,21.9,0,2,3,3.9,1.5,0.09,-0.9,-0.5
1537,Marvin Martin,fr FRA,CC,Reims,fr Ligue 1,30,1988,6.9,0,7,1,14.3,1.01,0.14,0.0,0.0,23.9,1,0,0,0.3,0.3,0.04,-0.3,-0.3
1538,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,27,1991,32.2,0,25,4,16.0,0.78,0.12,0.0,0.0,18.1,2,0,0,2.1,2.1,0.08,-2.1,-2.1
1539,Javi Martínez,es ESP,CC,Bayern Munich,de Bundesliga,29,1988,14.5,3,18,8,44.4,1.24,0.55,0.17,0.38,14.2,0,0,0,1.5,1.5,0.09,1.5,1.5
1540,Lautaro Martínez,ar ARG,"DL,CC",Inter,it Serie A,20,1997,14.9,6,64,18,28.1,4.29,1.21,0.08,0.28,14.1,0,1,1,7.7,6.9,0.11,-1.7,-1.9
1541,Pablo Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,29,1989,31.3,3,14,6,42.9,0.45,0.19,0.21,0.5,20.3,0,0,0,1.3,1.3,0.09,1.7,1.7
1542,Gelson Martins,pt POR,"DL,CC",Atlético Madrid,es La Liga,23,1995,2.5,0,5,1,20.0,1.97,0.39,0.0,0.0,16.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3
1543,Gelson Martins,pt POR,"DL,CC",Monaco,fr Ligue 1,23,1995,15.4,4,30,16,53.3,1.94,1.04,0.13,0.25,16.8,0,0,0,3.3,3.3,0.11,0.7,0.7
1544,Adam Marušić,me MNE,DF,Lazio,it Serie A,25,1992,23.5,1,16,6,37.5,0.68,0.26,0.06,0.17,17.5,0,0,0,1.0,1.0,0.06,0.0,0.0
1545,Omar Mascarell,es ESP,CC,Schalke 04,de Bundesliga,25,1993,11.0,0,6,0,0.0,0.54,0.0,0.0,,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1546,Andrea Masiello,it ITA,DF,Atalanta,it Serie A,32,1986,20.4,0,8,1,12.5,0.39,0.05,0.0,0.0,11.8,0,0,0,1.4,1.4,0.17,-1.4,-1.4
1547,Adam Masina,ma MAR,DF,Watford,eng Premier League,24,1994,11.2,0,3,0,0.0,0.27,0.0,0.0,,28.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1548,Jordi Masip,es ESP,PO,Valladolid,es La Liga,29,1989,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1549,Han-Noah Massengo,fr FRA,CC,Monaco,fr Ligue 1,17,2001,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1550,Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,24,1993,19.5,0,4,1,25.0,0.2,0.05,0.0,0.0,26.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1551,Jaime Mata,es ESP,"DL,CC",Getafe,es La Liga,29,1988,27.0,14,55,21,38.2,2.04,0.78,0.18,0.48,12.9,0,4,4,12.4,9.3,0.17,1.6,0.7
1552,Juan Mata,es ESP,"DL,CC",Manchester Utd,eng Premier League,30,1988,14.3,3,19,6,31.6,1.33,0.42,0.16,0.5,19.1,3,0,0,1.6,1.6,0.08,1.4,1.4
1553,Luca Matarese,it ITA,DL,Frosinone,it Serie A,20,1998,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1554,Jean-Philippe Mateta,fr FRA,DL,Mainz 05,de Bundesliga,21,1997,27.6,14,97,34,35.1,3.52,1.23,0.14,0.41,14.7,0,0,0,13.8,13.8,0.14,0.2,0.2
1555,Christian Mathenia,de GER,PO,Nürnberg,de Bundesliga,26,1992,21.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1556,Nemanja Matić,rs SRB,CC,Manchester Utd,eng Premier League,29,1988,27.1,1,12,3,25.0,0.44,0.11,0.08,0.33,17.4,0,0,0,1.3,1.3,0.11,-0.3,-0.3
1557,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,26,1991,17.1,1,8,2,25.0,0.47,0.12,0.13,0.5,8.5,0,0,0,0.7,0.7,0.09,0.3,0.3
1558,Rabbi Matondo,wls WAL,"DL,CC",Schalke 04,de Bundesliga,17,2000,2.1,0,3,1,33.3,1.43,0.48,0.0,0.0,12.0,0,0,0,0.3,0.3,0.12,-0.3,-0.3
1559,Alessandro Matri,it ITA,DL,Sassuolo,it Serie A,33,1984,6.7,2,15,9,60.0,2.24,1.34,0.13,0.22,11.0,0,0,0,3.2,3.2,0.23,-1.2,-1.2
1560,Federico Mattiello,it ITA,"DF,DL",Bologna,it Serie A,23,1995,14.8,1,11,5,45.5,0.74,0.34,0.09,0.2,23.9,0,0,0,0.6,0.6,0.05,0.4,0.4
1561,Blaise Matuidi,fr FRA,CC,Juventus,it Serie A,31,1987,26.9,3,19,6,31.6,0.71,0.22,0.16,0.5,14.5,0,0,0,1.4,1.4,0.07,1.6,1.6
1562,José Mauri,it ITA,CC,Milan,it Serie A,22,1996,2.3,0,4,0,0.0,1.73,0.0,0.0,,28.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1563,Stephy Mavididi,eng ENG,DL,Juventus,it Serie A,20,1998,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1564,Konstantinos Mavropanos,gr GRE,DF,Arsenal,eng Premier League,20,1997,1.6,0,2,0,0.0,1.22,0.0,0.0,,15.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1565,Alfie Mawson,eng ENG,DF,Fulham,eng Premier League,24,1994,12.6,0,2,1,50.0,0.16,0.08,0.0,0.0,11.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1566,Philipp Max,de GER,"DF,CC",Augsburg,de Bundesliga,24,1993,28.5,4,24,13,54.2,0.84,0.46,0.17,0.31,20.2,2,0,0,2.4,2.4,0.1,1.6,1.6
1567,Alexandru Maxim,ro ROU,"CC,DL",Mainz 05,de Bundesliga,28,1990,6.4,1,15,3,20.0,2.33,0.47,0.07,0.33,19.0,2,0,0,1.1,1.1,0.07,-0.1,-0.1
1568,Eric Maxim Choupo-Moting,cm CMR,DL,Paris S-G,fr Ligue 1,29,1989,8.9,3,25,7,28.0,2.81,0.79,0.12,0.43,13.7,0,0,0,4.2,4.2,0.17,-1.2,-1.2
1569,Borja Mayoral,es ESP,DL,Levante,es La Liga,21,1997,18.0,3,24,15,62.5,1.33,0.83,0.13,0.2,11.1,0,0,0,4.7,4.7,0.2,-1.7,-1.7
1570,Róbert Mazáň,sk SVK,DF,Celta Vigo,es La Liga,24,1994,1.0,0,1,0,0.0,1.0,0.0,0.0,,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0
1571,Luca Mazzitelli,it ITA,CC,Genoa,it Serie A,22,1995,3.6,0,5,0,0.0,1.39,0.0,0.0,,18.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4
1572,Kylian Mbappé,fr FRA,DL,Paris S-G,fr Ligue 1,19,1998,26.0,33,123,68,55.3,4.72,2.61,0.26,0.47,14.4,1,1,2,28.0,26.4,0.21,5.0,5.6
1573,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,23,1994,22.3,2,13,3,23.1,0.58,0.13,0.15,0.67,11.5,0,0,0,2.7,2.7,0.21,-0.7,-0.7
1574,Loïc Mbe Soh,fr FRA,DF,Paris S-G,fr Ligue 1,17,2001,2.0,0,1,0,0.0,0.5,0.0,0.0,,3.2,0,0,0,0.2,0.2,0.2,-0.2,-0.2
1575,Nolan Mbemba,cg CGO,"CC,DF",Reims,fr Ligue 1,23,1995,4.0,0,4,0,0.0,1.01,0.0,0.0,,28.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1576,Adama Mbengue,sn SEN,DF,Caen,fr Ligue 1,24,1993,8.2,0,9,1,11.1,1.1,0.12,0.0,0.0,40.0,0,0,0,0.2,0.2,0.02,-0.2,-0.2
1577,Isaac Mbenza,be BEL,"DL,CC",Huddersfield,eng Premier League,22,1996,11.0,1,16,5,31.3,1.46,0.46,0.06,0.2,22.4,0,0,0,1.0,1.0,0.06,0.0,0.0
1578,Stéphane Mbia,cm CMR,"DF,CC",Toulouse,fr Ligue 1,32,1986,5.0,0,1,0,0.0,0.2,0.0,0.0,,20.3,0,0,0,0.0,0.0,0.04,0.0,0.0
1579,Kara Mbodji,sn SEN,DF,Nantes,fr Ligue 1,28,1989,5.6,0,5,1,20.0,0.89,0.18,0.0,0.0,20.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1580,Jordi Mboula,es ESP,"DL,CC",Monaco,fr Ligue 1,19,1999,3.1,0,9,2,22.2,2.93,0.65,0.0,0.0,14.1,0,0,0,1.2,1.2,0.13,-1.2,-1.2
1581,James McArthur,sct SCO,CC,Crystal Palace,eng Premier League,30,1987,34.0,3,34,8,23.5,1.0,0.24,0.09,0.38,15.0,0,0,0,4.1,4.1,0.12,-1.1,-1.1
1582,Alex McCarthy,eng ENG,PO,Southampton,eng Premier League,28,1989,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1583,James McCarthy,ie IRL,CC,Everton,eng Premier League,27,1990,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1584,Kevin McDonald,sct SCO,CC,Fulham,eng Premier League,29,1988,9.3,0,4,0,0.0,0.43,0.0,0.0,,28.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1585,Levan Mchedlidze,ge GEO,DL,Empoli,it Serie A,28,1990,2.3,0,4,1,25.0,1.73,0.43,0.0,0.0,20.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1586,Weston McKennie,us USA,"CC,DL",Schalke 04,de Bundesliga,19,1998,19.4,1,25,7,28.0,1.29,0.36,0.04,0.14,13.2,0,0,0,3.0,3.0,0.12,-2.0,-2.0
1587,Dwight McNeil,eng ENG,CC,Burnley,eng Premier League,18,1999,17.7,3,27,6,22.2,1.53,0.34,0.11,0.5,20.9,3,0,0,2.0,2.0,0.07,1.0,1.0
1588,Scott McTominay,sct SCO,"CC,DF",Manchester Utd,eng Premier League,21,1996,9.6,2,15,6,40.0,1.56,0.62,0.13,0.33,17.7,0,0,0,1.5,1.5,0.1,0.5,0.5
1589,Iuri Medeiros,pt POR,"CC,DL",Genoa,it Serie A,24,1994,1.2,0,2,0,0.0,1.7,0.0,0.0,,22.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1590,Nicky Medja,ch SUI,"DL,CC",Fiorentina,it Serie A,18,2000,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1591,Álvaro Medrán,es ESP,CC,Rayo Vallecano,es La Liga,24,1994,12.8,3,24,9,37.5,1.88,0.7,0.13,0.33,24.3,3,0,0,2.3,2.3,0.1,0.7,0.7
1592,Ben Mee,eng ENG,DF,Burnley,eng Premier League,28,1989,38.0,0,21,4,19.0,0.55,0.11,0.0,0.0,9.8,0,0,0,1.6,1.6,0.08,-1.6,-1.6
1593,Riccardo Meggiorini,it ITA,DL,Chievo,it Serie A,32,1985,17.2,3,33,14,42.4,1.92,0.81,0.06,0.14,16.9,1,1,1,3.3,2.5,0.08,-0.3,-0.5
1594,Admir Mehmedi,ch SUI,"DL,CC",Wolfsburg,de Bundesliga,27,1991,18.8,6,36,13,36.1,1.91,0.69,0.17,0.46,17.1,1,0,0,4.0,4.0,0.11,2.0,2.0
1595,Soualiho Meïté,fr FRA,CC,Torino,it Serie A,24,1994,29.5,2,30,11,36.7,1.02,0.37,0.07,0.18,22.1,0,0,0,1.2,1.2,0.04,0.8,0.8
1596,Farid El Melali,dz ALG,"CC,DL",Angers,fr Ligue 1,21,1997,3.6,0,8,1,12.5,2.2,0.27,0.0,0.0,18.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4
1597,Óscar Melendo,es ESP,"CC,DL",Espanyol,es La Liga,20,1997,22.2,0,9,5,55.6,0.41,0.23,0.0,0.0,21.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
1598,Gonzalo Melero,es ESP,CC,Huesca,es La Liga,24,1994,14.9,2,20,5,25.0,1.34,0.33,0.05,0.2,16.6,0,1,2,5.1,3.5,0.18,-3.1,-2.5
1599,Arthur Melo,br BRA,CC,Barcelona,es La Liga,21,1996,15.9,0,6,4,66.7,0.38,0.25,0.0,0.0,21.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1600,Memphis,nl NED,"DL,CC",Lyon,fr Ligue 1,24,1994,30.4,10,108,38,35.2,3.55,1.25,0.09,0.26,21.3,24,0,2,14.3,12.7,0.12,-4.3,-2.7
1601,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,27,1990,29.6,1,8,2,25.0,0.27,0.07,0.13,0.5,20.1,0,0,0,0.9,0.9,0.11,0.1,0.1
1602,Thiago Mendes,br BRA,CC,Lille,fr Ligue 1,26,1992,34.2,0,32,4,12.5,0.94,0.12,0.0,0.0,27.5,5,0,0,1.5,1.5,0.05,-1.5,-1.5
1603,Brais Méndez,es ESP,"CC,DL",Celta Vigo,es La Liga,21,1997,26.1,6,70,25,35.7,2.68,0.96,0.07,0.2,20.2,2,1,1,5.5,4.7,0.07,0.5,0.3
1604,Nathaniel Mendez-Laing,gt GUA,"CC,DL",Cardiff City,eng Premier League,26,1992,10.9,4,19,8,42.1,1.74,0.73,0.16,0.38,15.6,0,1,1,2.3,1.5,0.08,1.7,1.5
1605,Stiven Mendoza,co COL,"DL,CC",Amiens,fr Ligue 1,26,1992,20.9,2,42,8,19.0,2.01,0.38,0.05,0.25,22.5,4,0,0,2.9,2.9,0.07,-0.9,-0.9
1606,Alexandre Mendy,gw GNB,DL,Guingamp,fr Ligue 1,24,1994,8.5,3,22,7,31.8,2.58,0.82,0.14,0.43,13.2,0,0,0,3.0,3.0,0.13,0.0,0.0
1607,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,24,1994,10.0,0,7,3,42.9,0.7,0.3,0.0,0.0,24.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1608,Edouard Mendy,sn SEN,PO,Reims,fr Ligue 1,26,1992,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1609,Ferland Mendy,fr FRA,DF,Lyon,fr Ligue 1,23,1995,28.1,2,23,7,30.4,0.82,0.25,0.09,0.29,21.9,0,0,0,0.9,0.9,0.04,1.1,1.1
1610,Nampalys Mendy,sn SEN,CC,Leicester City,eng Premier League,26,1992,23.2,0,2,0,0.0,0.09,0.0,0.0,,22.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1611,Hamza Mendyl,ma MAR,DF,Schalke 04,de Bundesliga,20,1997,6.0,0,3,2,66.7,0.5,0.33,0.0,0.0,23.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1612,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,20,1997,9.4,0,2,0,0.0,0.21,0.0,0.0,,8.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1613,Gabriel Mercado,ar ARG,DF,Sevilla,es La Liga,31,1987,19.3,2,11,3,27.3,0.57,0.16,0.18,0.67,13.8,0,0,0,1.8,1.8,0.16,0.2,0.2
1614,Alex Meret,it ITA,PO,Napoli,it Serie A,21,1997,12.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1615,Mehdi Merghem,fr FRA,"DL,CC",Guingamp,fr Ligue 1,21,1997,8.0,0,24,4,16.7,3.0,0.5,0.0,0.0,26.0,1,0,0,1.6,1.6,0.07,-1.6,-1.6
1616,Mikel Merino,es ESP,CC,Real Sociedad,es La Liga,22,1996,22.8,3,24,10,41.7,1.05,0.44,0.13,0.3,16.1,0,0,0,2.9,2.9,0.12,0.1,0.1
1617,Sabin Merino,es ESP,"DL,CC",Leganés,es La Liga,26,1992,3.3,0,11,4,36.4,3.36,1.22,0.0,0.0,12.1,0,0,0,1.5,1.5,0.13,-1.5,-1.5
1618,Martín Merquelanz,es ESP,CC,Real Sociedad,es La Liga,23,1995,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1619,Dries Mertens,be BEL,DL,Napoli,it Serie A,31,1987,25.0,16,88,38,43.2,3.52,1.52,0.17,0.39,17.6,4,1,1,10.7,9.9,0.11,5.3,5.1
1620,Roque Mesa,es ESP,CC,Sevilla,es La Liga,29,1989,19.4,2,28,7,25.0,1.44,0.36,0.07,0.29,21.0,1,0,0,1.2,1.2,0.04,0.8,0.8
1621,Lionel Messi,ar ARG,DL,Barcelona,es La Liga,31,1987,30.1,36,165,82,49.7,5.47,2.72,0.19,0.39,20.2,41,4,5,23.8,19.9,0.12,12.2,12.1
1622,Romain Métanire,mg MAD,DF,Reims,fr Ligue 1,28,1990,3.5,0,1,1,100.0,0.29,0.29,0.0,0.0,10.9,0,0,0,0.5,0.5,0.47,-0.5,-0.5
