RL2017-2018,Jugador2017-2018,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,ACT2017-2018,SCA902017-2018,PassLive2017-2018,PassDead2017-2018,HASTA2017-2018,Dis2017-2018,FR2017-2018,Def2017-2018,ACG2017-2018,GCA902017-2018,PassLive.12017-2018,PassDead.12017-2018,HASTA.12017-2018,Dis.12017-2018,FR.12017-2018,Def.12017-2018
12,Afriyie Acquah,gh GHA,CC,Torino,it Serie A,25.0,1992.0,10.6,17.0,1.63,13.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Charlie Adam,sct SCO,CC,Stoke City,eng Premier League,31.0,1985.0,4.6,17.0,3.72,7.0,2.0,3.0,1.0,4.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0
14,Antonio Adán,es ESP,PO,Betis,es La Liga,30.0,1987.0,30.0,5.0,0.17,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0
15,Aday,es ESP,DF,Girona,es La Liga,29.0,1987.0,20.4,56.0,2.75,41.0,7.0,0.0,5.0,3.0,0.0,3.0,0.15,3.0,0.0,0.0,0.0,0.0,0.0
16,Khaled Adénon,bj BEN,DF,Amiens,fr Ligue 1,32.0,1985.0,32.5,15.0,0.46,9.0,4.0,0.0,1.0,1.0,0.0,1.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0
17,Claud Adjapong,it ITA,"DF,DL",Sassuolo,it Serie A,19.0,1998.0,13.6,25.0,1.84,17.0,0.0,1.0,2.0,3.0,2.0,2.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0
18,René Adler,de GER,PO,Mainz 05,de Bundesliga,32.0,1985.0,14.0,5.0,0.36,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Yacine Adli,fr FRA,DL,Paris S-G,fr Ligue 1,17.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Ali Adnan Kadhim,iq IRQ,"DF,DL",Udinese,it Serie A,23.0,1993.0,18.6,38.0,2.05,31.0,5.0,1.0,0.0,1.0,0.0,4.0,0.22,3.0,0.0,0.0,0.0,1.0,0.0
21,Adrián,es ESP,PO,West Ham,eng Premier League,30.0,1987.0,19.0,2.0,0.11,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0
22,Aritz Aduriz,es ESP,DL,Athletic Club,es La Liga,36.0,1981.0,23.9,35.0,1.46,19.0,0.0,2.0,6.0,7.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
23,Ibrahim Afellay,nl NED,CC,Stoke City,eng Premier League,31.0,1986.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Benik Afobe,cd COD,DL,Bournemouth,eng Premier League,24.0,1993.0,6.8,11.0,1.84,6.0,0.0,1.0,2.0,2.0,0.0,1.0,0.17,0.0,0.0,0.0,0.0,1.0,0.0
25,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,21.0,1996.0,20.3,25.0,1.23,20.0,5.0,0.0,0.0,0.0,0.0,5.0,0.25,5.0,0.0,0.0,0.0,0.0,0.0
26,Imanol Agirretxe,es ESP,DL,Real Sociedad,es La Liga,30.0,1987.0,2.6,2.0,0.78,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.78,0.0,0.0,0.0,1.0,1.0,0.0
27,Sergio Agüero,ar ARG,DL,Manchester City,eng Premier League,29.0,1988.0,21.8,80.0,3.67,57.0,0.0,14.0,5.0,3.0,1.0,12.0,0.55,8.0,0.0,3.0,0.0,0.0,1.0
28,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,24.0,1993.0,27.3,72.0,2.64,55.0,5.0,5.0,2.0,5.0,0.0,7.0,0.26,6.0,0.0,0.0,1.0,0.0,0.0
29,Matías Aguirregaray,uy URU,DF,Las Palmas,es La Liga,28.0,1989.0,12.8,19.0,1.48,16.0,0.0,1.0,2.0,0.0,0.0,2.0,0.16,1.0,0.0,0.0,1.0,0.0,0.0
30,Jean-Eudes Aholou,ci CIV,CC,Strasbourg,fr Ligue 1,23.0,1994.0,33.4,42.0,1.26,31.0,0.0,1.0,6.0,3.0,1.0,6.0,0.18,3.0,0.0,0.0,1.0,2.0,0.0
31,Ailton,br BRA,"DF,CC",Stuttgart,de Bundesliga,22.0,1995.0,1.2,2.0,1.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Youssef Aït Bennasser,ma MAR,CC,Caen,fr Ligue 1,21.0,1996.0,22.7,53.0,2.33,41.0,1.0,7.0,0.0,4.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
33,Arlind Ajeti,al ALB,DF,Crotone,it Serie A,23.0,1993.0,14.1,14.0,0.99,9.0,0.0,0.0,1.0,1.0,3.0,2.0,0.14,1.0,0.0,0.0,1.0,0.0,0.0
34,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,22.0,1995.0,10.0,7.0,0.7,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
35,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,22.0,1995.0,37.3,20.0,0.54,17.0,0.0,3.0,0.0,0.0,0.0,5.0,0.13,5.0,0.0,0.0,0.0,0.0,0.0
36,Ager Aketxe,es ESP,CC,Athletic Club,es La Liga,23.0,1993.0,0.4,3.0,7.3,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.43,1.0,0.0,0.0,0.0,0.0,0.0
37,Chadrac Akolo,cd COD,"CC,DL",Stuttgart,de Bundesliga,22.0,1995.0,12.2,37.0,3.02,25.0,1.0,5.0,4.0,1.0,1.0,4.0,0.33,0.0,0.0,3.0,1.0,0.0,0.0
38,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,22.0,1995.0,18.8,15.0,0.8,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
39,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,25.0,1992.0,17.2,53.0,3.07,44.0,4.0,1.0,3.0,0.0,1.0,4.0,0.23,4.0,0.0,0.0,0.0,0.0,0.0
40,Lucas Alario,ar ARG,DL,Leverkusen,de Bundesliga,24.0,1992.0,17.2,40.0,2.33,27.0,0.0,7.0,1.0,4.0,1.0,7.0,0.41,4.0,0.0,2.0,0.0,1.0,0.0
41,David Alba,es ESP,DF,Getafe,es La Liga,18.0,1999.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Jordi Alba,es ESP,DF,Barcelona,es La Liga,28.0,1989.0,30.5,64.0,2.1,61.0,1.0,1.0,1.0,0.0,0.0,11.0,0.36,10.0,0.0,0.0,1.0,0.0,0.0
43,Raúl Albentosa,es ESP,DF,La Coruña,es La Liga,28.0,1988.0,19.4,6.0,0.31,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Luis Alberto,es ESP,"DL,CC",Lazio,it Serie A,24.0,1992.0,29.7,183.0,6.18,112.0,50.0,12.0,7.0,2.0,0.0,25.0,0.84,13.0,8.0,3.0,0.0,1.0,0.0
45,Raúl Albiol,es ESP,DF,Napoli,it Serie A,31.0,1985.0,30.5,24.0,0.79,23.0,0.0,0.0,1.0,0.0,0.0,3.0,0.1,2.0,0.0,0.0,1.0,0.0,0.0
46,Miiko Albornoz,cl CHI,"DF,CC",Hannover 96,de Bundesliga,26.0,1990.0,7.8,20.0,2.56,15.0,1.0,1.0,1.0,1.0,1.0,3.0,0.38,3.0,0.0,0.0,0.0,0.0,0.0
47,Marc Albrighton,eng ENG,"CC,DL",Leicester City,eng Premier League,27.0,1989.0,28.2,79.0,2.8,51.0,15.0,9.0,1.0,3.0,0.0,11.0,0.39,10.0,1.0,0.0,0.0,0.0,0.0
48,Paco Alcácer,es ESP,"CC,DL",Barcelona,es La Liga,23.0,1993.0,7.7,15.0,1.94,11.0,0.0,0.0,2.0,1.0,1.0,5.0,0.65,2.0,0.0,0.0,1.0,1.0,1.0
49,Pedro Alcalá,es ESP,DF,Girona,es La Liga,28.0,1989.0,7.7,6.0,0.78,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Thiago Alcántara,es ESP,"CC,DL",Bayern Munich,de Bundesliga,26.0,1991.0,13.9,60.0,4.33,52.0,3.0,1.0,0.0,2.0,2.0,5.0,0.36,4.0,0.0,1.0,0.0,0.0,0.0
51,David Alcibiade,fr FRA,DF,Nantes,fr Ligue 1,25.0,1991.0,2.3,3.0,1.3,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0
52,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,28.0,1989.0,13.1,20.0,1.53,16.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Steve Aldo One,cm CMR,DF,La Coruña,es La Liga,22.0,1995.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Álex Alegría,es ESP,DL,Levante,es La Liga,24.0,1992.0,7.0,11.0,1.58,7.0,0.0,0.0,0.0,4.0,0.0,2.0,0.29,1.0,0.0,0.0,0.0,1.0,0.0
55,Iván Alejo,es ESP,"CC,DL",Eibar,es La Liga,22.0,1995.0,12.2,31.0,2.53,22.0,1.0,2.0,0.0,5.0,1.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0
56,Alexander,ar ARG,"CC,DL",Leganés,es La Liga,28.0,1988.0,11.8,35.0,2.97,23.0,4.0,2.0,4.0,2.0,0.0,4.0,0.34,2.0,1.0,0.0,0.0,1.0,0.0
57,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,18.0,1998.0,17.5,42.0,2.4,29.0,7.0,2.0,2.0,0.0,2.0,3.0,0.17,2.0,0.0,1.0,0.0,0.0,0.0
58,Alexis,es ESP,DF,Alavés,es La Liga,31.0,1985.0,24.3,15.0,0.62,11.0,4.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
59,Alisson,br BRA,PO,Roma,it Serie A,24.0,1992.0,37.0,5.0,0.14,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
60,Allan,br BRA,CC,Napoli,it Serie A,26.0,1991.0,31.7,102.0,3.22,76.0,0.0,10.0,3.0,9.0,4.0,14.0,0.44,11.0,0.0,1.0,0.0,1.0,1.0
61,Joe Allen,wls WAL,CC,Stoke City,eng Premier League,27.0,1990.0,34.9,74.0,2.12,63.0,3.0,2.0,1.0,4.0,1.0,12.0,0.34,8.0,1.0,1.0,0.0,1.0,1.0
62,Dele Alli,eng ENG,"CC,DL",Tottenham,eng Premier League,21.0,1996.0,32.9,133.0,4.05,104.0,1.0,5.0,6.0,14.0,3.0,19.0,0.58,14.0,0.0,0.0,3.0,2.0,0.0
63,Júnior Alonso,py PAR,DF,Lille,fr Ligue 1,24.0,1993.0,30.9,27.0,0.87,24.0,3.0,0.0,0.0,0.0,0.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0
64,José Alonso Lara,es ESP,CC,Sevilla,es La Liga,17.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Marcos Alonso,es ESP,"DF,CC",Chelsea,eng Premier League,26.0,1990.0,31.7,81.0,2.55,64.0,5.0,2.0,6.0,3.0,1.0,7.0,0.22,7.0,0.0,0.0,0.0,0.0,0.0
66,Ricky Álvarez,ar ARG,CC,Sampdoria,it Serie A,29.0,1988.0,3.0,12.0,4.08,7.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Sergio Álvarez,es ESP,PO,Celta Vigo,es La Liga,30.0,1986.0,16.4,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,22.0,1995.0,7.5,11.0,1.47,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0
69,Dani Alves,br BRA,DF,Paris S-G,fr Ligue 1,34.0,1983.0,22.9,84.0,3.66,74.0,4.0,1.0,5.0,0.0,0.0,12.0,0.52,12.0,0.0,0.0,0.0,0.0,0.0
70,Ibrahim Amadou,fr FRA,"CC,DF",Lille,fr Ligue 1,24.0,1993.0,26.7,27.0,1.01,21.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Eloi Amagat,es ESP,CC,Girona,es La Liga,32.0,1985.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Morgan Amalfitano,fr FRA,"CC,DL",Rennes,fr Ligue 1,32.0,1985.0,8.3,18.0,2.17,15.0,0.0,0.0,3.0,0.0,0.0,2.0,0.24,1.0,0.0,0.0,1.0,0.0,0.0
73,Romain Amalfitano,fr FRA,CC,Dijon,fr Ligue 1,27.0,1989.0,30.0,53.0,1.76,44.0,3.0,2.0,1.0,3.0,0.0,4.0,0.13,3.0,1.0,0.0,0.0,0.0,0.0
74,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,22.0,1994.0,5.4,2.0,0.37,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.18,0.0,1.0,0.0,0.0,0.0,0.0
75,Jordi Amat,id IDN,"DF,CC",Betis,es La Liga,25.0,1992.0,22.7,18.0,0.79,16.0,0.0,2.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
76,Amath,sn SEN,"CC,DL",Getafe,es La Liga,21.0,1996.0,31.8,61.0,1.92,36.0,0.0,12.0,3.0,9.0,1.0,4.0,0.13,2.0,0.0,1.0,1.0,0.0,0.0
77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,23.0,1994.0,24.4,53.0,2.18,35.0,4.0,7.0,5.0,2.0,0.0,8.0,0.33,6.0,1.0,0.0,1.0,0.0,0.0
78,Stephan Ambrosius,gh GHA,DF,Hamburger SV,de Bundesliga,18.0,1998.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,19.0,1998.0,35.0,33.0,0.94,19.0,7.0,6.0,0.0,1.0,0.0,4.0,0.11,2.0,0.0,2.0,0.0,0.0,0.0
80,Nadiem Amiri,de GER,CC,Hoffenheim,de Bundesliga,20.0,1996.0,19.4,74.0,3.83,55.0,7.0,3.0,7.0,2.0,0.0,6.0,0.31,5.0,0.0,0.0,1.0,0.0,0.0
81,Ethan Ampadu,wls WAL,DF,Chelsea,eng Premier League,16.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Nordin Amrabat,ma MAR,DL,Watford,eng Premier League,30.0,1987.0,20.2,58.0,5.21,34.0,1.0,12.0,4.0,7.0,0.0,7.0,0.39,4.0,1.0,2.0,0.0,0.0,0.0
84,Jon Ander Serantes,es ESP,PO,Leganés,es La Liga,27.0,1989.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,21.0,1996.0,6.1,3.0,0.49,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Felipe Anderson,br BRA,"DL,CC",Lazio,it Serie A,24.0,1993.0,12.9,84.0,6.52,56.0,10.0,14.0,1.0,2.0,1.0,13.0,1.01,10.0,1.0,2.0,0.0,0.0,0.0
87,Florin Andone,ro ROU,DL,La Coruña,es La Liga,24.0,1993.0,18.2,23.0,1.27,11.0,0.0,2.0,6.0,4.0,0.0,5.0,0.28,3.0,0.0,0.0,1.0,1.0,0.0
88,Nícolas Andrade,br BRA,PO,Hellas Verona,it Serie A,29.0,1988.0,36.0,11.0,0.31,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
89,Benjamin André,fr FRA,CC,Rennes,fr Ligue 1,26.0,1990.0,33.5,77.0,2.3,66.0,0.0,3.0,3.0,3.0,2.0,7.0,0.21,6.0,0.0,0.0,1.0,0.0,0.0
90,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,31.0,1986.0,20.3,6.0,0.3,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,28.0,1989.0,23.0,38.0,1.65,31.0,3.0,2.0,0.0,2.0,0.0,4.0,0.17,3.0,0.0,0.0,0.0,1.0,0.0
92,Miguel Ángel Guerrero,es ESP,DL,Leganés,es La Liga,27.0,1990.0,16.0,30.0,1.87,22.0,0.0,2.0,2.0,3.0,1.0,6.0,0.37,3.0,0.0,0.0,2.0,1.0,0.0
93,José Ángel,es ESP,DF,Eibar,es La Liga,27.0,1989.0,27.0,76.0,2.82,36.0,30.0,6.0,2.0,2.0,0.0,11.0,0.41,5.0,4.0,1.0,1.0,0.0,0.0
94,Miguel Ángel Moyá,es ESP,PO,Real Sociedad,es La Liga,33.0,1984.0,8.5,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0
95,Miguel Ángel Rubio,es ESP,DF,Getafe,es La Liga,19.0,1998.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Gabriele Angella,it ITA,DF,Udinese,it Serie A,28.0,1989.0,9.9,11.0,1.11,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,30.0,1986.0,20.8,51.0,2.45,31.0,2.0,10.0,3.0,3.0,2.0,8.0,0.39,5.0,0.0,1.0,1.0,1.0,0.0
98,Luca Antei,it ITA,DF,Benevento,it Serie A,25.0,1992.0,6.6,5.0,0.76,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Mirco Antenucci,it ITA,DL,SPAL,it Serie A,32.0,1984.0,28.6,81.0,2.83,56.0,1.0,6.0,8.0,7.0,3.0,10.0,0.35,6.0,0.0,0.0,3.0,1.0,0.0
100,Waldemar Anton,de GER,"DF,CC",Hannover 96,de Bundesliga,21.0,1996.0,25.3,14.0,0.55,13.0,0.0,0.0,1.0,0.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
101,Luca Antonelli,it ITA,"DF,DL",Milan,it Serie A,30.0,1987.0,1.6,2.0,1.26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Michail Antonio,jm JAM,"DL,CC",West Ham,eng Premier League,27.0,1990.0,15.0,38.0,2.53,24.0,1.0,6.0,1.0,6.0,0.0,5.0,0.33,1.0,0.0,2.0,1.0,1.0,0.0
103,Mirko Antonucci,it ITA,DL,Roma,it Serie A,18.0,1999.0,0.3,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
104,Vitorino Antunes,pt POR,DF,Getafe,es La Liga,30.0,1987.0,31.1,59.0,1.9,31.0,20.0,3.0,1.0,1.0,3.0,5.0,0.16,3.0,1.0,1.0,0.0,0.0,0.0
105,Dennis Aogo,de GER,"CC,DF",Stuttgart,de Bundesliga,30.0,1987.0,21.7,43.0,1.98,28.0,14.0,0.0,1.0,0.0,0.0,8.0,0.37,3.0,4.0,0.0,1.0,0.0,0.0
106,Houssem Aouar,dz ALG,"CC,DL",Lyon,fr Ligue 1,19.0,1998.0,27.0,97.0,3.59,71.0,0.0,9.0,5.0,8.0,4.0,15.0,0.55,12.0,0.0,1.0,1.0,0.0,1.0
107,Alberto Aquilani,it ITA,CC,Las Palmas,es La Liga,33.0,1984.0,14.4,28.0,1.94,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,21.0,1995.0,23.6,25.0,1.06,18.0,0.0,1.0,2.0,2.0,2.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,20.0,1997.0,2.1,2.0,0.93,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,28.0,1989.0,25.6,71.0,2.78,59.0,4.0,0.0,3.0,2.0,3.0,6.0,0.23,4.0,1.0,0.0,0.0,0.0,1.0
111,Luiz Araújo,br BRA,"DL,CC",Lille,fr Ligue 1,21.0,1996.0,22.4,55.0,2.45,37.0,2.0,9.0,5.0,2.0,0.0,8.0,0.36,6.0,0.0,1.0,0.0,1.0,0.0
112,Sergio Araujo,ar ARG,"CC,DL",Las Palmas,es La Liga,25.0,1992.0,0.4,2.0,4.62,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,30.0,1987.0,26.8,39.0,1.45,29.0,3.0,1.0,4.0,1.0,1.0,5.0,0.19,4.0,0.0,0.0,1.0,0.0,0.0
114,Alphonse Areola,fr FRA,PO,Paris S-G,fr Ligue 1,24.0,1993.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Scott Arfield,ca CAN,"CC,DL",Burnley,eng Premier League,28.0,1988.0,14.8,22.0,1.49,14.0,0.0,3.0,3.0,2.0,0.0,3.0,0.2,1.0,0.0,1.0,0.0,1.0,0.0
116,Samuel Armenteros,se SWE,DL,Benevento,it Serie A,27.0,1990.0,4.8,4.0,0.84,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Yoël Armougom,fr FRA,"DF,CC",Caen,fr Ligue 1,19.0,1998.0,1.5,1.0,0.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,José Arnaiz,es ESP,CC,Barcelona,es La Liga,22.0,1995.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Marko Arnautović,at AUT,"DL,CC",West Ham,eng Premier League,28.0,1989.0,25.7,80.0,3.11,51.0,2.0,15.0,7.0,4.0,1.0,16.0,0.62,10.0,0.0,3.0,2.0,0.0,1.0
120,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,23.0,1994.0,27.3,83.0,3.05,55.0,22.0,0.0,1.0,4.0,1.0,3.0,0.11,2.0,1.0,0.0,0.0,0.0,0.0
121,Jann-Fiete Arp,de GER,"DL,CC",Hamburger SV,de Bundesliga,17.0,2000.0,9.4,18.0,1.91,9.0,0.0,4.0,1.0,3.0,1.0,2.0,0.21,1.0,0.0,1.0,0.0,0.0,0.0
122,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,28.0,1989.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Kepa Arrizabalaga,es ESP,PO,Athletic Club,es La Liga,22.0,1994.0,30.0,7.0,0.23,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Harry Arter,ie IRL,CC,Bournemouth,eng Premier League,27.0,1989.0,10.7,23.0,2.16,19.0,2.0,0.0,0.0,0.0,2.0,1.0,0.09,0.0,0.0,0.0,0.0,0.0,1.0
