RL2017-2018,Jugador2017-2018,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,ACT2017-2018,SCA902017-2018,PassLive2017-2018,PassDead2017-2018,HASTA2017-2018,Dis2017-2018,FR2017-2018,Def2017-2018,ACG2017-2018,GCA902017-2018,PassLive.12017-2018,PassDead.12017-2018,HASTA.12017-2018,Dis.12017-2018,FR.12017-2018,Def.12017-2018
358,Alberto Brignoli,it ITA,PO,Benevento,it Serie A,25.0,1991.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,Miguel Britos,uy URU,DF,Watford,eng Premier League,32.0,1985.0,8.9,8.0,0.9,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Leon Britton,eng ENG,CC,Swansea City,eng Premier League,34.0,1982.0,3.4,3.0,0.89,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,Petar Brlek,hr CRO,CC,Genoa,it Serie A,23.0,1994.0,2.6,1.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,John Brooks,us USA,DF,Wolfsburg,de Bundesliga,24.0,1993.0,8.1,4.0,0.5,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0
363,Daniel Brosinski,de GER,"DF,DL",Mainz 05,de Bundesliga,29.0,1988.0,27.8,82.0,2.95,49.0,23.0,0.0,6.0,2.0,2.0,11.0,0.4,6.0,1.0,0.0,3.0,1.0,0.0
364,Izzy Brown,eng ENG,"CC,DL",Brighton,eng Premier League,20.0,1997.0,3.5,12.0,3.48,9.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,Marcelo Brozović,hr CRO,CC,Inter,it Serie A,24.0,1992.0,21.4,110.0,5.14,78.0,26.0,1.0,3.0,2.0,0.0,14.0,0.65,8.0,4.0,0.0,1.0,1.0,0.0
366,Bruma,pt POR,"CC,DL",RB Leipzig,de Bundesliga,22.0,1994.0,17.9,64.0,3.58,51.0,0.0,6.0,4.0,3.0,0.0,5.0,0.28,4.0,0.0,1.0,0.0,0.0,0.0
367,Jeffrey Bruma,nl NED,DF,Wolfsburg,de Bundesliga,25.0,1991.0,11.0,4.0,0.36,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
368,Bruno,es ESP,DF,Brighton,eng Premier League,36.0,1980.0,22.4,37.0,1.65,28.0,4.0,3.0,0.0,2.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
369,Chris Brunt,nir NIR,"CC,DF",West Brom,eng Premier League,32.0,1984.0,21.3,76.0,3.56,41.0,28.0,3.0,3.0,0.0,1.0,10.0,0.47,4.0,5.0,0.0,1.0,0.0,0.0
741,Jacob Bruun Larsen,dk DEN,"CC,DF",Stuttgart,de Bundesliga,18.0,1998.0,1.3,1.0,0.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Marcel Büchel,li LIE,CC,Hellas Verona,it Serie A,26.0,1991.0,18.8,29.0,1.54,23.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Ante Budimir,hr CRO,DL,Crotone,it Serie A,26.0,1991.0,17.6,41.0,2.32,28.0,2.0,1.0,1.0,8.0,1.0,2.0,0.11,0.0,0.0,0.0,1.0,1.0,0.0
374,Alberto Bueno,es ESP,"CC,DL",Málaga,es La Liga,29.0,1988.0,2.5,8.0,3.2,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Gianluigi Buffon,it ITA,PO,Juventus,it Serie A,39.0,1978.0,20.7,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,Onur Bulut,tr TUR,DL,Freiburg,de Bundesliga,23.0,1994.0,0.4,1.0,2.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,Alessandro Buongiorno,it ITA,DF,Torino,it Serie A,18.0,1999.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,Nicolás Burdisso,ar ARG,DF,Torino,it Serie A,36.0,1981.0,23.0,9.0,0.39,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
379,Guido Burgstaller,at AUT,DL,Schalke 04,de Bundesliga,28.0,1989.0,25.8,57.0,2.21,40.0,0.0,6.0,5.0,4.0,2.0,9.0,0.35,6.0,0.0,2.0,1.0,0.0,0.0
380,Burgui,es ESP,"CC,DL",Alavés,es La Liga,23.0,1993.0,11.5,46.0,4.0,36.0,0.0,2.0,3.0,4.0,1.0,4.0,0.35,3.0,0.0,1.0,0.0,0.0,0.0
381,Oliver Burke,sct SCO,"DL,CC",West Brom,eng Premier League,20.0,1997.0,4.1,10.0,2.45,7.0,0.0,1.0,1.0,1.0,0.0,3.0,0.74,2.0,0.0,0.0,0.0,1.0,0.0
382,Roman Bürki,ch SUI,PO,Dortmund,de Bundesliga,26.0,1990.0,33.0,7.0,0.21,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,Patrick Burner,mq MTQ,DF,Nice,fr Ligue 1,21.0,1996.0,10.0,22.0,2.21,16.0,0.0,6.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
384,Dženis Burnić,de GER,CC,Stuttgart,de Bundesliga,19.0,1998.0,3.4,13.0,3.84,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,Sergio Busquets,es ESP,CC,Barcelona,es La Liga,29.0,1988.0,28.8,60.0,2.08,54.0,0.0,0.0,0.0,4.0,2.0,10.0,0.35,8.0,0.0,0.0,0.0,1.0,1.0
386,Unai Bustinza,es ESP,DF,Leganés,es La Liga,25.0,1992.0,18.2,16.0,0.88,10.0,3.0,0.0,1.0,0.0,2.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
387,Ludovic Butelle,fr FRA,PO,Angers,fr Ligue 1,34.0,1983.0,18.4,4.0,0.22,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,Jack Butland,eng ENG,PO,Stoke City,eng Premier League,24.0,1993.0,35.0,10.0,0.29,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Sam Byram,eng ENG,"DF,CC",West Ham,eng Premier League,23.0,1993.0,2.8,2.0,0.73,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Jakub Błaszczykowski,pl POL,"DL,CC",Wolfsburg,de Bundesliga,31.0,1985.0,5.8,19.0,3.29,16.0,0.0,2.0,0.0,1.0,0.0,3.0,0.52,2.0,0.0,1.0,0.0,0.0,0.0
391,Erick Cabaco,uy URU,DF,Levante,es La Liga,22.0,1995.0,11.6,5.0,0.43,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09,0.0,0.0,0.0,0.0,1.0,0.0
392,Willy Caballero,ar ARG,PO,Chelsea,eng Premier League,35.0,1981.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Yohan Cabaye,fr FRA,CC,Crystal Palace,eng Premier League,31.0,1986.0,26.4,84.0,3.18,37.0,34.0,2.0,3.0,5.0,3.0,6.0,0.23,3.0,1.0,0.0,1.0,1.0,0.0
789,Rémy Cabella,fr FRA,"DL,CC",Marseille,fr Ligue 1,27.0,1990.0,25.8,127.0,7.790000000000001,87.0,9.0,12.0,4.0,11.0,4.0,13.0,0.52,11.0,1.0,1.0,0.0,0.0,0.0
396,Gustavo Cabral,ar ARG,DF,Celta Vigo,es La Liga,31.0,1985.0,21.0,13.0,0.62,9.0,0.0,1.0,2.0,0.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
795,Leandro Cabrera,uy URU,DF,Crotone,it Serie A,26.0,1991.0,12.1,11.0,1.6199999999999999,7.0,2.0,1.0,0.0,0.0,1.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
399,Fabrizio Cacciatore,it ITA,DF,Chievo,it Serie A,30.0,1986.0,31.9,78.0,2.45,61.0,8.0,2.0,2.0,3.0,2.0,8.0,0.25,7.0,1.0,0.0,0.0,0.0,0.0
801,Martín Cáceres,uy URU,DF,Hellas Verona,it Serie A,30.0,1987.0,17.8,27.0,2.9699999999999998,21.0,2.0,0.0,3.0,0.0,1.0,4.0,0.43000000000000005,2.0,0.0,0.0,2.0,0.0,0.0
402,Cafú,pt POR,CC,Metz,fr Ligue 1,24.0,1993.0,7.6,9.0,1.19,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,Jonathan Cafu,br BRA,"DL,CC",Bordeaux,fr Ligue 1,26.0,1991.0,7.0,28.0,3.99,26.0,0.0,1.0,0.0,1.0,0.0,3.0,0.43,2.0,0.0,0.0,0.0,1.0,0.0
404,Gary Cahill,eng ENG,DF,Chelsea,eng Premier League,31.0,1985.0,23.2,7.0,0.3,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Yannick Cahuzac,fr FRA,CC,Toulouse,fr Ligue 1,32.0,1985.0,16.9,14.0,0.83,10.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,Felipe Caicedo,ec ECU,"DL,CC",Lazio,it Serie A,28.0,1988.0,8.0,17.0,2.14,10.0,0.0,5.0,2.0,0.0,0.0,2.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0
407,Caiuby,br BRA,DL,Augsburg,de Bundesliga,29.0,1988.0,31.7,85.0,2.68,60.0,2.0,8.0,6.0,7.0,2.0,12.0,0.38,8.0,0.0,0.0,4.0,0.0,0.0
408,Cala,es ESP,DF,Getafe,es La Liga,27.0,1989.0,20.0,9.0,0.45,4.0,1.0,0.0,3.0,0.0,1.0,3.0,0.15,1.0,0.0,0.0,2.0,0.0,0.0
409,Davide Calabria,it ITA,DF,Milan,it Serie A,20.0,1996.0,17.4,42.0,2.42,37.0,0.0,2.0,1.0,2.0,0.0,7.0,0.4,6.0,0.0,0.0,1.0,0.0,0.0
410,Mattia Caldara,it ITA,DF,Atalanta,it Serie A,23.0,1994.0,24.0,6.0,0.25,2.0,0.0,1.0,1.0,2.0,0.0,3.0,0.12,0.0,0.0,1.0,1.0,1.0,0.0
411,Carlos Calderón,es ESP,CC,Getafe,es La Liga,22.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,Luca Caldirola,it ITA,DF,Werder Bremen,de Bundesliga,26.0,1991.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,Hakan Çalhanoğlu,tr TUR,"DL,CC",Milan,it Serie A,23.0,1994.0,24.1,129.0,5.35,80.0,22.0,10.0,11.0,4.0,2.0,9.0,0.37,6.0,2.0,0.0,1.0,0.0,0.0
414,Fabrizio Caligara,it ITA,CC,Cagliari,it Serie A,17.0,2000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,Daniel Caligiuri,it ITA,"DF,CC",Schalke 04,de Bundesliga,29.0,1988.0,32.4,98.0,3.02,54.0,23.0,10.0,2.0,4.0,5.0,14.0,0.43,7.0,6.0,1.0,0.0,0.0,0.0
416,José Callejón,es ESP,DL,Napoli,it Serie A,30.0,1987.0,36.0,137.0,3.81,95.0,27.0,3.0,10.0,2.0,0.0,18.0,0.5,8.0,6.0,1.0,2.0,1.0,0.0
417,Jonathan Calleri,ar ARG,DL,Las Palmas,es La Liga,23.0,1993.0,34.5,65.0,1.88,41.0,2.0,5.0,9.0,8.0,0.0,6.0,0.17,4.0,0.0,0.0,1.0,1.0,0.0
418,Simone Calvano,it ITA,CC,Hellas Verona,it Serie A,24.0,1993.0,7.2,5.0,0.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,Dominic Calvert-Lewin,eng ENG,DL,Everton,eng Premier League,20.0,1997.0,20.9,45.0,2.15,29.0,0.0,3.0,5.0,7.0,1.0,11.0,0.53,6.0,0.0,1.0,2.0,2.0,0.0
420,Ignacio Camacho,es ESP,"CC,DF",Wolfsburg,de Bundesliga,27.0,1990.0,10.6,11.0,1.04,7.0,1.0,0.0,1.0,0.0,2.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0
421,Abdoul Camara,gn GUI,"DL,CC",Guingamp,fr Ligue 1,27.0,1990.0,9.9,21.0,2.13,15.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
422,Souleymane Camara,sn SEN,DL,Montpellier,fr Ligue 1,34.0,1982.0,10.4,23.0,2.22,17.0,0.0,0.0,3.0,3.0,0.0,3.0,0.29,3.0,0.0,0.0,0.0,0.0,0.0
423,Víctor Camarasa,es ESP,CC,Betis,es La Liga,23.0,1994.0,13.9,34.0,2.45,26.0,1.0,3.0,0.0,3.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
424,Geoff Cameron,us USA,"DF,CC",Stoke City,eng Premier League,32.0,1985.0,16.9,15.0,0.89,10.0,1.0,2.0,2.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0
425,José Campaña,es ESP,CC,Levante,es La Liga,24.0,1993.0,30.4,100.0,3.28,73.0,18.0,2.0,3.0,2.0,2.0,8.0,0.26,8.0,0.0,0.0,0.0,0.0,0.0
426,Joel Campbell,cr CRC,"CC,DL",Betis,es La Liga,25.0,1992.0,2.4,9.0,3.79,8.0,0.0,1.0,0.0,0.0,0.0,2.0,0.84,2.0,0.0,0.0,0.0,0.0,0.0
427,Tyrese Campbell,eng ENG,DL,Stoke City,eng Premier League,17.0,1999.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,Emre Can,de GER,CC,Liverpool,eng Premier League,23.0,1994.0,23.2,59.0,2.54,51.0,2.0,1.0,2.0,3.0,0.0,10.0,0.43,8.0,1.0,0.0,0.0,1.0,0.0
429,Sergio Canales,es ESP,"CC,DL",Real Sociedad,es La Liga,26.0,1991.0,21.4,129.0,6.03,70.0,34.0,14.0,8.0,3.0,0.0,11.0,0.51,5.0,2.0,4.0,0.0,0.0,0.0
861,João Cancelo,pt POR,DF,Inter,it Serie A,23.0,1994.0,21.6,73.0,11.16,43.0,21.0,2.0,2.0,3.0,2.0,6.0,0.29,2.0,4.0,0.0,0.0,0.0,0.0
432,Antonio Candreva,it ITA,DL,Inter,it Serie A,30.0,1987.0,28.2,139.0,4.92,95.0,26.0,8.0,7.0,2.0,1.0,16.0,0.57,14.0,2.0,0.0,0.0,0.0,0.0
433,Paolo Cannavaro,it ITA,DF,Sassuolo,it Serie A,36.0,1981.0,16.0,10.0,0.62,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,Ander Capa,es ESP,DF,Eibar,es La Liga,25.0,1992.0,25.0,44.0,1.76,38.0,1.0,4.0,0.0,1.0,0.0,5.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0
435,Pierrick Capelle,fr FRA,CC,Angers,fr Ligue 1,30.0,1987.0,20.9,64.0,3.06,47.0,4.0,5.0,4.0,3.0,1.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0
436,Leonardo Capezzi,it ITA,CC,Sampdoria,it Serie A,22.0,1995.0,2.4,10.0,4.21,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.42,1.0,0.0,0.0,0.0,0.0,0.0
437,Étienne Capoue,fr FRA,CC,Watford,eng Premier League,29.0,1988.0,17.1,31.0,1.81,21.0,2.0,2.0,1.0,2.0,3.0,2.0,0.12,1.0,0.0,0.0,1.0,0.0,0.0
438,Elio Capradossi,it ITA,DF,Roma,it Serie A,21.0,1996.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Gianluca Caprari,it ITA,"DL,CC",Sampdoria,it Serie A,24.0,1993.0,20.1,85.0,4.23,58.0,7.0,6.0,11.0,2.0,1.0,6.0,0.3,4.0,0.0,1.0,0.0,1.0,0.0
881,Marco Capuano,it ITA,DF,Crotone,it Serie A,25.0,1991.0,23.3,13.0,1.36,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,Antonio Caracciolo,it ITA,DF,Hellas Verona,it Serie A,27.0,1990.0,31.7,15.0,0.47,8.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,Yoan Cardinale,fr FRA,PO,Nice,fr Ligue 1,23.0,1994.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Diego Carlos,br BRA,DF,Nantes,fr Ligue 1,24.0,1993.0,25.5,19.0,0.75,13.0,0.0,1.0,3.0,0.0,2.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0
445,Lionel Carole,fr FRA,DF,Sevilla,es La Liga,26.0,1991.0,6.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0
446,Yannick Carrasco,be BEL,"CC,DL",Atlético Madrid,es La Liga,23.0,1993.0,10.0,34.0,3.4,21.0,3.0,10.0,0.0,0.0,0.0,5.0,0.5,3.0,0.0,2.0,0.0,0.0,0.0
447,Michael Carrick,eng ENG,CC,Manchester Utd,eng Premier League,36.0,1981.0,1.2,5.0,4.13,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.83,1.0,0.0,0.0,0.0,0.0,0.0
448,Daniel Carriço,pt POR,DF,Sevilla,es La Liga,28.0,1988.0,5.1,3.0,0.59,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,André Carrillo,pe PER,"DL,CC",Watford,eng Premier League,26.0,1991.0,17.1,64.0,3.74,38.0,1.0,17.0,2.0,4.0,2.0,3.0,0.18,2.0,0.0,1.0,0.0,0.0,0.0
901,Guido Carrillo,ar ARG,DL,Southampton,eng Premier League,26.0,1991.0,9.7,19.0,3.89,13.0,0.0,2.0,2.0,2.0,0.0,3.0,0.62,2.0,0.0,0.0,0.0,1.0,0.0
452,Thomas Carrique,fr FRA,DF,Bordeaux,fr Ligue 1,18.0,1999.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,Andy Carroll,eng ENG,DL,West Ham,eng Premier League,28.0,1989.0,8.3,17.0,2.04,11.0,0.0,2.0,3.0,1.0,0.0,1.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0
454,Tom Carroll,eng ENG,CC,Swansea City,eng Premier League,25.0,1992.0,28.6,82.0,2.87,51.0,26.0,1.0,1.0,2.0,1.0,7.0,0.25,5.0,1.0,0.0,0.0,0.0,1.0
455,Federico Cartabia,ar ARG,"DL,CC",La Coruña,es La Liga,24.0,1993.0,14.7,71.0,4.83,46.0,6.0,5.0,4.0,10.0,0.0,5.0,0.34,3.0,0.0,0.0,1.0,1.0,0.0
456,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,25.0,1992.0,24.7,70.0,2.84,63.0,2.0,3.0,1.0,0.0,1.0,5.0,0.2,4.0,0.0,1.0,0.0,0.0,0.0
457,Casemiro,br BRA,CC,Real Madrid,es La Liga,25.0,1992.0,28.8,68.0,2.36,57.0,1.0,1.0,3.0,3.0,3.0,11.0,0.38,6.0,1.0,0.0,3.0,1.0,0.0
458,Kiko Casilla,es ESP,PO,Real Madrid,es La Liga,30.0,1986.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,Francesco Cassata,it ITA,CC,Sassuolo,it Serie A,20.0,1997.0,5.1,9.0,1.78,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Timothy Castagne,be BEL,DF,Atalanta,it Serie A,21.0,1995.0,16.7,33.0,1.98,22.0,2.0,2.0,2.0,4.0,1.0,4.0,0.24,3.0,0.0,0.0,0.0,1.0,0.0
461,Leandro Castán,br BRA,DF,Cagliari,it Serie A,30.0,1986.0,12.7,8.0,0.63,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
462,Koen Casteels,be BEL,PO,Wolfsburg,de Bundesliga,25.0,1992.0,34.0,5.0,0.15,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,Dani Castellano,es ESP,DF,Las Palmas,es La Liga,29.0,1987.0,22.5,26.0,1.16,21.0,1.0,2.0,0.0,2.0,0.0,3.0,0.13,2.0,0.0,1.0,0.0,0.0,0.0
464,Javi Castellano,es ESP,CC,Las Palmas,es La Liga,29.0,1987.0,17.4,13.0,0.75,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Samu Castillejo,es ESP,"CC,DL",Villarreal,es La Liga,22.0,1995.0,23.0,99.0,4.29,54.0,22.0,11.0,3.0,6.0,3.0,19.0,0.82,10.0,2.0,4.0,1.0,2.0,0.0
466,Chory Castro,uy URU,"CC,DL",Málaga,es La Liga,32.0,1984.0,22.9,61.0,2.66,42.0,12.0,1.0,2.0,2.0,2.0,3.0,0.13,2.0,1.0,0.0,0.0,0.0,0.0
467,Gonzalo Castro,de GER,CC,Dortmund,de Bundesliga,30.0,1987.0,13.4,58.0,4.33,47.0,8.0,0.0,2.0,1.0,0.0,4.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0
468,Jonny Castro,es ESP,DF,Celta Vigo,es La Liga,23.0,1994.0,35.6,66.0,1.86,55.0,2.0,2.0,0.0,4.0,3.0,11.0,0.31,10.0,0.0,0.0,0.0,1.0,0.0
469,Lucas Castro,ar ARG,CC,Chievo,it Serie A,28.0,1989.0,22.1,72.0,3.26,57.0,1.0,3.0,4.0,3.0,4.0,6.0,0.27,6.0,0.0,0.0,0.0,0.0,0.0
470,Rubén Castro,es ESP,DL,Betis,es La Liga,36.0,1981.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0
471,Danilo Cataldi,it ITA,CC,Benevento,it Serie A,22.0,1994.0,25.4,79.0,3.12,60.0,8.0,2.0,3.0,2.0,4.0,7.0,0.28,5.0,1.0,0.0,0.0,0.0,1.0
472,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,28.0,1989.0,5.8,5.0,0.91,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,Edinson Cavani,uy URU,DL,Paris S-G,fr Ligue 1,30.0,1987.0,28.7,69.0,2.41,46.0,0.0,10.0,7.0,6.0,0.0,17.0,0.59,9.0,0.0,4.0,0.0,4.0,0.0
474,Marijan Ćavar,ba BIH,CC,Eint Frankfurt,de Bundesliga,19.0,1998.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Dani Ceballos,es ESP,CC,Real Madrid,es La Liga,20.0,1996.0,4.5,20.0,4.49,14.0,1.0,1.0,0.0,4.0,0.0,3.0,0.67,1.0,1.0,1.0,0.0,0.0,0.0
476,Federico Ceccherini,it ITA,DF,Crotone,it Serie A,25.0,1992.0,35.9,22.0,0.61,15.0,1.0,1.0,1.0,2.0,2.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
477,Emanuel Cecchini,ar ARG,"CC,DF",Málaga,es La Liga,20.0,1996.0,0.3,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,Petr Čech,cz CZE,PO,Arsenal,eng Premier League,35.0,1982.0,33.8,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,Ricardo Centurión,ar ARG,"CC,DL",Genoa,it Serie A,24.0,1993.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,27.0,1989.0,24.7,17.0,0.69,16.0,1.0,0.0,0.0,0.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
481,Fabio Ceravolo,it ITA,DL,Benevento,it Serie A,30.0,1987.0,0.6,1.0,1.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,Alessio Cerci,it ITA,DL,Hellas Verona,it Serie A,30.0,1987.0,18.2,56.0,3.08,28.0,7.0,7.0,6.0,7.0,1.0,10.0,0.55,5.0,0.0,0.0,2.0,3.0,0.0
483,Boštjan Cesar,si SVN,DF,Chievo,it Serie A,35.0,1982.0,6.1,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,Damir Ceter,co COL,DL,Cagliari,it Serie A,19.0,1997.0,2.2,4.0,1.82,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,Nacer Chadli,be BEL,"DL,CC",West Brom,eng Premier League,27.0,1989.0,2.9,3.0,1.26,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,30.0,1986.0,17.9,26.0,1.45,22.0,2.0,1.0,1.0,0.0,0.0,6.0,0.33,5.0,0.0,0.0,1.0,0.0,0.0
487,Nathaniel Chalobah,eng ENG,CC,Watford,eng Premier League,22.0,1994.0,5.0,7.0,1.41,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0
488,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,22.0,1995.0,9.6,9.0,0.94,6.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
489,Nereo Champagne,ar ARG,PO,Leganés,es La Liga,32.0,1985.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
