RL2017-2018,Jugador2017-2018,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,Int.2017-2018,Balón vivo2017-2018,Balón muerto2017-2018,FK2017-2018,PL2017-2018,Camb.2017-2018,Pcz2017-2018,Lanz.2017-2018,SE2017-2018,Dentro2017-2018,Fuera2017-2018,Rect.2017-2018,Cmp2017-2018,PA2017-2018,Bloqueos2017-2018
1280,Wahbi Khazri,tn TUN,"DL,CC",Rennes,fr Ligue 1,26.0,1991.0,21.3,729.0,634.0,90.0,32.0,9.0,20.0,64.0,9.0,37.0,21.0,8.0,2.0,528.0,5.0,22.0
1281,Rani Khedira,de GER,"CC,DF",Augsburg,de Bundesliga,23.0,1994.0,25.3,860.0,837.0,22.0,20.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,641.0,1.0,20.0
1282,Sami Khedira,de GER,CC,Juventus,it Serie A,30.0,1987.0,21.2,978.0,950.0,24.0,12.0,1.0,8.0,12.0,11.0,0.0,0.0,0.0,0.0,842.0,4.0,22.0
1283,Stefan Kießling,de GER,"DF,CC",Leverkusen,de Bundesliga,33.0,1984.0,0.9,27.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
1284,Kiké,es ESP,DL,Eibar,es La Liga,27.0,1989.0,27.3,709.0,676.0,31.0,1.0,0.0,2.0,15.0,4.0,0.0,0.0,0.0,0.0,501.0,2.0,33.0
1285,Joshua Kimmich,de GER,DF,Bayern Munich,de Bundesliga,22.0,1995.0,25.9,2169.0,1882.0,282.0,53.0,1.0,24.0,212.0,160.0,69.0,13.0,49.0,2.0,1822.0,5.0,34.0
1286,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,21.0,1995.0,26.9,1875.0,1784.0,91.0,80.0,0.0,22.0,6.0,11.0,0.0,0.0,0.0,0.0,1783.0,0.0,11.0
2575,Andy King,wls WAL,CC,Leicester City,eng Premier League,28.0,1988.0,13.9,580.0,560.0,16.0,12.0,1.0,3.0,13.0,3.0,0.0,0.0,0.0,0.0,463.0,4.0,4.0
1289,Joshua King,no NOR,"DL,CC",Bournemouth,eng Premier League,25.0,1992.0,27.3,730.0,692.0,34.0,2.0,5.0,1.0,34.0,3.0,0.0,0.0,0.0,0.0,514.0,4.0,33.0
1290,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,28.0,1989.0,17.5,790.0,764.0,26.0,25.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,666.0,0.0,7.0
1291,Davy Klaassen,nl NED,"CC,DL",Everton,eng Premier League,24.0,1993.0,2.8,103.0,98.0,5.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,7.0
1292,Felix Klaus,de GER,"CC,DL",Hannover 96,de Bundesliga,24.0,1992.0,22.0,709.0,629.0,78.0,23.0,1.0,7.0,73.0,28.0,27.0,12.0,13.0,2.0,490.0,2.0,37.0
1293,Ragnar Klavan,ee EST,DF,Liverpool,eng Premier League,31.0,1985.0,16.1,1218.0,1180.0,35.0,19.0,1.0,5.0,1.0,16.0,0.0,0.0,0.0,0.0,1097.0,3.0,4.0
1294,Tim Kleindienst,de GER,"DL,DF",Freiburg,de Bundesliga,21.0,1995.0,12.6,369.0,357.0,9.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,203.0,3.0,25.0
1295,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,21.0,1996.0,24.3,1201.0,964.0,232.0,11.0,2.0,3.0,41.0,221.0,0.0,0.0,0.0,0.0,922.0,5.0,45.0
1296,Lukas Klünter,de GER,"DF,DL",Köln,de Bundesliga,21.0,1996.0,14.8,526.0,423.0,102.0,4.0,0.0,3.0,53.0,97.0,0.0,0.0,0.0,0.0,347.0,1.0,37.0
1297,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,25.0,1992.0,23.4,1432.0,1393.0,37.0,33.0,0.0,11.0,3.0,4.0,0.0,0.0,0.0,0.0,1215.0,2.0,8.0
1298,Anthony Knockaert,fr FRA,"CC,DL",Brighton,eng Premier League,25.0,1991.0,26.9,1103.0,1026.0,70.0,23.0,4.0,12.0,98.0,14.0,27.0,12.0,12.0,0.0,851.0,7.0,25.0
1299,Törles Knöll,de GER,"CC,DL",Hamburger SV,de Bundesliga,19.0,1997.0,0.2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1300,Robin Koch,de GER,"CC,DF",Freiburg,de Bundesliga,21.0,1996.0,21.3,977.0,963.0,13.0,13.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,758.0,1.0,18.0
1301,Kenan Kodro,ba BIH,"DL,DF",Mainz 05,de Bundesliga,23.0,1993.0,2.6,69.0,63.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,2.0
1302,Hervé Koffi,bf BFA,PO,Lille,fr Ligue 1,20.0,1996.0,4.0,125.0,79.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,2.0,0.0
1303,Dominik Kohr,de GER,CC,Leverkusen,de Bundesliga,23.0,1994.0,18.5,946.0,912.0,31.0,30.0,4.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,780.0,3.0,25.0
1304,Seybou Koita,ne NIG,DL,Amiens,fr Ligue 1,23.0,1994.0,2.4,58.0,53.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,3.0
1305,Koke,es ESP,CC,Atlético Madrid,es La Liga,25.0,1992.0,30.6,2153.0,1953.0,180.0,73.0,15.0,23.0,140.0,4.0,97.0,33.0,45.0,0.0,1729.0,20.0,36.0
1306,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,31.0,1985.0,34.0,2624.0,2078.0,537.0,99.0,0.0,34.0,295.0,332.0,106.0,52.0,44.0,0.0,1996.0,9.0,83.0
1307,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,24.0,1993.0,23.9,1515.0,1294.0,219.0,16.0,0.0,4.0,42.0,203.0,0.0,0.0,0.0,0.0,1203.0,2.0,38.0
1308,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,31.0,1986.0,15.5,1434.0,1416.0,17.0,13.0,1.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,1327.0,1.0,1.0
1309,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,18.0,1999.0,13.6,651.0,631.0,20.0,20.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,2.0
1310,Moussa Konaté,sn SEN,DL,Amiens,fr Ligue 1,24.0,1993.0,27.5,537.0,486.0,51.0,1.0,1.0,3.0,23.0,3.0,0.0,0.0,0.0,0.0,355.0,0.0,20.0
1311,Geoffrey Kondogbia,cf CTA,CC,Valencia,es La Liga,24.0,1993.0,29.0,1559.0,1513.0,39.0,37.0,4.0,36.0,3.0,1.0,0.0,0.0,0.0,0.0,1355.0,7.0,15.0
1312,Bakary Koné,bf BFA,DF,Strasbourg,fr Ligue 1,29.0,1988.0,27.4,1030.0,995.0,31.0,29.0,1.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,877.0,4.0,5.0
2627,Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,23.0,1994.0,14.6,545.0,431.0,111.0,10.0,0.0,1.0,21.0,101.0,0.0,0.0,0.0,0.0,381.0,3.0,18.0
1315,Yevhen Konoplyanka,ua UKR,"DL,CC",Schalke 04,de Bundesliga,27.0,1989.0,17.4,503.0,456.0,44.0,17.0,0.0,3.0,107.0,1.0,24.0,7.0,16.0,1.0,331.0,3.0,28.0
1316,Julian Korb,de GER,"DF,CC",Hannover 96,de Bundesliga,25.0,1992.0,26.0,1199.0,872.0,320.0,14.0,0.0,2.0,64.0,306.0,0.0,0.0,0.0,0.0,814.0,7.0,58.0
1317,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,31.0,1985.0,24.7,1765.0,1705.0,54.0,45.0,2.0,25.0,5.0,9.0,0.0,0.0,0.0,0.0,1563.0,6.0,7.0
1318,Filip Kostić,rs SRB,"DL,CC",Hamburger SV,de Bundesliga,24.0,1992.0,27.1,796.0,729.0,60.0,4.0,1.0,10.0,125.0,28.0,24.0,8.0,13.0,0.0,459.0,7.0,57.0
1319,Christian Kouakou,ci CIV,"CC,DL",Caen,fr Ligue 1,26.0,1991.0,9.4,157.0,155.0,1.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,106.0,1.0,4.0
1320,Rominigue Kouamé,ml MLI,"DF,CC",Lille,fr Ligue 1,20.0,1996.0,2.2,139.0,127.0,12.0,1.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0
1321,Tomáš Koubek,cz CZE,PO,Rennes,fr Ligue 1,24.0,1992.0,34.0,973.0,574.0,399.0,130.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,2.0
1322,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,26.0,1991.0,34.1,2994.0,2943.0,50.0,40.0,1.0,22.0,2.0,10.0,0.0,0.0,0.0,0.0,2730.0,1.0,18.0
1323,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,18.0,1998.0,17.7,844.0,817.0,25.0,25.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,704.0,2.0,6.0
1324,Cheikhou Kouyaté,sn SEN,CC,West Ham,eng Premier League,27.0,1989.0,31.1,982.0,967.0,12.0,4.0,5.0,1.0,17.0,7.0,0.0,0.0,0.0,0.0,734.0,3.0,25.0
1325,Mateo Kovačić,hr CRO,CC,Real Madrid,es La Liga,23.0,1994.0,11.0,797.0,777.0,19.0,16.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,742.0,1.0,6.0
1326,Maksym Koval,ua UKR,PO,La Coruña,es La Liga,24.0,1992.0,1.3,48.0,24.0,24.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0
1327,Dawid Kownacki,pl POL,DL,Sampdoria,it Serie A,20.0,1997.0,9.1,262.0,245.0,17.0,1.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,187.0,0.0,12.0
2657,Vincent Koziello,fr FRA,CC,Nice,fr Ligue 1,21.0,1995.0,17.8,1113.0,1085.0,26.0,22.0,1.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,1027.0,2.0,15.0
1330,Thomas Kraft,de GER,PO,Hertha BSC,de Bundesliga,29.0,1988.0,3.0,137.0,95.0,41.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1.0,0.0
1331,Emil Krafth,se SWE,DF,Bologna,it Serie A,22.0,1994.0,10.5,521.0,430.0,89.0,5.0,0.0,0.0,11.0,84.0,0.0,0.0,0.0,0.0,414.0,2.0,11.0
1332,Oliver Kragl,de GER,CC,Crotone,it Serie A,27.0,1990.0,1.1,38.0,36.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0
1333,Andrej Kramarić,hr CRO,"DL,CC",Hoffenheim,de Bundesliga,26.0,1991.0,24.8,945.0,827.0,111.0,25.0,3.0,8.0,139.0,14.0,63.0,25.0,30.0,0.0,687.0,7.0,29.0
1334,Christoph Kramer,de GER,CC,M'Gladbach,de Bundesliga,26.0,1991.0,23.9,1535.0,1452.0,78.0,74.0,0.0,14.0,7.0,4.0,0.0,0.0,0.0,0.0,1340.0,5.0,23.0
1335,Ladislav Krejčí,cz CZE,"CC,DL",Bologna,it Serie A,25.0,1992.0,4.4,158.0,153.0,5.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,119.0,0.0,5.0
1336,Rene Krhin,si SVN,CC,Nantes,fr Ligue 1,27.0,1990.0,14.6,508.0,494.0,13.0,13.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,1.0,5.0
2675,Bojan Krkić,es ESP,CC,Stoke City,eng Premier League,26.0,1990.0,5.7,168.0,159.0,8.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,131.0,1.0,7.0
2679,Michael Krohn-Dehli,dk DEN,CC,La Coruña,es La Liga,34.0,1983.0,14.1,744.0,702.0,31.0,6.0,2.0,7.0,28.0,5.0,19.0,11.0,5.0,0.0,609.0,11.0,14.0
1341,Toni Kroos,de GER,CC,Real Madrid,es La Liga,27.0,1990.0,25.1,2235.0,1995.0,233.0,91.0,9.0,61.0,148.0,10.0,132.0,36.0,64.0,0.0,1982.0,7.0,16.0
1342,Max Kruse,de GER,DL,Werder Bremen,de Bundesliga,29.0,1988.0,27.3,1389.0,1193.0,184.0,36.0,3.0,30.0,119.0,23.0,70.0,25.0,32.0,2.0,1035.0,12.0,42.0
1343,Grzegorz Krychowiak,pl POL,CC,West Brom,eng Premier League,27.0,1990.0,18.2,831.0,796.0,34.0,16.0,6.0,12.0,18.0,0.0,11.0,5.0,4.0,0.0,641.0,1.0,19.0
1344,Lukas Kübler,de GER,"DF,CC",Freiburg,de Bundesliga,24.0,1992.0,12.8,543.0,425.0,118.0,8.0,0.0,3.0,14.0,110.0,0.0,0.0,0.0,0.0,383.0,0.0,10.0
2691,Jasmin Kurtić,si SVN,"CC,DL",SPAL,it Serie A,28.0,1989.0,23.4,1004.0,959.0,38.0,14.0,1.0,15.0,49.0,13.0,10.0,2.0,7.0,0.0,743.0,7.0,30.0
1347,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,24.0,1992.0,18.9,1128.0,948.0,172.0,17.0,2.0,1.0,39.0,155.0,0.0,0.0,0.0,0.0,954.0,8.0,18.0
1348,Filip Kusić,rs SRB,"DF,CC",Köln,de Bundesliga,21.0,1996.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1349,Zdravko Kuzmanović,rs SRB,CC,Málaga,es La Liga,29.0,1987.0,5.3,342.0,325.0,14.0,13.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,304.0,3.0,1.0
1350,Han Kwang-song,kp PRK,DL,Cagliari,it Serie A,18.0,1998.0,3.1,55.0,55.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,2.0
1351,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,20.0,1997.0,1.0,41.0,33.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0
1352,Alberto de la Bella,es ESP,DF,Real Sociedad,es La Liga,31.0,1985.0,17.0,1072.0,875.0,192.0,15.0,1.0,5.0,69.0,177.0,0.0,0.0,0.0,0.0,852.0,5.0,19.0
1353,Rajiv van La Parra,nl NED,"DL,CC",Huddersfield,eng Premier League,26.0,1991.0,23.7,725.0,709.0,14.0,2.0,3.0,0.0,84.0,6.0,5.0,5.0,0.0,0.0,517.0,2.0,46.0
1354,Brighton Labeau,mq MTQ,DL,Amiens,fr Ligue 1,21.0,1996.0,0.3,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1355,Gaëtan Laborde,fr FRA,DL,Bordeaux,fr Ligue 1,23.0,1994.0,10.6,254.0,235.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,158.0,1.0,12.0
1356,Alexandre Lacazette,fr FRA,DL,Arsenal,eng Premier League,26.0,1991.0,24.5,744.0,691.0,48.0,0.0,9.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,558.0,5.0,21.0
2715,Mehdi Lacen,dz ALG,CC,Málaga,es La Liga,33.0,1984.0,12.399999999999999,513.0,498.0,13.0,12.0,0.0,14.0,8.0,1.0,0.0,0.0,0.0,0.0,430.0,2.0,12.0
1359,Léo Lacroix,ch SUI,DF,Saint-Étienne,fr Ligue 1,25.0,1992.0,8.6,355.0,344.0,10.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,1.0,3.0
1360,Freddie Ladapo,eng ENG,DL,Crystal Palace,eng Premier League,24.0,1993.0,0.2,9.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
1361,Alban Lafont,fr FRA,PO,Toulouse,fr Ligue 1,18.0,1999.0,38.0,1266.0,740.0,522.0,190.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,812.0,4.0,4.0
1362,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,27.0,1989.0,17.0,565.0,516.0,48.0,46.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,384.0,1.0,3.0
1363,Konrad Laimer,at AUT,"DF,CC",RB Leipzig,de Bundesliga,20.0,1997.0,14.9,755.0,625.0,127.0,9.0,3.0,4.0,13.0,118.0,0.0,0.0,0.0,0.0,590.0,3.0,20.0
1364,Kenny Lala,fr FRA,DF,Strasbourg,fr Ligue 1,25.0,1991.0,30.3,1765.0,1363.0,391.0,47.0,4.0,40.0,69.0,344.0,0.0,0.0,0.0,0.0,1341.0,11.0,43.0
1365,Adam Lallana,eng ENG,"CC,DL",Liverpool,eng Premier League,29.0,1988.0,3.4,229.0,226.0,3.0,1.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,192.0,0.0,3.0
1366,Eugenio Lamanna,it ITA,PO,Genoa,it Serie A,27.0,1989.0,1.0,23.0,11.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0
1367,Érik Lamela,ar ARG,"DL,CC",Tottenham,eng Premier League,25.0,1992.0,9.4,477.0,443.0,30.0,7.0,5.0,1.0,25.0,2.0,18.0,10.0,6.0,0.0,379.0,4.0,12.0
1368,Ádám Lang,hu HUN,DF,Dijon,fr Ligue 1,24.0,1993.0,2.6,121.0,117.0,4.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,2.0
2739,Sebastian Langkamp,de GER,DF,Hertha BSC,de Bundesliga,29.0,1988.0,15.2,779.0,741.0,38.0,37.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,673.0,0.0,5.0
1371,Manuel Lanzini,ar ARG,"CC,DL",West Ham,eng Premier League,24.0,1993.0,22.7,1309.0,1176.0,125.0,48.0,6.0,4.0,83.0,5.0,51.0,32.0,13.0,0.0,1085.0,8.0,18.0
1372,Gianluca Lapadula,pe PER,DL,Genoa,it Serie A,27.0,1990.0,16.6,275.0,250.0,23.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,171.0,2.0,8.0
2747,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,23.0,1994.0,28.0,1816.0,1741.0,71.0,53.0,2.0,33.0,11.0,18.0,0.0,0.0,0.0,0.0,1584.0,4.0,9.0
1375,Danilo Larangeira,br BRA,DF,Udinese,it Serie A,33.0,1984.0,30.8,1413.0,1324.0,84.0,73.0,0.0,16.0,2.0,11.0,0.0,0.0,0.0,0.0,1111.0,5.0,8.0
1376,Kevin Lasagna,it ITA,DL,Udinese,it Serie A,24.0,1992.0,23.7,440.0,409.0,29.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,264.0,2.0,18.0
1377,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,23.0,1993.0,32.5,1195.0,1165.0,26.0,21.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,918.0,4.0,15.0
1378,Paul Lasne,fr FRA,CC,Montpellier,fr Ligue 1,28.0,1989.0,34.0,1809.0,1754.0,46.0,26.0,10.0,43.0,52.0,18.0,2.0,0.0,2.0,0.0,1442.0,9.0,29.0
1379,Borja Lasso,es ESP,CC,Sevilla,es La Liga,23.0,1994.0,0.6,35.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0
1380,Toni Lato,es ESP,"DF,CC",Valencia,es La Liga,19.0,1997.0,8.9,411.0,332.0,76.0,7.0,0.0,1.0,10.0,69.0,0.0,0.0,0.0,0.0,317.0,3.0,8.0
1381,Danny Latza,de GER,CC,Mainz 05,de Bundesliga,27.0,1989.0,26.1,1263.0,1188.0,72.0,50.0,0.0,7.0,33.0,5.0,17.0,9.0,8.0,0.0,984.0,3.0,21.0
1382,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,28.0,1989.0,17.9,1106.0,863.0,238.0,29.0,1.0,3.0,54.0,209.0,0.0,0.0,0.0,0.0,860.0,5.0,21.0
1383,Wesley Lautoa,nc NCL,"DF,CC",Dijon,fr Ligue 1,29.0,1987.0,6.9,285.0,277.0,8.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,235.0,0.0,5.0
1384,Diego Laxalt,uy URU,DF,Genoa,it Serie A,24.0,1993.0,31.2,1326.0,1094.0,229.0,3.0,0.0,2.0,114.0,226.0,0.0,0.0,0.0,0.0,929.0,3.0,75.0
1385,Miguel Layún,mx MEX,DF,Sevilla,es La Liga,29.0,1988.0,13.2,683.0,540.0,138.0,12.0,1.0,8.0,53.0,114.0,11.0,3.0,6.0,0.0,504.0,5.0,16.0
1386,Achraf Lazaar,ma MAR,"CC,DF",Benevento,it Serie A,25.0,1992.0,5.3,169.0,148.0,21.0,1.0,0.0,2.0,20.0,18.0,2.0,0.0,2.0,0.0,118.0,0.0,5.0
1387,Valentino Lazaro,at AUT,"CC,DL",Hertha BSC,de Bundesliga,21.0,1996.0,20.7,694.0,605.0,85.0,27.0,0.0,2.0,82.0,17.0,32.0,6.0,21.0,2.0,477.0,4.0,28.0
1388,Darko Lazović,rs SRB,"DF,CC",Genoa,it Serie A,26.0,1990.0,13.8,678.0,575.0,99.0,5.0,0.0,4.0,83.0,88.0,6.0,1.0,3.0,1.0,475.0,4.0,27.0
1389,Manuel Lazzari,it ITA,DF,SPAL,it Serie A,23.0,1993.0,34.6,1516.0,1200.0,312.0,10.0,3.0,7.0,169.0,298.0,4.0,0.0,0.0,0.0,1178.0,4.0,72.0
1390,Mickaël Le Bihan,fr FRA,"DL,CC",Nice,fr Ligue 1,27.0,1990.0,1.2,48.0,47.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0
1391,Maxime Le Marchand,fr FRA,DF,Nice,fr Ligue 1,27.0,1989.0,28.2,1973.0,1808.0,164.0,44.0,0.0,18.0,32.0,120.0,0.0,0.0,0.0,0.0,1732.0,1.0,22.0
1392,James Lea Siliki,cm CMR,CC,Rennes,fr Ligue 1,21.0,1996.0,20.2,759.0,704.0,42.0,16.0,7.0,14.0,59.0,2.0,16.0,9.0,2.0,0.0,548.0,13.0,23.0
1393,Mathew Leckie,au AUS,"DL,CC",Hertha BSC,de Bundesliga,26.0,1991.0,20.6,793.0,775.0,18.0,2.0,2.0,5.0,28.0,16.0,0.0,0.0,0.0,0.0,549.0,0.0,36.0
1394,Benjamin Lecomte,fr FRA,PO,Montpellier,fr Ligue 1,26.0,1991.0,38.0,1152.0,748.0,400.0,131.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,806.0,4.0,0.0
1395,Pierre Lees-Melou,fr FRA,"CC,DL",Nice,fr Ligue 1,24.0,1993.0,32.1,1626.0,1535.0,87.0,14.0,2.0,31.0,108.0,9.0,63.0,20.0,41.0,0.0,1319.0,4.0,32.0
1396,Matthias Lehmann,de GER,CC,Köln,de Bundesliga,34.0,1983.0,16.8,847.0,807.0,35.0,30.0,0.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,682.0,5.0,9.0
1397,Lucas Leiva,br BRA,CC,Lazio,it Serie A,30.0,1987.0,32.0,2126.0,2066.0,52.0,50.0,13.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,1836.0,8.0,24.0
1398,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,26.0,1991.0,23.4,1082.0,1035.0,43.0,40.0,2.0,21.0,4.0,3.0,0.0,0.0,0.0,0.0,826.0,4.0,8.0
1399,Iñigo Lekue,es ESP,"DF,DL",Athletic Club,es La Liga,24.0,1993.0,23.5,1231.0,1005.0,216.0,16.0,0.0,5.0,72.0,200.0,0.0,0.0,0.0,0.0,922.0,10.0,35.0
1400,Thomas Lemar,fr FRA,"CC,DL",Monaco,fr Ligue 1,21.0,1995.0,26.4,1319.0,1142.0,169.0,50.0,10.0,14.0,170.0,26.0,84.0,29.0,30.0,1.0,1015.0,8.0,25.0
1401,Mario Lemina,ga GAB,CC,Southampton,eng Premier League,23.0,1993.0,19.1,987.0,977.0,7.0,4.0,6.0,9.0,10.0,3.0,0.0,0.0,0.0,0.0,857.0,3.0,5.0
2805,Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,21.0,1995.0,21.8,1102.0,1022.0,79.0,47.0,1.0,27.0,2.0,32.0,0.0,0.0,0.0,0.0,925.0,1.0,6.0
1404,Dylan Lempereur,fr FRA,DF,Metz,fr Ligue 1,18.0,1998.0,1.6,57.0,39.0,18.0,1.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0
1405,Clément Lenglet,fr FRA,DF,Sevilla,es La Liga,22.0,1995.0,33.3,1727.0,1663.0,55.0,52.0,2.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,1441.0,9.0,15.0
2813,Aaron Lennon,eng ENG,CC,Burnley,eng Premier League,30.0,1987.0,21.200000000000003,524.0,504.0,18.0,1.0,0.0,0.0,38.0,16.0,0.0,0.0,0.0,0.0,348.0,2.0,38.0
1408,Bernd Leno,de GER,PO,Leverkusen,de Bundesliga,25.0,1992.0,33.0,1245.0,918.0,327.0,77.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,0.0,2.0
1409,Pedro León,es ESP,"DL,CC",Eibar,es La Liga,30.0,1986.0,10.3,429.0,318.0,107.0,33.0,0.0,6.0,133.0,6.0,68.0,29.0,37.0,0.0,231.0,4.0,16.0
1410,Sergio León,es ESP,DL,Betis,es La Liga,28.0,1989.0,22.0,381.0,332.0,48.0,0.0,2.0,5.0,9.0,1.0,1.0,0.0,1.0,0.0,259.0,1.0,13.0
1411,Lukas Lerager,dk DEN,CC,Bordeaux,fr Ligue 1,24.0,1993.0,36.5,1608.0,1564.0,34.0,31.0,6.0,13.0,20.0,3.0,0.0,0.0,0.0,0.0,1221.0,10.0,30.0
1412,Mehdi Léris,dz ALG,"CC,DL",Chievo,it Serie A,19.0,1998.0,0.5,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
1413,Jefferson Lerma,co COL,CC,Levante,es La Liga,22.0,1994.0,23.7,1103.0,1075.0,20.0,19.0,4.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,894.0,8.0,14.0
1414,Maxime Lestienne,be BEL,CC,Málaga,es La Liga,25.0,1992.0,7.4,236.0,217.0,17.0,7.0,0.0,3.0,32.0,2.0,8.0,3.0,3.0,0.0,160.0,2.0,8.0
1415,Alexandre Letellier,fr FRA,PO,Angers,fr Ligue 1,26.0,1990.0,13.0,334.0,189.0,145.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0
1416,Gaetano Letizia,it ITA,DF,Benevento,it Serie A,27.0,1990.0,23.8,1298.0,1083.0,207.0,33.0,2.0,28.0,104.0,172.0,2.0,1.0,0.0,0.0,999.0,8.0,32.0
